Tweet id,Tweet text,True/False?
1290676252106520000,"We have to stop faking covid first, Sir. It's a bad look to send them back with a plague. I'm sure you understand.",0
1290675359227280000,"Agreed! As an educator there is no realistic way to have students sit facing forward, not moving to ‘increase’ their safety from COVID. Masks are great- let’s talk class size!! ",0
1290640423904390000,We could be having corona free e sex but you play too much.,1
1290675154607930000,"I do not wear a mask outside! I wear a mask inside stores and other business. I do not walk near other people. I have a compromised immune system. I seriously doubt I will get covid. If people just stay away from other people, but here we have two morons attacking someone. ",1
1290639228812970000,"some folks under estimate how contagious the novella corona virus named COVID-19 is.,.children aren't expelling it as powerfully as adults do, and they carry a higher viral load.,.i understand a single parent's dilemma with work requirements.,.no way i send any child of mine",1
1290666660433730000,"Do you believe you said this? According to them, piyasa time is important than Corona !! ",1
1290675072374640000," Coronavirus: Second COVID-19 wave twice as big as the first without effective test, trace, isolating strategy, says new modelling study ",1
1290676406192570000,"Hey all I got a COVID test for free through @Riteaid today. It was painless, quick, no contact, and professional. Please keep wearing your masks and get tested if you’ve been exposed.",0
1290661013638050000,"In bihar ,without even testing ...they gave result as corona positive... it is same like passing an exam without appearing. #बिहार_बीमार_नीतीश_फरार",0
1290637111352260000,That's actually True. Corona needs to go away. ,0
1290674475411860000,"And by idiotic Anti-maskers and anti social distancers killing themselves, we can stop the spread and keep many deaths of covid away.",1
1290659381286240000,WAIT!! Trump says that there is a Corona Virus manual?! I think this would be a valuable tool for fighting the virus.,0
1290636347607150000,great make people get corona WaY tO gO! You’re so SmArT ,1
1290664484420360000,the rain in this game kills you and I still don't get anything extra to go through it,1
1290673790930700000,Sometimes Covid doesn't show any symptoms and sometimes it take more than 14 days... Consortium only check temperature that's now the way.. There is no compensation for life #postponeclat2020 #postponeclat2020 #postponeclat2020 #postponeclat2020 #postponeclat2020,0
1290657569585990000,"First deal with corona, then maybe I'll think about",0
1290666220929380000,Hope the corona will go away as it came ,1
1290672943769490000,"i hope they preform online and not actually in a venue. the cases in the us are way too high and they just keep increasing, i don’t want them to be in risk of getting corona. :(",0
1290662955357480000,Is this the new game? Are they going to compound the deaths for Corona virus from the very beginning and never stop. Usually flu season ends in No ember and they start at zero.,1
1290642608037820000,They put it on hold corona is more fearful therefore easily to control people,1
1290640586504970000,"T 64 Friends Corona is increasing day by day. Remember the only one thing SMS(sanitizer,mask,social distancing) which can protect you and your family and society. ଏବେ ଏହାର ଟୀକା ନାହିଁ । ଏତିକି କହି ‌ମୁଁ ମୋ ବକ୍ତବ୍ୟ ଶେଷ କରୁଛି ।",1
1290645070996270000,do I have corona or do I have to put my air conditioning directly in my face to be cold bc of the way my room is set up,1
1290651437307960000,What if we use another virus to fight corona virus or bacteria against corona virus?,1
1290670825117560000,@JohnCooper4Nash what is going on? Do you think corona virus is just going to disappear? go full tilt or close down the bars. Anything in the middle just creates more problems.,1
1290656676706760000,"Until you realise that corona is a ploy to get aid, loans and debt transfered for a year, you will always sing corona corona corona. Bushe why are we not dying like Americans, Europeans &amp; Asians when we have only panado in hospitals? We do not even wear masks. Corona ninshimi.",1
1290673259630010000,"if i was to get corona, i wouldn’t. corona would get me because i’m like that, i’m a different breed ",0
1290649488172940000,Masks reduce the risk of spreading corona AND let me hide my face when i look like crap AND let me pretend i don't recognise people i know in public because of their masks???? I see nothing but wins icl,1
1290676282137740000,Now ppl that may need an ICU bed for reason unrelated to covid are in danger of not receiving the care they need.,0
1290659737814650000,"very true, corona needs to do one soon",0
1290648788026220000,I believe there are many different types of Corona Virus. Don't quote me on it but I guess Covid-19 is just one strain.,0
1290675772345200000,"You aren’t right though. The people the kids are around will be the same. If a parent has COVId and gives it to their kids, it isn’t any different than if the parent was at the school or not. COVID doesn’t just appear out of nowhere",0
1290648934004780000,I wish they would not even play. The Corona is to bad for them to play. And they should have to where a mask to,0
1290657686594490000,"Should have forced out a few coughs and said “ahhh fucking corona, never been the same since” then they may move away ",1
1290647912658190000,"Hi! We regret the inconvenience caused. These safety updates on general hygiene and preventive measures to avoid exposure to corona virus are released as per Govt.of India directive. We are unable to stop the same. Please bear with us. Regards, Laxmikant",0
1290675749796660000,Let’s do our bit and help stop the spread of COVID-19. ,0
1290662105855680000,idk if u can say that when it comes to corona but like stay safe ,0
1290676978111080000,"They are taking bit by bit, first we was only locking down to flatten the curve , now cases are locking places down, the tests can't even tell between novel coronavirus and covid-19 ",0
1290666528069700000,We can do anything but we can't do anything because of corona and how to use youghts power for a better nation,1
1290665388175310000,Rationally as professionals in March first week @WHO should have given out this guidance. Then clearly corona infected get segregated and rest could continue normal life. Economy does not suffer. No lock downs needed. But you confused and mixed healthy with infected. 2/2 ,0
1290675525925710000,She tells me she wears her mask as soon as she’s bathed in the morning. (By wearing a mask she hangs it on her chin all the time). My cousins call it her ‘chin guard’. She says she’s careful about Covid and has spent the last 3 months teaching people how to wash their hands.,0
1290677107245240000,"Heading Back-to-School with new COVID-19 protocol can create extra stress for families managing food allergies. Help your child prepare by getting familiar with new protocols. Check out @faactnews ""Let's Rehearse Lunchtime at School"" at home activity. https://bit.ly/3k9GOhF",1
1290646200635580000,"i can’t believe this is real. he’s resorted to getting on powerpoint, making fake charts to make him look good, and waving them around as if they’re the only true, real data. he can’t even speak on corona without the aid of graphs and pictures ",0
1290675471840150000,These kids about to start using covid like a bomb threat in schools now,1
1290675365715770000,"No, you can swipe your cards. The new form of payments like snap scan and tap n go just make transacting easier. In times like corona it makes it safer too. You can swipe the magatripe but it’s not advisable",0
1290675432715680000,lets manifest i guess! but also her health would probably keep her from going bc of corona,1
1290671485099470000,Same like you still safe from Corona. ,0
1290666752163160000,"I would also like to remind everybody that Vitamins C, D, E and Zinc are very essential for a strong body immunity system, which enables our body to fight infections like Corona virus etc. Plz keep these facts in your mind &amp; spread them !",1
1290668169393290000,Lol what's a shitty little mask going to help with pretty much every study says the masks are useless in preventing the spread of Corona virus don't just believe everything the BBC tells you ,0
1290675466362290000,"Practicing proper hygiene and sanitation methods - keeping our hands and surfaces around us clean is one key strategy to roll back COVID 19. Lets keep the steam, personal hygiene activated! @sanambna @swisspeace @Kumichii1 @Snwot4 @whatthewomensay",1
1290636374434090000,"sir we are not scared to doing study, but as you can see day by day corona cases are increases and health is life so health is first.",1
1290654021691280000,This guy literally suggests diabling your anti-virus scanning software to fix windows issues. Sure. That works. I can also fix my Corona issue by not wearing a mask and hanging out in the corona wards of the hospital....moron.... ,1
1290655676209950000,"What if coronavirus does make you a zombie, you would be change your mind right? So we just should have a sense of crisis. #Corona #coronavirus #コロナ #senseofcrisis",1
1290666958581640000,So me and my son don’t have corona God is good . I encourage everyone to get tested to be on the safe side.,0
1290657769989840000,Corona is nothing but an idea to kill human being and bring down the population particularly Muslim,1
1290676479701860000,is there science behind masks? Masks alone do not protect you from Covid-19. Talk about the immune system please,0
1290650976110730000,(also lockdown and Corona have made this much worse for various reasons),0
1290642396766710000,"You need to be brave and face the world my child. Corona is not going anywhere. It can affect me, my kids or family. Doesn't mean I become a coward and stop living. Life is much larger than corona. Ghar se to nikal hi rahey ho aap ?",1
1290661354819510000,"God said if y’all choose not to stay in to prevent this corona from spreading, he’s going to flood the streets so y’all can’t go anywhere ",0
1290646890850250000,"Corona viruses have been airborne in droplets since God was a boy, it's how they work. The only difference between this corona virus and all the others in history, is the govt propaganda machine.",1
1290646754149490000,"Harsh judgment though, corona is a whole new level for a business man.",0
1290677527816660000,Caution: tocilizumab does not work for COVID and only serves to rip people off as well as harm with side effects. ,0
1290644039298150000,"Protective measures against Covid is only for educational places. These people have close friendship with Corona Virus, it will not infect them. Or may there is no more Corona virus.",0
1290676882682320000,"Clearly pushed, this is a strategy to get chiwenga out of hiding. Watch the space! Another ""covid"" death in motion!",1
1290676120879270000,Also @SecPompeo @TravelGov the K1 is not a threat to jobs and health as we can safely enact policies to prevent the spread of covid. I work in a hospital and can give you guidelines on what to do if you will let me. Please hear me out and listen to our side of the conversation,1
1290653208797490000,"Girl idk, I have more than one condition so I feel like the risk is too high for me. With my luck, the minute I accidentally touch a surface with my pinky, BOOM corona ",1
1290674985665720000,Fortunately it looks like you probably can't get covid over and over again for now.,0
1290654706898010000,"Compare only active cases, UP is among the last 5 states on all corona parameters. ",0
1290654401762400000,As if Corona virus is not enough &amp; taking care of ourselves is not enough.,0
1290657207286140000,the way she is covering her mouth with her hand ???? LMFAOOO she thought corona gonna just see her hand and take a U turn,1
1290676095491200000,"You do whatever. You want school buildings to open physically and safely, certain things need to happen. There’s no magic Covid wand.",0
1290644299785400000,@BillGates @melindagates the hunger make the world feel the weak like illness if people feed good will make them feel better and maybe will help of corona virus people receive diseases when they seat or move maybe when they sleep not receive diseases,1
1290675171372730000,Bruh...saying goodbye to a family member via live-stream has to be one of the WORST things about losing someone during COVID. ,0
1290673693744670000,This. I tried to ask Dr Shah yesterday why (admittedly) testing was below the recommended benchmark to verify the spread of Covid but received no answer. A low number of positives may not be a good thing.,0
1290666470901460000,Corona effects individual only immaterial of belonging to political parties whether Opposition or Present govt. So individual have to take precautions don't expect party workers to come and sanitize individual personally.,1
1290649469562810000,Big pharma is behind the corona and the vaccine. But the are controlled by the deep state. We need people to stop watching the propaganda from the mainstream media. If most dont watch it they wil wake up.,1
1290675735053700000,"And the Spanish Flu wasn’t even as deadly as Covid is now. But, masks and social distancing were still the norm.",1
1290674630848630000,"Why? Children are not dying from COVID. And adults have a 98% survival rate. Unless you are very old, you will be fine. Keeping kids out of school is doing more harm than the virus would do.",0
1290677177554530000,"coming from a new yorker; it’s not really the best decision that bts are coming here. it was really bad w corona virus and it’s also a law that you have to wear a mask. so, not only will it raise the chance of getting covid, but also they’re gonna have to+ ",1
1290673892546110000,Low-key want to sleep and wake up only when this mf corona goes for ever ,1
1290667387495290000,"What does Epstein have to do with corona virus, kids going to school, getting the disease, bringing it home, and killing their families.",0
1290665260937080000,are they coming to america or what cause we are still very much struggling with corona,1
1290639911192790000,"okay thank you! i really need to get ""back in shape"", corona really wasn't the best for my body hahaha",1
1290649787939930000,"Let’s say when Corona first hit you said to yourself, since this is spreading globally initially by plane .... People may start flying less. So you would exercise a put option on certain airlines or the sector. And you indeed would have made a lot of money",0
1290674966925470000,"Weve known for months now masks are a great first line protection from covid so its not jumping on the first thing to waste money. Itd be a waste if it didnt help at all. Communist countries were masks, conservative countries wear masks. This isnt politics. Its safety",1
1290650287351430000,"Hiding number of Corona death, try to keep it low, killing civilians and try to hide, giving north and south to foreigners? Are you serious?",0
1290641427450470000,"I work in the wildlife biology field and I am familiar with animal born viruses and with the 20-30 times the Corona virus has mutated Robbie, you obviously just get your info from an echo chamber. I must assume you choose to read or watch nothing. You get a run down from others",0
1290649226922410000,Well corona did a good job with that. I guess it's to save data also confidence,1
1290675017072750000,"With things like diabetes, heart disease, lung disease you can live a normal life with therapies and medication thus making these things not an immediate death sentence. You contract covid and it takes you out immediately. So please explain how that means Covid didn't kill you.",0
1290653681826890000,Corona turned out to be very good weapon. You can twist and turn statistics anyway you want. Especially when the the crisis is still active. Good preparation and a slick journalist will provide you all the clips you need.,0
1290676042823210000,"Almighty Ollah has already made arrangements for her by spreading Corona. Due to this mask are easily available to Shazia and her mates. Hence, she won't face any pollution problem due to crackers.",1
1290676332683230000,chick fa la has a better system for ordering food then the us government has for covid testing,1
1290639930436310000,Fever doesn't mean you are associated with Corona There are other symptoms as well,1
1290662861400930000,"2/Don't forget that we do know that regardless of age-group if you have a confirmed case, the likelihood of this person dying of Corona is (much) less than that of surviving. By testing more, you are increasing the denominator (not the nominator)",0
1290675927865680000,It is confirmed that your cranial space is only vaccuum! Both the gents are of advanced age and in the current corona virus threat it is advisable they stay put at home safely! Did the lord go on lunch break when you were being made?,1
1290676830626810000,"Not safe to perform live. I don't know if you know, but there is this thing called covid. Safety is more important.",1
1290676531769920000,"We don't know a thing about long term affects on young children exposed to Covid. My feeling is if you're too young to wear a mask you're too young to go to school, that's if you're operating under an abundance of caution as I presume we all would want. #SafeSeptember",0
1290674709785440000,"It is crucial to be responsible for our behaviour and action. For instance, in the current situation, we are facing COVID 19, so everybody should feel responsible for himself/herself and others (society). Responsibility for your own life and life of others.",1
1290659586622580000,superb it is and hoping corona's effect will end soon so as we will be able to lead a normal life which we are missing a lot,0
1290675851026190000,"I doubt you can get COVID-19 from second hand smoke but you can certainly get worse. There are alot of chemicals, carbon monoxide and other junk in it and it definitely will cause major health problems over a time. I am allergic to it so I definitely stay away from it.",1
1290663334623290000,Open the schools?more like increase corona cases ,0
1290643138730650000,"Saying 'if you catch corona virus &amp; die that means your time is up' is vile, especially coming from someone well positioned to avoid it &amp; in the wake of so many deaths. Some ppl can avoid it more than others &amp; it's decent to acknowledge that privilege and other ppl's greater risk",0
1290676699584240000,"“Recognize when you are out and not being careful, even among your trusted friends and family, you do run the risk of bringing COVID back into your home and into your friends group” ",0
1290672830770800000,"they could still be live recorded, it waaaay too risky for them to fly all the way to the us + i think its even banned rn?? due to corona??",1
1290659461057650000,The fact that an Ostrich is running around like btch corona can't get me ,1
1290675603952340000,Everyone knows corona came from china not korea that's obvious joke. No one expect for some uneducated idiots think all asians are chinese. I already told u it's obviously a joke and if u get offended over joke that is obviously a joke and nothing else u need to get off twitter!!,1
1290636582366690000,I do and would more but with corona I can't really get new ones and it's pretty boring to read the same old ones over and over sooooooooo,1
1290663887440940000,#postponeclat We need to postpone #clat2020 because to reduce curb of novel corona virus. The action is needed to be taken or the conditions could get worse and worse,0
1290674961028460000,"Just a reminder: Wear your mask all the time, wash your hand with soap and clean/running water, observe social distance and sanitize. #Keep safe, corona is real! #healthiswealth @ALP_program @idajuma @SaraRuto_ @SafaricomFDN @VNgindiru @MianoJN @robad_m",1
1290676379789340000,"“I will not wear a mask because Covid isn’t real..” or how about you think of other people’s health and safety instead of being a selfish fucking asshole. If my 3 year old can wear a mask without complaining, so can you.",0
1290673737843570000,"Schools have poor ventilation. Have you ever been in a portable with 30 kids?Yes, children need to be in school but safely. Students have been home for months do we really have enough data to suggest they are not susceptible to Covid 19? Why not have rolling starts?",0
1290674634182930000,"Taking masks on and off is a sure way to make certain that any covid floating around is quickly caught by as many kids as possible. Either they wear the masks or they don't. The minute you give a kid the option to temporary take it off, it won't go back on again. #abed #ableg",1
1290677760642420000,"I have no idea where these came from. Even face shields were accepted as a full alternative to masks, which they are not. I was on a few email exchanges with public health folks for other COVID-19 matters (wastewater). Hmmm....",0
1290647771314290000,Can not understand the policy to tackle corona. One side decision of unlock other side unable to control covid 19. Please maintain the balance policy with help of public not official.,0
1290675330848400000,"It's the South and they'll do what they gotta do. Besides, it's a proven fact young people don't die from COVID-19. Sure, they freely spread it around, but they don't die from it. ",0
1290650338723320000,"you can't choose who Corona virus is going to infect. The fact is they did not die before they got Corona. Corona kills them, you can't not look at that information. You're saying if there's an underlying condition and Corona comes in and kills them not to count it? Stupidity",0
1290676122850450000,i hope they don’t fly to america for VMAs :/ the pandemic isn’t over yet and new york is the 4th state with most corona cases in the us :// that’s not cute at all um,1
1290651490831430000,"@narendramodi Sir please take serious note of this. FMG,s can be included in fight against corona,it will overcome shortage of trained manpower in hospitals. Plz don’t discriminate FMG’s on the basis of an barrier called FMGE #letfmgserve #FMGEPP30 @drharshvardhan @MoHFW_INDIA",1
1290643270310250000,That’s enough BS for one day. The corona hysteria needs to come to an end! ,0
1290666761818380000,really hope these promotions are broadcasted from korea cause america doesn’t have corona under control enough for them to be risking their health,1
1290651235096370000,"Now you know the point of the masks. They're for a disease, but the disease isn't corona virus. It's fear.",0
1290675652035670000,"*7hrs later* yknow what. id be okay if they kept the rule like ""if its a loan word in Japanese, keep it untranslated (unless theres better synonyms/terms to replace with)"" instead of this inconsistent mess, bright side: the trial decks are v cheap! tho its delayed bc of covid..",1
1290672343245650000,Even though a study shows that some kind of mouth protection is effective against transmitting Corona virus between humans. Sweden's leading main expert gives it a thumbs down. #COVID19,0
1290677470178370000,Covid is never going to end,0
1290677380046920000,"this isn't real enough to them. they don't understand how bad this can be. they don't understand their own mortality. they don't understand/believe post-Covid syndrome is a thing. if they're having occasional pangs of anxiety instead of full panic attacks, they don't get it.",0
1290674897883210000,"Not how it works, moron. People wear masks to prevent droplet spray, one of the primary ways covid spreads. By not wearing a mask he is potentially spraying everyone around him with covid whenever he speaks for no good reason besides ‘wah I don’t wanna be uncomfortable’",0
1290674186030120000,Predicting permanent changes rather than temporary changes due to covid doesn't seem warranted (apart from medical tech and pandemic response).,0
1290676408021280000,"If you somehow catch covid despite having no risk, you still have roughly a 99% chance of recovery.",0
1290645930593710000,Corona might never end,0
1290662094711460000,Don’t let the globe’s problems impact your inner world. It’s okay to go through Corona without stress.,0
1290677071820260000,"Hydroxychloroquine is shown to be effective in the beginning stages of Covid, which is what we want to do right? Catch it before it does damage?",0
1290676491982900000,This is how you have a large show of support in times of COVID without endangering people's lives. ,0
1290653066237180000,Well these results are very heavily linked to corona so It does make sense to link them,0
1290676998021550000,"Something worth keeping in mind as places ""re-open."" Recovery from COVID-19 doesn't mean its effects on people's state of mind disappear. Any holistic recovery plan should include #mentalhealth support. #onpoli",1
1290646210391530000,Each one of your hug is spreading corona virus.The world needs to be extra careful,0
1290672666991610000,How is it with the Corona-Tests. Are they a risk for health or are they harmless? Thanks a lot.,0
1290672185166760000,the corona virus the start of every month ,1
1290661144772910000,Hogan is really trying to significantly increase corona numbers by forcing schools to open...,0
1290659950809750000,Was it just the pressure or they also said mild infection of the corona virus affects the brain?,0
1290659192316010000,Stay at low-risk of corona with our TRAKA system Know the number of COVID-19 cases around you Can be translated to any language Keep updated with 100% reliable information #covid19 #corona #coronavirus #coronacare #healthcare #wellness #nigeria #africa,1
1290669215058280000,"#When I had no time, I adjusted to give time to everything But, when I have 24 hours, I am drifting without any aim Of course, household duties due to Corona have increased I don't know when I will gain the earlier form to be of use If God feels I must face snags, can't avoid",1
1290676009939990000,Doctors warn people without fevers may still have COVID-19 ,0
1290643161564530000,"Yoooo!!!! If Arakune sent you that Corona Virus, I'll deal with him as Tao. Don't worry! I'll deal with him. You just rest more to get your energy back! ",1
1290673687868220000,Corona has reduced your chances of getting stuck in rains... much more than BMC could do ever!! #MumbaiRains #MumbaiTraffic,1
1290644126073920000,"Very sad, WHO failed to take appropriate action in the initial stages of corona emergence.",0
1290675634545590000,"#ShowYourLove and wash your hands often with soap and water for at least 20 seconds to help prevent the spread of COVID-19. Also, wear a cloth face covering and wait 6 feet from others. Each action is important! ",1
1290662777510670000,During this corona virus you know the situation is getting hard.,1
1290675135482150000,"HR, the near-6mo baby, has had no exposure to outside germs because he can’t go anywhere. He hasn’t been sick at all, so his resistance is minimal. Every day we go without bringing covid into our house is a chance he’s more likely to survive it if he gets it.",1
1290661726837500000,"Arabs calling and acting like ssi to get our money is waymore worse than anyone releasing any kind of makeup it could b called corona beauty and still not be worse than someone trying to steal my hard earned money and arabs stealing it from me makes it 1,000 times more agitating",1
1290651482136760000,@ShivSena says people should focus on corona virus which is a bigger issue. @arnabofficial7 pls ask them what caused them to rape a girl during corona virus. Corona virus kept them home for a long time guess they couldn't keep it inside their pants ?,1
1290653597248650000,the only thing you do is quote the rising numbers and blame trump for everything. You have no solutions and you are a virus that is worse than corona could ever be.,0
1290676070434370000,"Having to do all the extra work of bottle-feeding (on top of illness recovery and general childcare) in the weeks after covid would be If supply keeps up then you can do 3 months with baby in one hand, device in the other Exercise regime: journey between sofa, bed, kettle.",0
1290659276558670000,Would rather corona come near me over this pedo,1
1290674002214750000,not some moots hoping bts and ariana both go to the vmas so they can interact. pls no. i hope my babies stay home where it’s safe and away from getting covid. a bangriana interaction can happen some other time but not rn when their health is at risk ,1
1290650617321600000,I was washing my hands way before this Corona came in. I dont need you to tell me to wash my hands. This is common practice hygiene.,1
1290674458118810000,You should wait The life became slow in the time of covid 19,0
1290652948759010000,He cannot handle Corona cases there always poking his nose everywhere if he is so fair y he is fighting for the case let Bihar police takes incharge,1
1290676740042510000,"As i said it’s not the inconvenience of a mask that’s the problem, it’s what else could the govt start enforcing in the name of covid.",1
1290675032474230000,"For as long as COVID-19 is prevalent, yes. I can still do almost everything I usually would with a mask and 6 feet of distance.",1
1290674215318940000,"The brain tickling probe of the covid test wasn’t horribly unpleasant for me, even i tho i still feel it behind my eyes. But I enjoy giving blood and watch when I get shots, so.... grain of salt.",1
1290661866847460000,Can’t even protect our athletes from catching corona and canceling sport games cause when 1 catches the whole team catches but let’s send our kids back to school the ones who created hands foot mouth disease I hate stupid people,1
1290664283370650000,they want to give taylor corona I see no other reason,1
1290677149796450000,"Get rid of Covid first. Otherwise you’re only going to open incubation buildings, and the kids are going to transmit the virus to their families. Not only will more people get sick, but families will rapidly lose their older members and more kids will end up orphaned. Thnx Trump",1
1290659268476260000,"We are waiting,plus with so much Corona depressing us,mgozi might come handy ",1
1290676016617150000,kook can’t even get a bite to eat with friends without getting ppl mad about catching covid you think they would come to america ,1
1290648654362160000,"You’re more likely to be struck by lightning than die of corona at 22 years old, but keep overreacting ",0
1290654049096910000,Like all important decisions. You consider all data. Some get more weight than others. Prime motives = Corona-Weather-Security-ETC. All can be a talking point with equal validity.,0
1290675640799080000,for real also covid case is one of the worst so big no ,0
1290640979725150000,"Same w masks. I don't think they're effective w corona virus....still, evidence‐based scientific utility of masks is secondary to their social function. It is better for the public morale and economic recovery to be doing something rather than nothing.",0
1290645537797090000,"Plasma can be donated once in 14 days. If there are any one in your circle who recovered from corona, tell them to donate plasma and be a life saver. Nothing is more important than life. Let's do the campaign regarding this friends ",0
1290667110478350000,"Like the corona virus, they were hoping for a miracle. They should know better.",0
1290655762721770000,"""It's Better our Business men become beggars than being killed by Mrs Corona"" : this man must be sleeping, continual market closure makes no sense. Death is inevitable for man, as such something must definitely kill him/her ",1
1290674379127490000,"Thats not how immunity works. The way youre talking about is going to have the kids contract the disease, possibly get sick, and spread it to their peers, teachers, and family. The body has no idea what covid looks/behaves like, so there is no immunity unless they get it again",1
1290667796058300000,Right now we need one for corona.,0
1290676061643110000,Not at all. I put mine on before I get to the window. You don’t know if the person serving has Covid and may cough accidentally or they may project droplets further than you expected. Better to be safe than sorry. ,0
1290656181636210000,How can you eat when people are dying around due to corona virus?,1
1290654437443330000,"Dear Ridhima, you should have fresh air also, besides ur precautions. Have tension less sleep also. Definitely, you won't get CORONA.",1
1290676289477790000,What should you do if you become sick with COVID-19 or believe you may have been exposed? ,0
1290675569219300000,"I’m not suggesting ignoring sources of diseases, but as far as covid 19 is concerned, it’s out already and not going back no matter what! It’s now part of our reality. So don’t spread it, wear a mask.",0
1290674486950360000,Corona made us feel this one ,0
1290642320849860000,"""I wear a mask for your protection, not mine"" Is a nice way for someone to assume you're saying ""I have the corona but I'm out in public with my mask on because I can""",0
1290665377052190000,Nothing like spreading Ms. Corona through sports the fastest way possible.,0
1290669864504320000,Economy is safe ....congress is danger that corona as corona spread if you come in contact ...where they spread false news everywhere,1
1290661250050000000,Corona is still a thing?,1
1290649948250410000,"If you can't even breath with a mask, corona is probably going to kill you. Cause corona is much worse then a mask. So you probably shouldn't be in public without a mask.",0
1290674560854100000,"Tomatoes are my favorite! I still eat them like apples with no shame. My mom use to get so mad, I would eat them straight from the garden or store without even washing Pre covid, the 90’s. ",0
1290674969807000000,"One positive of Covid: Due to social distancing and no school, cooties are at an all-time low.",0
1290677170549820000,Hope the all get covid and share it with everyone they know.,0
1290651359289790000,"Yes outside, tf. The virus ain’t in the air Y’all act like corona = the ground is lava . You can still go outside ",1
1290668965820270000,Yeah but unless corona is completely gone or we find a vaccine for corona if we don’t wear masks the cases will jsut spike up again like how in Florida they stopped wearing a masks and look where they are now one of the top corona cases states,1
1290675394597840000,"Don’t let the fear of COVID-19 keep you from getting timely and safe care. Remember your annual colonoscopy, mammogram, donating blood, checkups, dentist appointments and taking care of your mental health. It is imperative to take care of yourself and others.",0
1290675083447530000,right but at least if they actually fly to the us it’ll be in new york and not la .. la is doing much worse in terms of corona,1
1290677055647080000,america doesn't even have covid under control the hell are they thinking,1
1290675658130160000,Not viruses like covid they aren't. Good idea staying healthy. Some ways are better than others. ,0
1290675327480530000,"After the corona virus is over, we will have to wear our masks backwards for four months to get our ears back in place. - Argus Hamilton",0
1290675520158320000,"It's still amazing that there are people who still say that #Covid_19 is nothing more than the flu and don't want to wear a mask. May they get this ""flu"" and be hooked up to a bag to breathe because there is no ventilator for them.",1
1290677532107380000,"wearing masks in public doesn’t mean i’m “living in fear”. avoiding *unnecessary* gatherings is not “living in fear”. it’s making necessary compromises so that we can all get through this faster. covid has taken things from all of us, and it won’t stop until something gives.",1
1290650210167860000,Liked your thought of donating plasma May God provide you strength to beat this corona and come out safely @JogulambaV,1
1290676202957610000,"So, if you are having covid 19 symptoms then just stay home until you get results. Don't go about your day as usual and potentially spread it to other people. Like some people I know ",0
1290643179411240000,"He should be more concerned with his obesity, which in the event he does catch the corona virus flu, against which his beloved mask is no protection, will pose a greater risk.",0
1290676076922920000,"This is a strategy to get chiwenga out of hiding and active, so as to easily poison him and blame it on covid. He is now right where EDhodhi wants him, out of hiding!",1
