Tweet id,Tweet text,Tweet category,Tweet label
1.29066E+18,"Corona bit everyone in the ass. And for the names you mentioned, honestly, if they are available, why wouldn’t you gain use those names. Rating...meh, I don’t care and look toward the rankings for the night and views online.",other,FALSE
1.29068E+18,"Mr. Floyd seemed to be having a really bad anxiety attack. The anxiety raised his heart rate which caused breathlessness. That, combined with a lingering Covid infection, combined with a probable lethal dose of drugs caused a heart attack. In my opinion.",health,FALSE
1.29068E+18,"This sucks. Every case of COVID sucks in a much more important way, but a substantial portion of a season without Yadi sucks in a baseball way that I still care about. ",health,FALSE
1.29068E+18,The people of Kashmir have been deprived of high speed internet (4G) since a year. During the Corona pandamic when all the students of world are having online classes Kashmiri students are not even able to watch YouTube lectures. #SaveKashmir #stand_with_kashmir,politics,FALSE
1.29067E+18,“If you’ve got corona virus wash your hands.....” how long ago was that?,health,FALSE
1.29066E+18,"@narendramodi Sir please take serious note of this. FMG,s can be included in fight against corona,it will overcome shortage of trained manpower in hospitals. Plz don’t discriminate FMG’s on the basis of an barrier called FMGE #letfmgserve #FMGEPP30 @drharshvardhan @MoHFW_INDIA",transmission,FALSE
1.29068E+18,False. The median income was on the rise before covid. increase for thevaverage American was about 3000 a year and much more than that for people who were able to find jobs and whose jobs became full time.,health,FALSE
1.29067E+18,"Look at your own face homie, looks like your the daddy of the apes you ain't got no room to talk. Now go outside without your mask so CoVid and take care of you.",transmission,FALSE
1.29068E+18,"Hello Ima Single Dad, I Lost My Job Due To COVID-19. I’m Currently Low On Food And Essential Items, Can Anyone Help Me And My 3 Year Old Son Please, Also Retweet For Exposure My CashApp Is ($Ogslim5300) My Venmo is Dunk5300 ",other,FALSE
1.29065E+18,You people don't tell us about religious programme what happened in tablighi is the base of corona spread,transmission,FALSE
1.29067E+18,"863 new cases take the district's cumulative covid tally to 15,471 on Tuesday. In the last 7 days (July 29 to August 4), 7,341 new cases were reported in #Vizag district.",politics,TRUE
1.29067E+18,Does anyone have an air purifier? Would y'all recommend it or is it a waste of money? Any brands in particular? I have been waking up with a really bad congested nose every morning and it's getting exhausting to keep thinking I have COVID when in reality it's just allergies.,other,FALSE
1.29067E+18,"@eddiemair This wall to wall #Covid stuff is for most people really boring radio especially with so much out there like @SecPompeo’s attempts at virtual war with #China , truth about a Russisn vaccine, demonstrations in Israel etc etc .. Wake up @LBC",other,FALSE
1.29066E+18,"Bad days of China ahead. Villain of corona virus. Human killer. Damon &amp; devil country. Worst than Isis or Talwani. If not reformed, India US alliance forces may demolish China altogether. Bitter truth",politics,FALSE
1.29068E+18,#TuesdayMorning All This Talk Of #Covid_19 Numbers Yet No Talk About That High Risk Community Within Our Community Are Our Homless Still In Motel / Hotels Nope Are Our Homeless Back In The Same Situation Pre Government Roll Up Yes Take A Look Around #vetsrising,other,FALSE
1.29066E+18,"#Netherlands #Amsterdam #Coronavirus Corona infections are also increasing significantly in the Netherlands. Over the past seven days, the number of new infections detected has almost doubled to 2588, the authorities say.",politics,FALSE
1.29068E+18,"Who said I can't? This shitty society? I'm not always going to listen to what others say. Others say Trump is a good president, killing african americans is okay, covid doesn't kill anyone, etc. I'm going to be my own person and fall under my beliefs and opinions.",politics,FALSE
1.29066E+18,"@ysjagan Sir PLZ OPEN THIS LINK HELP TO MONTHS BABY SIR BABY GOT CORONA VIRUS AND MOTHER ALSO BOTH ARE IN OUR GUNTUR ""GGH HOSPITAL"" HOSPITAL STAFF DON'T CARING ABOUT BABY PLZ HELP TO BABY PLZ ",health,FALSE
1.29067E+18,"Thank you, Ben! 32,000 children in Florida are infected with Covid-19 and schools haven't even opened, yet. Trump and his goons haven't funded schools with enough money to open safely nor to provide for families who want the option of remote learning at home. It's insane.",politics,FALSE
1.29068E+18,"If you want to visit Norseal and see our drop seal cutting machine in action (it's the only one in Europe!) within COVID restrictions of course, then get in touch. The Geordie hospitality is great! Call on 01661 830088 and we'll get it in the diary http://ow.ly/Ufie30r1Q3t",other,FALSE
1.29064E+18,"The Corona Virus stats are severely flawed, using this as an argument does not hold water. For example, how many cases reported from China? How many deaths attributed to COVID were based on pre-existing complications?",politics,FALSE
1.29068E+18,"The reason they refused to use detention centres anymore was covid. So , ok to stay spread out across the UK in hotels and mix with the public. Take care of them, but ####the British public.",politics,FALSE
1.29068E+18,"""Parents/guardians will be asked to perform a daily screening of their child(ren) for COVID-19 symptoms BEFORE leaving for school using a self-assessment checklist:"" Who's going to check the latch key kids, and what happens when parents forget or don't bother?",immunity,FALSE
1.29068E+18,That’s because the hospitals could not send anyone with insurance and lose that money they were told to only send non insurance people to the Comfort so the hospital would not lose money they wanted the Covid patient’s to bill there insurance smh and this America,health,FALSE
1.29067E+18,Professor David Baker's audacious approach to creating new proteins may offer new options for stopping disease—including COVID-19. ,immunity,TRUE
1.29068E+18,"I count 2 masks. These young people didn’t get to decide their fate. As a parent, how are you going to live after your child or other loved one, dies or struggles to breathe after contracting COVID? How will you wake up each day after they are gone, knowing you sent them?",health,FALSE
1.29067E+18,"So many; Me: “ did Trump just say that “ moments ! Trump: “ it is what it is.”regarding Corona Virus deaths, and EVIL disrespectful thing he said about John Lewis #thereisaspecialhellfortrump #trumpmustgo #votehimout",politics,FALSE
1.29068E+18,Coronavirus impact: Doctor gives advice for monitoring kids’ screen time amid pandemic — ABC7 Bay Area https://apple.news/AUUgJihfnT9KokYdJL5LZYg #COVID #screentime,immunity,FALSE
1.29068E+18,"France could face a runaway spread of Covid-19, science council warns ",politics,FALSE
1.29064E+18,In March Birx/Fauci projected 200k corona deaths if we did things almost perfectly... 2.2 million if we did nothing... at 150k corona deaths Trumps response has been well within the range of almost perfect.,politics,FALSE
1.29066E+18,"@KTRTRS @TelanganaCMO @TelanganaHealth Please look into this matter. It could put hundreds of lives in danger. Allegedly, even some govt representatives are also endorsing him. According to his claims in some videos, some corona positive patients were ""cured"" by his medication. ",health,FALSE
1.29066E+18,"@glenofthepower this corona overtaking virus, is just crazy, have you had to postpone wedding date also? I'm looking forward to normal life again, and see you guys go back to ""work"" ",other,FALSE
1.29066E+18,“They are spreading corona in the air to kill us “ im still wondering why I ain’t dead yet,transmission,FALSE
1.29065E+18,"#Arraed_News The deputy spokesman for the UN Secretary-General, Farhan Haq, said on Tuesday that the infection with the Corona is still increasing, and that the ability to test, track and treat people is low, and focuses on Tripoli and Benghazi. #Libya",politics,FALSE
1.29068E+18,"Sooooo a center that was set up to have enough beds to relieve the hospitals, would be covid only? And just for old people?",other,FALSE
1.29065E+18,Really feeling very upset today . Day by day Corona increasing here. Oh God please save our lives from this pandemic,other,FALSE
1.29068E+18,"Except the patent is public info, Vik, so Kennedy does have facts to back up his assertion. Also, new research shows Covid-19 RNA camouflages itself as human RNA which increases likelihood of autoimmune disorders from any Covid-19 vaccine: ",immunity,FALSE
1.29065E+18,This is not threat. Multiple mumbai police's has died due to corona and also always stood for state in any cricises. Now you are attacking direct mumbai police. Think on it.,health,FALSE
1.29066E+18,"Corona is widely spread in our country, and I'm in red zone and transport system in my area is not good. I'm feel very insecure to go out of my house, So please postpone CLAT #postponeclat",politics,FALSE
1.29068E+18,"And by “public”, you mean radical leftists that would complain if he told us the cure for covid... oh wait..he did.",other,FALSE
1.29068E+18,"Are you preparing to head back to the office? We are, and we can’t wait to start seeing each other face to face. We couldn’t do it without the help of our Covid Safety Officer, Flora, who’s making sure the transition isn’t too ruff... #EmployeeEngagement #officedogs",other,FALSE
1.29068E+18,Respected authorities @cbseindia29 you are requested to cancel the compartment exams 2020 due to the increase in covid cases. As if our honorable HomeMinister can be affected by this pandemic then what are we students? @sudhirchaudhary Sir please help in any way you can. @ZeeNews,health,FALSE
1.29066E+18,"How could they care either way? They’re not even playing sports right now because you’re destroying the country with your bungled Corona virus response. Great job on that Axios crash and burn, BTW. Heckuva job, Donnie.",other,FALSE
1.29068E+18,"Im actually more insulted by the fact that he said ""nobody has done more for black Americans than me"" while not even trying to back up that claim with stats, facts and figures. We dont even get misleading or misappropriated graph data like he did with Covid deaths.",other,FALSE
1.29068E+18,.@LawDavF sat on the Chilcot panel Here he says the Covid-19 public inquiry must not be based on previous models. We will need something new ,other,FALSE
1.29065E+18,"I'm thinking most people are no longer creeped out by this often-used image of the corona virus so its losing it's click bait power. That begs the question, what new image will media settle on to create the requisite level of revulsion. An intubated patient? A dead body? ",immunity,FALSE
1.29068E+18,"No different from having an annual flu shot. Count me in! In fact, they could probably combine the Covid and Flu vaccines together for a two in one shot.",immunity,FALSE
1.29067E+18,If we continue at this rate the economy with be decimated and mental health issues will be far more rampant than covid ever was. Is anyone really looking critically at suicide rate.,politics,FALSE
1.29067E+18,"I don’t get why people with cotton/polyester masks tell you to put your face mask on you’re a walking corona virus ventilation system, do your research",transmission,FALSE
1.29066E+18,"It would be very dangerous to open schools, colleges at this time. Government isn't showing correctly the data of Corona patients and also their tests are doubtful. So be careful to demand to open educational institutions. Will our children able to face virus attack.",other,FALSE
1.29067E+18,the situation with corona in america is out of hands i know they'll take all the precautions but it's still risky and dangerous,transmission,FALSE
1.29064E+18,It's all BS Alan. Why are you entertaining this ridiculous corona lunacy anyway. Trump knows it's all rubbish. The US hospitals are being incentivised via funding to put deaths down as covid in order to maintain fear therefore compliance. He's just playing the media again.,politics,FALSE
1.29068E+18,"Dr. Mark Escott says after positive COVID-19 case numbers in Travis County were on the decline then plateauing, they’ve started to increase again in the past few days. He’s stressing the importance of not relaxing with masks or social distancing.",immunity,TRUE
1.29067E+18,"""Instead of taking the summer to hone arguments against returning to the classroom, administrators and teachers should be thinking about how they can best support children and their families through a turbulent time. "" Literally all I think about. Well, that & dying from Covid.",other,FALSE
1.29068E+18,Moral of the story stop getting too technical. Make noise after Corona,transmission,FALSE
1.29066E+18,"Do you ever stop and feel so overwhelmed by life? I had this moment this year. Life fell apart, then Corona, then quarantine, and then my son’s self harm exploded. I felt helpless in the situation. Everything I… https://www.instagram.com/p/CDeKc9BH9la/?igshid=1o50ihvxuzncw",health,FALSE
1.29067E+18,"From Ana Ceballos of News Seevice of Fla: Five people who attended Florida Sheriffs Association meeting last week have tested positive for COVID-19, and top state elected officials, including Gov. DeSantis, who appeared at the meeting have received a warning about their exposure ",politics,FALSE
1.29064E+18,"Thanks @AmitShah . Your dedicated effort and affection towards Delhiites, revived the corona pandemic situation from worst to better. Delhiites proud of their home minister . Now the time to Take care if yourself sir @BJP4Delhi",other,FALSE
1.29068E+18,Liar you are just making up shit and throwing it out there hoping people will fall for it and vote for your lies again . You have had all most 4 years and all you have done is tweet and screw up the world ad let the Americans die from covid,politics,FALSE
1.29067E+18,in my district we had like 2 or 3 weeks ago just around 70/80 people testet positiv of covid from march on and in this just 2 or 3 weeks it went up to around 120/130 so that's about 60 new people in this short time. we fear a new lock-down in our area. ,health,FALSE
1.29067E+18,Your president said “it is what it is” when asked about the rising death count due to Corona...we gone die #ItIsWhatItIs,politics,FALSE
1.29065E+18,Corona corona go away dont come back another day ,transmission,FALSE
1.29065E+18,Congrats 2 Corona warriors . For the first time recovery figure exceeded affected figure.!A great psychological relief to people .Hopefully Govt will reconsider decision on weekend shutdowns which has been breaking financial backbone of poors @CMO_Odisha,other,FALSE
1.29068E+18,"To all the people who stay saying “watch, as soon as the election is over later this year Covid will just magically disappear”.... I hope you’re right. I’m OVER this shit. I just want life to go back to how it was back in January &amp; February ",other,FALSE
1.29068E+18,"Hey @ucdavis - implementing paid parking is not the best idea. My essential lab workers, if not able to ride, will need to take the bus and put themselves at increased risk of COVID.... This new policy means an increased risk of exposure to all who come to campus..",other,TRUE
1.29068E+18,"Trump claims ""no one has done more for Black Americans"" than he has. You know who's done the most for Black USians? Black USians. They build your whole-ass country, busted their own asses out of slavery, AND still keep the US functioning while dying disproportionately of COVID!",politics,FALSE
1.29067E+18,they don’t even have audiences in music shows in Korea yall think they’re gonna be allowed to go to America ?)/£/£/&/& the place with the highest corona rate in the world ?/!:£/£/£,politics,FALSE
1.29068E+18,"you know what... maybe corona gave us a W and bts performing at the vmas virtually is a god sent cause not only they’re in the comfort of their home/country BUT we get decent camerawork &amp; lighting, full on stage set up and we can turn that sht off as soon as they’re done",other,FALSE
1.29067E+18,"We are going to kill that corona, track it, hunt it down and take it out. Anyone know what that corona looks like?",health,FALSE
1.29068E+18,"Have you ever wanted to get up close and personal with the farms in Alberta but don’t know how? August 15 & 16, experience Alberta Open Farm Days. Visit https://albertafarmdays.ca to book your tour today and learn about their COVID-19 safety precautions! ",other,FALSE
1.29066E+18,China knows about his baby more than we do...Yes Corona Virus infected your Brain thatswhy you come to galwan valley on a suicide mission...Good luck happy Ending China....,politics,FALSE
1.29068E+18,We are all going to get COVID.. 99% will not even know that they have it.. The best thing you can do is prepare for it... Lots of Vitamin C (IV Therapy) and Hydro...Its like living in a trailer in Oklahoma. You know the tornado is coming some day. Prepare for it.,health,FALSE
1.29068E+18,people are so dumb like we have THREE covid units and we just had to open another one and we are just ONE hospital in my city,other,FALSE
1.29065E+18,producing drug by obtaining patent from US company is no big deal... may b u have also counted corona kit made by wrong no. patanjali... your jahil awam don't even afford underwear though ,transmission,FALSE
1.29065E+18,"With Corona virus around, why are these people so earger to take selfie",transmission,FALSE
1.29068E+18,"Ventilator(respirator is same thing) acquired pneumonia’s, pneumothorax (kind of like an air leak in the lung) from the pressure requires to ventilate people, especially with COVID because Covid lungs are stiff and require high pressures to oxygenate all the lung tissues....",transmission,FALSE
1.29067E+18,"How should industrial manufacturing companies prepare to challenges brought by the Covid-19 pandemic? How should they leverage these trends to become more innovative, cost-effective and competitive? Find out more here: ",immunity,TRUE
1.29068E+18,"Mine guilt tripped me into having diner with them and then told me after diner that they had my father tested for Covid and the test was inconclusive. Do I have it? I don't know, but I get to spend the next two weeks in horrible anxiety.",health,FALSE
1.29066E+18,"If like 5 peeps jump on I'd figure out shipping, I guess international w/ the current corona situation would be a pain but something's gotta work out these are super slim !",health,FALSE
1.29064E+18,Trump's plan was to blame governors of blue states for the Corona virus. Meanwhile tens of thousands of people died and Covid 19 didn't ask to see their voter ID cards or party affiliation. #TrumpFailsAmerica,politics,FALSE
1.29067E+18,"The accounts of monthly board meetings published on the group's website are cursory, says Chen. A summary of the December meeting, for example, simply says evidence of human-to-human transmission of COVID-19 in Wuhan was ""insufficient.",health,TRUE
1.29068E+18,The flu season is coming even during the COVID-19 pandemic. Be ready to get your flu shots soon. http://bit.ly/2XtnUZf #BocaRaton #BoyntonBeach,health,FALSE
1.29065E+18,"In view of the increasing challenges that State Transport (ST) is facing due to Corona crisis, a decision to provide ₹550 crore to the ST Corporation has been taken which shall definitely help in alleviating the financial difficulties faced by the ST Corporation.",other,FALSE
1.29065E+18,"Pls tell me whr to give evidence to shw wilful delay n malpractice of corruption by your officers? Im ready to give and be fair to admit n take actions, how can simple edu loan be kept pending for such a long time? Corona came in Mar22, but it is pending since 2019. @PMOIndia",health,FALSE
1.29068E+18,"The Corona Canon can become a safety charm that the workspaces can be equipped with, since it would keep them safe from the deadly virus thus, making them completely operational and fit for use.",transmission,FALSE
1.29068E+18,Did you hear about the drop in premature births worldwide during COVID? Reduction is air pollution is a leading correlation. If you only tried harder there would be so many benefits.,politics,FALSE
1.29068E+18,We are excited to partner with French magazine @laviedesidees @booksandideas to exchange a series of essays about COVID-19 in a global frame. First up: examining the conditions under which some continued to work in Wuhan during weeks of confinement: ,other,FALSE
1.29066E+18,It is always a joke that Chinese government spokesman standing there talking nonsense! People never know it is the CCP made the corona virus and caused such a evil thing of pandemic!,politics,FALSE
1.29065E+18,she tells us to use the mask the whole day(when you're only supposed to use it for 4 hours) because masks are expensive bro what do u wanna get corona and die or smthg???,transmission,FALSE
1.29064E+18,The reason you’re there is how corona is spread? Worthwhile cause. Lol Thanks for announcing to the world your ignorance on the matter. Good day to you.,other,FALSE
1.29068E+18,They have vaccines for the flu. Would have had one for this Covid had this administration acted sooner! FAIL!!,immunity,FALSE
1.29066E+18,"Trump still hasn't taken responsibility for the ""great ""job he says he's done with corona",politics,TRUE
1.29064E+18,"Hi Pi network members. Hope you All are well in these Corona times . Remember to push the button in the app every 24 hours. IF You are not a member yet. Send me a PM ""MAKE MONEY ON YOUR PHONE"". And I will send you more Ingo. ",health,FALSE
1.29068E+18,Since Covid started I’ve been visiting two dreamlands instead of just one... soon I might be out of touch from reality.,health,FALSE
1.29066E+18,"So, there's this virus thing going around. Trump had so many actions and you lefties slin it no matter what. He suspends flights from china and hes a xenophobe and a racist. He even used the DPA which isn't something to play with. And 25% haven't been tested that has corona death",politics,FALSE
1.29064E+18,#Door to door awareness for 100% source segregation #say no plastic #ill effect of plastic #use clothe/jute bags #save water #no to buring #no to litring in the area #motivate people Be sure to keep a distance of 2 meters from each other to prevent corona virus.#MC Bathinda,transmission,FALSE
1.29067E+18,New @IMOHQ greenhouse gas study shows #shipping emissions remain firmly below 2008 level. Projections to 2050 under plausible economic scenarios fall between 10% below 2008 level to 30% above. Impact from Corona downturn not incorporated. Meeting 2050 target is possible ,health,FALSE
1.29066E+18,"The corona virus hoax Political hunger games. This is the new world order guys. Wanasema ni ""THE NEW NORMAL"". ",other,FALSE
1.29064E+18,"Pandemics and disinformation change the rules. There is a company selling essential oils on Facebook to ""cure corona virus"". Should that be allowed to stand?",other,FALSE
1.29065E+18,China spreaded corona.. Is it a new way of spreading any new virus Get lost china ,transmission,FALSE
1.29066E+18,"That dedicated gym are bad fuckin conmen, signed up to the Wirral one which was meant to open on the 14th march, never opened then corona happened but they haven’t given any update&amp; blank the comments asking about it but apparently I’m in £54 debt with a gym that doesn’t exist ",other,FALSE
1.29068E+18,"Not saying virus doesnt exist. Covid has been around since 1953 or 54, just saying htat government lied to you and you cannot afford to do nothing and throw your freedom in the garbage. Now they want your air. Can they have it?",other,FALSE
1.29068E+18,"For now, it did. However, it’s still above the levels we had before the corona crash. ",health,FALSE
1.29067E+18,Helping to reduce the spread of COVID-19 can help small businesses stay open. #SupportSmallBusiness,transmission,FALSE
1.29068E+18,"i wear a cloth mask every day for my 10 hour shifts in the sun in texas and my lungs fucking suck and i have never had any issue with breathing through the cloth. if your lungs are so weak that cloth hinders your breathing, covid will kill you in a heartbeat.",transmission,FALSE
1.29066E+18,Please dont mess our lives and again spread corona cases byopening universities soon. let corona be almost finish once,other,FALSE
1.29068E+18,"COVID-19 has forced acceleration of previously slow-moving digital transformation trends like telecommuting, on-demand food and services, and virtual events. Behind all this is cloud technology. #digitaltransformation #cloud #covid19",other,FALSE
1.29068E+18,"What can be done to mitigate the damage caused by COVID-19 #schoolclosures? In a new @wef article, @savechildrenuk’s @KevinAtSave describes a three-part agenda for recovery: https://bit.ly/3i9Cptn #SaveOurEducation",immunity,FALSE
1.29066E+18,"I don’t see how sending kids back to school in Sept will be safe. Virus will spread on buses, in schools. Many parents/staff will get sick from Covid. Some will die. Ontario Schools get shut down by Thanksgiving. Corona out of control by then. Just my thoughts. Risky business",other,FALSE
1.29065E+18,This is a great article that highlights why some countries have done better fighting Corona Virus..............Why Eastern countries are more successful in fighting COVID-19 ,politics,FALSE
1.29068E+18,"Are you one of the 3m excluded from Covid-19 Govt support schemes? Come check out our website. You'll find loads of useful info, support &amp; a growing community who gets what you're going through. #ExcludedUK #gapsinsupport #mentalhealth #wearenotgoingaway",other,FALSE
1.29068E+18,"COVID-19 is a powerful disruptor, responsible for the delay of almost 450k property transactions. It goes without saying, everyone must take action to minimise the ongoing impact. Agents need to make sure their workplaces are COVID-secure, here's how: http://ow.ly/Bqq750AQt3U",transmission,FALSE
1.29067E+18,"This has been an unusual year (I know... understatement) particularly with sports. Give @espn, @karlravechespn, and others credit for adapting to the COVID-19 situation.",health,FALSE
1.29064E+18,Still mad I didn’t get to have a tenure party this summer. I was going to get a custom sign that said Tenured Ass Bitch then hang it in my office when I went back to work. Fucking corona really messing with my plans to flex on em. ,other,FALSE
1.29064E+18,"This is dirty politics: but I have exercised restraint! The 'Corona' crisis has caused havoc across the country. The Maharashtra government is also betting on defeating Corona. Most likely, the success and popularity of the Maharashtra government has led to the dirty politics",politics,FALSE
1.29067E+18,".@NYGovCuomo said what he needed to to get PPE, etc. to SAVE AMERICAN LIVES because the federal gov't failed to act. WH knew in Nov 2019. Were briefed in Jan 2020 too, but didn't prepare – downplayed COVID-19 as a ""hoax."" You dismissed masks. You could've saved lives.",health,FALSE
1.29065E+18,Researchers find this #Vaccine SHOT Effective in Controlling #COVID19 Spread! Details about the Vaccine #Vaccines #Coronavirus #Corona ,immunity,FALSE
1.29068E+18,"Next episode: ""you should take a look at the chart with ratio of COVID deaths divided by federal debt, it's going down real quick, we're the fastest declining country"" ",politics,FALSE
1.29066E+18,Almost half a million people have died from the corona virus guys. It’s okay if you’re over it / don’t gaf anymore. But just say that.,health,FALSE
1.29068E+18,"I mean, it’s probably slightly inflated bc if covid right now but yeah either way it’s like include it since we already bought access to the show",transmission,FALSE
1.29065E+18,"etc... But it was good I laughed so loud. She said it’s fine if I think she’s crazy, and I said that’s why I feel safe to tell her how I feel about all this corona bullshit, too. Anyway, I feel my position is more scientific, of course, and also more ‘spiritually in tune,’",other,FALSE
1.29068E+18,"Covid as itself is scary enough already, but we don’t know how the long term effects will be. I think any potential long term effects are being overlooked right now.",immunity,FALSE
1.29067E+18,"The only thing I didn't complain about was using hand sanitizer. For the fact that I had to handle coins for the car park, and I've always had a pet hate for handling money, even before covid ",other,FALSE
1.29066E+18,"Is your business Corona'd? Then use Bizitalk's 300,000+ social media followers to get going again. Tell 'em about it - every day! Click here and get started today...https://bit.ly/2GEEgpU #bizitalk #bizitweet #bizitalking #bizitips (Some of our member's pics below)",health,FALSE
1.29067E+18,"▪︎ The number of corona patients has decreased as 82563 patients have been recovered and active corona cases are only 8486 in Punjab. ▪︎So far, 93197 have been affected by this virus in Punjab and 739253 have been tested.",health,FALSE
1.29064E+18,"Current research indicates the risk of Corona virus transmission while outdoors is unlikely. Especially when combined with social distancing within close quarter environments for durations measured in minutes, not seconds.",transmission,TRUE
1.29068E+18,Are you receiving your GCSEs and A-levels this month or a teacher? How will you be receiving your results/what effect has COVID had on studies? Would be great to speak to students and teachers in Plymouth about this. Email me eve.watson@reachplc.com or send me a message!,health,FALSE
1.29068E+18,"Please read my tweet again. It is about getting doctors in the UK and RoI to speak up, like Dr Gold, about Covid-19 and what they believe is best for their patients. I say nothing for or against any alleged viewpoints or associations of Dr Gold.",other,FALSE
1.29068E+18,Brilliant! When you took over @realDonaldTrump there was a playbook for handling outbreaks like COVID-19 that you ignored. Oh and see if you can wrap your puny brain around this.. the 19 in COVID-19 Is for the YEAR it was discovered. DOH! ,health,FALSE
1.29066E+18,"a cure is different from a vaccine! the flu and corona are constantly evolving, so it would not be possible to find a cure. the flu vaccine is created using the most dangerous strains of it that scientists can find, they should be able to make a vaxx for corona :)",immunity,FALSE
1.29067E+18,"they are full of Covid patients,many have had to lay off a lot of their staff too!They don’t need any of the O.R. Staff bc they can’t do surgery,that goes for other specialties as well! I know when you’re working and your life is going well you forget how others’ can’t b like you",immunity,FALSE
1.29066E+18,"Sure, if someone changes how they act and you can see they've changed, all for forgiveness and support. But the Toby Fox thing and the corona video just show he hasn't.",other,FALSE
1.29068E+18,"Our local park that leads into the ravine is holding up to significantly increased usage and we have definitely seen an uptick in laneway strollers and smokers since late April and COVID. Here, it’s been manageable, w/ a few disgruntled by increased #slowlane noise (minor).",other,FALSE
1.29065E+18,Asim is not a fool knows what is he http://doing.No big Bollywood star is coming up with MV.even whole Bllywd s shaken after SSR &amp; corona outbreak while Asim is getting http://projects.So u shld be thankful.They r being offered work together.We r no one to decide.,health,FALSE
1.29068E+18,"But everyone in Hong Kong is wearing masks, everywhere, all the time. Even outdoors and in offices. I thought masks were supposed to stop the virus? What poor covid hygiene are you talking about?",politics,FALSE
1.29068E+18,"This isn't a great day for anyone. Covid is killing 1,000 people a day. The people in that room are crowded together and most without a mask. Gardner has still not answered @cprwarner question about healthcare. And, he hasn't not spoken out in favor of mail in ballots.",health,FALSE
1.29068E+18,"Munchin is idiot w/his”made up facts” Not only do these 32 million “Unemployed Americans” want to work, but they want their old jobs back-FACT All this b/c of a complete LACK of Leadership from the WH, not to mention the 160,000 Covid deaths- FACT ",politics,FALSE
