,id,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
25,1274186183489122310,Cha0sweaver,"Canadian, loyalist, nationalist, and a Liberal. I’m proud of our wonderful country. We aren’t America and never will be. peace, order, and good government",,791,177,2009-12-07 06:37:42,95150738,バンクーバー,False,12755,6083
26,1275800041014194176,Staircase2subc1,Disabled veteran. Sickened by the corruption. Holding out the little hope I still have.,,72,40,2019-03-01 18:27:06,1101549435769643008,,False,2094,1208
27,1275830837985017858,Mat_Struwe,Inhaber der PR-Agentur Eye Communications. #Rechtskommunikation #LitigationPR #Wirtschaft #Finanzen #Pressefreiheit #Bildung #Mirovia #Frankreich #SCFreiburg,https://t.co/Kxa62ntUi8,1036,817,2011-10-26 21:49:23,399025508,"Freiburg, Deutschland/Germany",False,43305,19859
28,1275273568301879297,BudMeyers99,Self-quarantined and #covid19-FREE in #LasVegas during the #BlackLivesMatter and #AntiFa riots. All press briefings are on my pro-#Trump Youtube channel. #KAG,https://t.co/krwY8B3oSK,433,433,2011-09-30 03:09:25,382455729,"Las Vegas, NV",False,8745,35522
29,1275275180282130432,greavespg,"Alum of Moody's, FGIC, MBIA, Dexia, BNP Paribas, NYC govt. Managing Editor @Debtwire_Munis. 9th Grade AAU Basketball 🏀 Coach, Adjunct Professor",,1341,1000,2011-07-30 23:14:14,345644058,"Lynn MA via NYC, SoCal&Panama",False,7930,22883
30,1275775468088803328,TheGrowingBuds,"#National_NGO AllTypes of #SocialWork engaged in #HumanitarianAction, #Freedom of Expression & Use of #Information ToPromote #Democracy & #Development of #India",,999,75,2020-02-22 12:29:02,1231194088495599616,India,False,162,152
31,1273679206296227841,Twix3780,"https://t.co/7d6PO0pK02: Twix3780
https://t.co/Cc31vYNRSo: Twix3780
https://t.co/xsz6HKtNRx: Twix3780",,151,28,2015-10-16 16:35:50,3973279697,"Wales, United Kingdom",False,915,2115
32,1275025889768677376,jojoten0,"QA /tech support; HR @BladesongGaming .. writer; mother of a son and cats, ex Cdn Forces; genX; gamer, descendant of Armenian genocide survivors",,917,518,2016-04-02 22:25:04,716391021484097537,"Toronto, Ontario",False,6630,4387
33,1274708568248287232,TopMostShop,Aiding women https://t.co/8tUXsdiL7b & both sexes https://t.co/H3cE6jfcFH for FREE we aid site owners whose 90% sites fail in Google+ rush Follow- get 3Ds in DM,https://t.co/C1jmQEWEjp,4677,3408,2016-04-07 17:36:01,718130220746846208,UK,False,96,156159
34,1274214728168910849,borderObserver,The Border Observer watches our southwestern border #TBO,https://t.co/NoX2LVfC1X,272,1267,2017-08-09 20:56:19,895388295496073221,"El Paso, TX",False,3680,31504
35,1273117499513622541,aimee2day,STOP THE MADNESS❗️be aware❤️,,4917,2233,2014-01-21 07:55:51,2295013133,New York ,False,63426,54048
36,1273035147978424320,theNASEM,"The official account of The National Academies of Sciences, Engineering, and Medicine. Advising the nation, advancing the discussion, connecting new frontiers.",http://t.co/NTxw3svoMx,2186,75418,2008-10-02 19:01:57,16564324,"Washington, DC",True,2910,18910
37,1275897487832866824,Kennyangel,"If your opinion on life is the same when you're 40 as when you were 20, you've wasted 20 years of your life",https://t.co/HkkPcJCJWS,431,181,2009-02-05 23:42:18,20202467,"North East, England",False,3967,16664
38,1275666502541283330,BeckyJohnson222,"Gores sacred oxen, teacher, muck-raker, Santa Cruz 11, #FreeHongKong #EndTheLockdown #FluShot killed my Dad! Anti-masker!
  ❤= I read it",https://t.co/IE3ItktIdM,4436,3967,2010-01-27 02:03:34,108796231,"Seaside, California, USA",False,185823,177329
39,1275396690921623552,ImaanHealthcare,Nationwide chain of community pharmacies. GP split placement #prereg programme. Keen on service innovation and collaboration. #Oriel #Pharmacy,https://t.co/q2PLaXikbj,950,826,2016-09-09 09:07:49,774172446320504836,"Nationwide, UK",False,941,2319
40,1273631244006289414,SBBeacon,Online newspaper (http://t.co/BsOHzWST9M),http://t.co/cwyxGvXa3l,8252,13508,2009-02-19 23:29:02,21352370,San Bruno California,False,9,256421
41,1220006583331180544,QuakerNana,"Trying to cultivate mystical consciousness each day ~ Artist, Quaker, Equal Rights activist 🏳️‍🌈Love is Love, Pathological optimist, #BLM  https://t.co/jtybSrnUl3",,26459,24050,2008-10-04 16:08:53,16592565,"Before: Lancaster, PA now Ellicott City MD",False,93113,44321
42,1275085612903804929,DrSpock_MGBGA,"#MGBGA. #AllEnglishHistoryMatters.
#GodSavetheQueen
#Royalist.
#AllLifeMatters. 
#WTO. 
#Capitalism. 
Political Commentator - Live Long & Prosper 🖖",,2619,4706,2017-02-19 03:04:48,833150310524809216,"London, England",False,26419,43939
43,1275178158585757698,trippwhitbeck,Random thoughts & musings from a recovering lawyer. Former @AmherstCollege mascot. Current #MayorOfNatsTown. Founder of I Bourbon: It's yours. 🥃  ✝️,,256,342,2014-12-04 05:59:40,2904705381,A little off-center.,False,14253,18816
44,1275902501380915210,csites73,"Fights for social justice and civil & human rights. Believes in separation of church & state, a living wage, & free higher ed. LGBT. Democrat. Liberal. WVU Alum",,2743,877,2015-10-31 04:16:14,4080073588,,False,54194,45555
45,1275829326945157123,RaisedtoWalk,"Our life in Christ is a journey.  Reflecting on the victories, the pitstops, and the train wrecks

Show before you tell. Amos 5:21-24. #floodofjustice",https://t.co/koa5wZngNQ,343,269,2013-06-29 22:05:44,1556601552,"Houston, TX",False,2308,4371
46,1220051600128888832,PriceRegierCe,"SAHM, wife to a Veteran 🇺🇸🇺🇸🇺🇸, #PATRIOT, #Deplorable #Trump2020 #BaconLover, #Christian #MAGA #KAG #WWG1WGA #WeThePeople🇺🇸🇺🇸🇺🇸",,1187,948,2016-06-10 21:37:12,741383737858871296,,False,32668,21616
47,1274604849217355776,mrakcreation,"Web Developer.
PHP
CSS
HTML
JQUERY
JAVASCRIPT
WORDPRESS
BOOTSTRAP
RESPONSIVE LAYOUT",https://t.co/GwqQU8Vqgp,111,28,2016-07-16 13:09:10,754301851407880192,"Punjab, India",False,28,1932
48,1220147000101896192,BehroozParhami,"I am a Professor of Computer Engineering at UCSB, USA. My focus is science, technology, and equal rights, but I will share other important human stories too.",https://t.co/9nsW3OXEl7,46,112,2017-07-26 20:11:35,890303605483483137,"Santa Barbara, CA",False,562,4555
49,1275537701467545602,TamTami00,"♀️ 🇨🇦  Educate others, don't berate others.
Female. GenX, pacifist
All welcome to follow me.  Be well!

Living with PTSD, anxiety & depression.",,359,63,2020-04-25 16:35:12,1254086539597971456,,False,8159,4693
50,1273280440531668992,KhaleejMag,Voice of the People. #Business  #Sports News across the Globe. #CoronaVirusUpdates #COVID2019 #COVID19,http://t.co/ZuzftfyLu9,65007,75511,2009-12-08 08:57:36,95383781,"Dubai, United Arab Emirates ",False,587,12949
51,1274239098409021441,MonicaB14750640,"Want to see the end of NWO, UN, WHO, NATO, Bilderberg Group, CFR.... Looking forward to the swamp being drained globally. Aussie Trump fan.",,697,422,2019-03-04 04:31:34,1102426331956961280,Australia,False,7133,9371
52,1275094812757196800,10Szn18,"There exists a conspiracy in favour of
despotism, against liberty,
of incapacity against talent
of vice against virtue,
of ignorance against enlightenment",,3988,3923,2018-01-17 12:58:10,953612408790102016,,False,34307,34613
53,1274778289308086274,jatoi8861,Serving Nation,,192,38,2013-09-22 13:43:43,1893827245,karachi,False,157,519
54,1272933533649186816,StefanOfVenus,Sharp and smithy.,,622,421,2019-03-08 02:04:04,1103838764491816960,,False,24022,4588
55,1273223900558745602,el_newstimes,"Founded in 1889, the News-Times is THE news and information source for southcentral Arkansas.",https://t.co/2NCtNoLlLs,134,896,2015-03-25 21:27:34,3107934590,"El Dorado, AR",False,129,5248
56,1274680100483731456,MarthaVineyard4,"Married.  Mother, Grandmother, Gr grandmother, Patriot.
God Save our USA! TRUMP is My President! YAY!
I Block trolls. NO lists! #Women4Trump #WWG1WGA #MAGA",,6666,8918,2016-01-22 00:42:17,4833630597,,False,64134,199300
57,1273542577673904129,JessePolitic650,Government & Politics; OFF SHADOW BAN AGAIN #QFDshadowban ❌again,https://t.co/2zfO3WSNi5,505,277,2017-01-12 12:21:45,819519735637377024,West TX,False,13489,50268
58,1274744709810843648,sqirlgirly,,,1136,444,2018-04-24 02:10:59,988601164785635330,"Regina, Saskatchewan",False,44730,64803
59,1273639152290942977,dario27soccer,,,278,21,2016-11-12 05:39:28,797312835915108352,"California, USA",False,1058,1188
60,1220013471896465408,pointblaek,"Antiracist: Anti-Imperialist: Ecosocialist: Huge fan of [insert arbitrary brand loyalty here]

#AbolishICE #FreePalestine #MakeNazisAfraidAgain",,259,568,2016-10-06 18:54:18,784104512139264000,Stolen Catawba land,False,26029,28191
61,1272938090794008579,LatrellPee,"Liberty, freedom, god and upward mobility!",,43,1,2020-06-14 19:17:36,1272246789266198528,"Texas, USA",False,52,94
62,1274386492572524545,AMcA32449832,"Medical doctor, researcher (molecular biology and neurooncology), nerd, freak😈.Curse like a sailor& IDGAF. If I tell you to fuck yourself, take it personally",,23,188,2020-03-14 15:33:48,1238850793173856261,United States,False,12536,6203
63,1275475828139339776,MaceNewsMacro,,,10,395,2018-03-30 12:03:08,979690486872051712,,False,63,10399
64,1275232994148511745,dadetrading,"“Be excellent to each other” Random thoughts, tangents, smack talk, cryptocurrency trading journal. Probably will be cancelled soon.",,593,1760,2018-03-13 02:07:21,973379959732322304,U.S.A.,False,12313,10084
65,1273752714548260867,prizzotweet,"Surfer, writer, RETIRED Peabody Award-winning journalist at Reuters, AP, NBC. Tweets are not endorsements unless stated. “Science. It’s like magic that works.”",,1542,1110,2009-04-02 12:25:16,28327349,"Manhattan, NY",False,36392,29716
66,1275838251094302721,JonHealy10,"Researcher/Natural Medicine

WWG1WGA
FREEDOM without LIBERTY is TAKEN!

Minutemen 2004-06. Patriots Border Alliance 2006.  Director of TechnoPatriots in 2007-10",,3849,2509,2020-05-11 01:45:10,1259660727255588864,Arizona/Mexico Border,False,10067,5513
67,1275523050365214720,OMRF,The Oklahoma Medical Research Foundation is Oklahoma's medical research foundation!,http://t.co/nbcZNrymoj,1143,1681,2008-07-15 21:47:32,15446566,"Oklahoma City, OK",False,700,4657
68,1274245814479699969,gpmarx_g,"Pub Def La, GideonPromisePartner, Capital, Felony, Trial and Appeals, Chief La 15th Dist -dad, grandpa, Journalist, Paper, Radio, TV News, Boomer! Tsundoku!",,1048,925,2012-11-07 07:26:40,931473620,Lafayette Louisiana,False,30628,117198
69,1275870010414686209,19_product,We offer high-quality products for the COVID-19 pandemic.,https://t.co/bC6FB3UrJb,49,4,2020-06-11 01:15:49,1270887344527327237,,False,0,53
70,1275820835371089920,DeniseL85655783,Surviving,,61,44,2020-05-29 06:59:31,1266262646203879425,,False,1945,2934
71,1275083937241460737,BrendaStarrAZ,"Tired of Brainwashed Whiners
#WomenForTrump
#FreedomisNotASpectatorSport
NO TRAINSlLISTS
PARLER: @BrendaArizonaEatsScorpionsForBreakfast",https://t.co/Jloxacdoki,2685,2234,2008-10-19 15:34:48,16852215,"ThisIsMAGACountry, Arizona",False,12436,24127
72,1219972161672077312,Wolf_InTheWilds,Bloomberg Intelligence Asian Credit Strategist.  Former portfolio manager and real world economist. Occam's razor.  Opinions are STRICTLY my own,https://t.co/IInHX9icsW,508,2066,2011-05-26 09:58:03,305500037,Hong Kong,False,14680,83554
73,1272927260035563521,ThorWarrior1,Constitutional Conservative Artist/Musician,,4794,2898,2019-12-18 19:04:19,1207375544477634561,,False,17550,5952
74,1273632759618179074,dmshackleford,"Progressive Democrat stuck in a southern republican abyss. Sarcasm and an open mind go a long way. Hopeless optimist. 
$DMS65DMS",,2707,2067,2012-04-19 10:05:27,557587100,,False,82659,48105
75,1273719423988150273,tina_leeds,"Nasty Woman Vote Blue! #BlackLivesMatter  #ArmyBrat
Disabled-CRPS  #BidenVoter Hillary Won 2016  #NeverBernie",,572,471,2012-10-29 04:46:06,911756299,,False,106668,16599
76,1273454558363054080,wishful,"Fighting the voices saying ""Grow Up"". Hopeful & hopeless. UC Berkeley & OSU grad with *new* VSU MLIS. My tweets are my own. Almost vegetarian. Writer. Hapa.",,2267,279,2007-02-13 07:52:16,769300,A little east of LAX...,False,1624,4890
77,1220087510233239553,philliefan_99,A lawyer who wants to be a photographer...or a photographer who wants to be a lawyer. A loyal Little. #LaCheeserie,https://t.co/rDGKoPEddv,667,583,2012-09-17 19:59:38,829712642,"Washington, DC",False,156,24106
78,1219976972748644353,FluTrackers,Est. 2006- We are a 501(c)(3)non profit charity of volunteers from many countries who document disease & human rights. Following does not imply endorsement.,http://t.co/M4OYQbiiIP,515,26344,2009-01-16 21:48:44,19087092,International Website,False,113,97919
79,1275559952086679556,RoseAnderson_,"“Those who would give up essential liberty, to purchase a little temporary safety, deserve neither liberty nor safety”
~Benjamin Franklin",,2760,2806,2011-06-22 18:57:17,322168555,,False,17234,19748
80,1275461420528873473,rob_miller12345,"Formerly called Number Six, I was held in a government facility for resigning from MI6 after learning about a depopulation programme code-named The New Normal.",,103,4217,2019-12-21 18:49:46,1208459499440398337,,False,7747,28901
81,1220051419509616641,IndoPac_Info,"News of the struggle between the free world & #China in the #IndoPacific 

Geo-Politics & the military balance of power
 
Support #HongKong #Taiwan & #India",,405,46805,2017-03-21 10:40:02,844136511079559168,South East Asia,False,62761,88779
82,1275077651875508230,lovemedo7,,,726,343,2009-06-26 00:18:22,50835051,,False,7840,29930
83,1272945649101574144,essenviews,Demand The Truth - If Trump wins you will never vote again - Vote like Democrats are losing. #joebiden #Vote #Liberal #strategist Inquires DM,https://t.co/E8dGQCfEch,69159,134409,2015-01-28 01:42:25,2998864022,Global Watch ,False,101337,75274
84,1273008555646504961,NFeigeles,"Creative type, who draws, writes, acts and designs.  just living the creative life & enjoying the gifts I was given to hopefully leave the world a better place",https://t.co/N2IfJZQGjp,32,12,2020-02-28 22:42:38,1233522870984364041,"Brooklyn, NY",False,472,1606
85,1275274530890661895,realBillWhite,"I'm Jewish and American. It's called winning the lottery. Venture Capitalist
Hebrew Account: @rambenzeev",https://t.co/Ex3tl7WiKf,463,2374,2015-02-14 08:36:25,3036300676,Scotland,False,12439,13598
86,1274713362505613313,OfRottingham,I Love America & the Constitution enough to defend it. I protect my neighbors whether I like em or not = Rights and Exemptions = application of the lawCovidIsBS,,1750,506,2020-03-29 20:39:32,1244362639796551688,,False,2968,6982
87,1219992287289081857,eatscentric,"i wish i was special, so effin special",https://t.co/vZtTZzOiHe,318,422,2015-01-14 13:35:23,2982772003,"Iloilo, PH",False,2796,3429
88,1273764134157508608,Trinitydraco1,"#covid19 #coronavirus updates and information. For information on infection control, disaster prep tips and other vital information visit the website below",https://t.co/mKyD8gngrC,115,1310,2017-02-20 07:09:57,833574393892728836,"Vermont, USA",False,5133,13474
89,1274273746015137793,DinoDiabolical,Meme Machine / illustration / cartoons #Christian 🤓 #JesusChrist #ProLife 🦖🦕 #WWG1WGA                                                Parler = @DiabolicalDino,https://t.co/VK2ffxqAbB,9704,9513,2018-09-28 23:03:49,1045811344417673216,A Land Before Time,False,27007,3343
90,1274028508717563904,CharlesWMahoney,"Associate Professor @csulb. I research insurgencies, extremist violence, U.S. foreign policy, and defense contractors. I'm also the bassist in @happyhollows.",https://t.co/MyaChLmFrN,315,150,2019-10-14 03:18:10,1183582638700814338,Los Angeles,False,76,479
91,1274265811553865729,NeedTrump4Prez,"Constitution Matters🇺🇸 POTUS45👍 ❤ gab acct
https://t.co/nc2YoTgHON TrumpIZMyPREZ

#WWG1WGA🌎 #Trump2020 #DrainDeepState 1A 2A #GodBless🇺🇸#FlynnFighters 🙏",,7329,7185,2016-09-27 21:49:04,780887002992349184,United States,False,76880,45616
92,1220010605928644616,pointblaek,"Antiracist: Anti-Imperialist: Ecosocialist: Huge fan of [insert arbitrary brand loyalty here]

#AbolishICE #FreePalestine #MakeNazisAfraidAgain",,259,568,2016-10-06 18:54:18,784104512139264000,Stolen Catawba land,False,26029,28191
93,1274777271895818242,EOpinari,Elsie's Opinari is an online news portal that provides comprehensive opinions and news reports across the globe.,https://t.co/GYBtashar7,141,42,2019-10-31 14:54:10,1189918331219906560,Ghana,False,967,922
94,1275210911809069057,PatriotAust,"Australian/American (World) Patriot                                 NGP VAN & Shadow mg7vjxznci
        
                     
#MAGA | #WWG1WGA 🇦🇺🇺🇸",,526,445,2013-05-08 11:23:51,1412591466,Australia,False,7627,2624
95,1272912565568446465,JennieMacfie,"""Leave a light on, so we can find a way home"" (and we're keeping our masks on)",,2722,3853,2008-12-16 14:15:10,18162662,European Union,False,110476,149863
96,1274507371289722882,RatioScientiae,What is and isn’t science? How does science work? What are the limits of science? What masquerades as science? Why should you care?,https://t.co/4vtsNsjZGW,9314,9319,2017-05-09 00:25:31,861738869045297153,"Maryland, USA",False,4248,19456
97,1274968318529552384,GlobalWatchCGTN,"Global Watch takes you around the world at 0400 GMT everyday on CGTN @CGTNOfficial, bringing the latest top stories and getting to the heart of breaking news.",https://t.co/a8wwN0CptN,120,601,2018-05-01 09:14:41,991244506623283200,,False,145,940
98,1275031137346179072,JamelleWellsABC,Author of ‘The Court Reporter’. TV & Radio Presenter & Senior Court Reporter ABC Sydney. wells.jamelle@abc.net.au. Ambassador for Dymocks Children’s Charities.,https://t.co/knlFvfwxkf,1052,5582,2011-12-02 07:26:50,426441851,Sydney,True,7950,7753
99,1273211290081787909,JonathanIndy,Freelance journalist. Former senior reporter at the  Independent on Sunday and Independent newspapers.,,341,569,2009-02-05 16:08:22,20159715,London,False,15,3053
100,1275705975375265793,AOECOIN,"#1 Impact Investment on Earth, CleanTech Startup in SouthEast Asia with 3,600 Breakthrough Clean Techs, Seeks Finance Lines, Networks, and Support Pre-IPO",https://t.co/mNywAaZ0MU,5506,9635,2018-02-22 09:55:38,966612436978581504,Cambodia,False,24166,40609
101,1273185568936075264,KWMystic,"A Mystic, Shaman, Intuitive and author immersed                                             in the numinous experience of life.",,668,398,2011-02-24 09:15:52,256903530,,False,4233,94802
102,1273008841538625537,NFeigeles,"Creative type, who draws, writes, acts and designs.  just living the creative life & enjoying the gifts I was given to hopefully leave the world a better place",https://t.co/N2IfJZQGjp,32,12,2020-02-28 22:42:38,1233522870984364041,"Brooklyn, NY",False,472,1606
103,1274610713181343744,DeccanChronicle,Deccan Chronicle brings you news and views from around the world -- accurate and immediate.,https://t.co/o0mEd7AQ7O,190,87763,2009-01-26 04:16:09,19519947,"Hyderabad, India",True,1517,327709
104,1275582933458395136,dgmtick1,,,198,81,2012-02-06 03:48:28,484449533,,False,21755,32749
105,1275249566766575619,voyager_2000,"CRA
Joined Twitter to exchange News on Covid19
Shocked about denial of early treatment/prophylaxis to those newly infected or at risk in most countries/states.",,60,39,2020-04-22 16:59:38,1253005305044258825,,False,3272,819
106,1274015635123646466,Indiana_Austin,"Tiny Farmer👨🏻‍🌾, Solar🌞,Yoga🧘‍♂️,Sustainability♻️,Volunteering #IUMS, #IUBB, Family, Uncle,🐶🐈🐓Permaculture, RegenerativeAg. We Grow Food🤤 #YangGang",,4768,3811,2015-02-05 20:07:38,3020381289,Tiny Farm in YangGang Country,False,25065,13974
107,1273651405367238658,ppl4justice,Courage isn't having the strength to go on - it is going on when you don't have strength.,,161,83,2019-08-14 20:31:49,1161737207964504065,,False,12651,24684
108,1275870205181194240,rachidelguerrab,#SpotlightStories Project Lead @ Google/ATAP,https://t.co/SNNOGBv0BA,603,397,2009-02-01 16:29:30,19864653,Cupertino,False,2366,493
109,1273595190490644484,Weatherly64,,,576,79,2009-10-04 15:21:01,79753216,horse farm,False,85,1540
110,1273640336821112834,ThorWarrior1,Constitutional Conservative Artist/Musician,,4794,2898,2019-12-18 19:04:19,1207375544477634561,,False,17550,5952
111,1275061772156878853,MarthaVineyard4,"Married.  Mother, Grandmother, Gr grandmother, Patriot.
God Save our USA! TRUMP is My President! YAY!
I Block trolls. NO lists! #Women4Trump #WWG1WGA #MAGA",,6666,8918,2016-01-22 00:42:17,4833630597,,False,64134,199300
112,1275859430538608643,sheribomb,"I'm a writer, maker, biotechnologist, mom, and doer of all the things. Believer in peace, love, and equity. She/her.",https://t.co/4LoMpe33B4,400,392,2007-04-05 01:27:30,3479351,"Arlington, VA",False,11148,7305
113,1274243652714246145,MonicaB14750640,"Want to see the end of NWO, UN, WHO, NATO, Bilderberg Group, CFR.... Looking forward to the swamp being drained globally. Aussie Trump fan.",,697,422,2019-03-04 04:31:34,1102426331956961280,Australia,False,7133,9371
114,1275302558467264512,DayChameleon,#KBF #NoNewNormal #NoConsent,,1926,456,2016-03-20 13:41:32,711548227934355457,Yorkshire and The Humber,False,3702,4218
115,1275458135361191938,MaceNewsMacro,,,10,395,2018-03-30 12:03:08,979690486872051712,,False,63,10399
116,1274474354177454082,GoliathDave,Right CAN make Might,,1676,1538,2014-10-20 21:08:48,2868138116,,False,36631,18973
117,1273104958179721217,Zoey68676529,"Advocate. Care about environment, oceans, life & Climate Change. Consumers have the power to change the world. I occasionally tweet Affordable housing. .",,1843,499,2015-11-23 19:27:22,4259312181," Ottawa, Canada 🍁",False,13036,11537
118,1220050756486627328,PriceRegierCe,"SAHM, wife to a Veteran 🇺🇸🇺🇸🇺🇸, #PATRIOT, #Deplorable #Trump2020 #BaconLover, #Christian #MAGA #KAG #WWG1WGA #WeThePeople🇺🇸🇺🇸🇺🇸",,1187,948,2016-06-10 21:37:12,741383737858871296,,False,32668,21616
119,1273619350268841985,realsandpiper,"Doing what your Mom did not do, Slap some Sense in to You 💢🇺🇸🎖️
- Sarcasmatic -",,40,52,2017-02-27 03:31:17,836056080203546625,"New York, USA",False,192,4338
