,id,tweet,label,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
13,1290677308165107713,"Covid as itself is scary enough already, but we don’t know how the long term effects will be. I think any potential long term effects are being overlooked right now.",0,mightymark_,UH Architect,,233,111,2014-05-20 03:39:34,2509180326,"Pearland, TX",False,4078,5604
14,1290677012970053635,"Please read my tweet again. It is about getting doctors in the UK and RoI to speak up, like Dr Gold, about Covid-19 and what they believe is best for their patients. I say nothing for or against any alleged viewpoints or associations of Dr Gold.",0,McGuinPG,"Chartered Engineer, trade unionist, radio experimenter",,38,12,2017-12-02 12:15:09,936931740496678912,Ballyshannon & Carshalton,False,81,436
15,1290655073794764803,"a cure is different from a vaccine! the flu and corona are constantly evolving, so it would not be possible to find a cure. the flu vaccine is created using the most dangerous strains of it that scientists can find, they should be able to make a vaxx for corona :)",1,nattinoose,who knows.,,82,4,2018-07-30 02:37:16,1023759399624617985,"Florida, USA",False,370,161
16,1290675654111956992,A doctor puts a person into a frail care home without testing that person for the virus who has now tested positive to covid-19. I say that doctor should be arrested and restricted from practicing immediately as he has now endangered the whole home!!,0,PeterDermauw,I'm never a fake. I say it as I see it. I'm against  #thecrywolfparty #efftellytubbies  #trophyhunters  #lionbreeders.,,415,614,2019-07-31 09:48:41,1156501930706911232,,False,9569,10761
17,1290675456396521473,If a pregnant woman wants to give a birth in two months is somehow similar covid 19 vaccine. Listen to the chief scientist of WHO. ,1,usersanjib,तपाईंले सुन्ने र बिश्वास गर्ने र मैले सुन्ने र बिश्वास गर्ने श्रोत फरक हुन सक्छ ।  राजनीति नमिसिएको सुद्ध Science & Technology को follower हु।,,122,22,2013-06-26 05:50:14,1547403402,,False,96,153
18,1290673829824679938,"Here's just a sample of the many HCQ trials which have found positive results for the drug's use as a prophylactic against Covid Remember folks, BBC is 100% globalist propaganda! Also, Bill ""super painful vaccine"" Gates donates to BBC Media Action! #defundBBC #DefundTheBBC",0,Iconoclast1982,"Best-selling author. Rationalist, vegetarian, reformed-academic. MMA: Muy Thai + Wing Chun. Not the YT chap. FBPE = instant block. #DefundTheBBC",,902,3572,2014-03-23 14:33:34,2407191589,"Malaga, mostly",False,55507,17434
19,1290670636243845120,#IAmKashmirAmbassador International communities must put pressure on Endia to lift this inhuman blockade so that patients can get the care and treatment they need for Corona....!!!!!!!! @TeamISF_,1,Faheemk67248733,"Admin @TeamISPOfficial ❤ .Supervaisor at @Team4Pakistan❤. Admin @TeamVFPofficial❤
Team @Shaheen_E_PK ❤ #TeamIK_Warrior ❤ @Pak_Guardian❤. @Pak_yforce❤.",,3775,4255,2019-12-01 13:18:23,1201128292826460160,"Islamabad , Pakistan",False,7576,83489
20,1290674692802531329,"To be more precise, the last sentence should read: This is the only prescription needed to heal oneself of mild colds&flus; which initiate the immune system to run through it's natural processes of #corona viral and bacterial generation until homeostasis is once again achieved. ",0,Anne_StudioZero,"Plant-Based Nutrition Certificate, Completed (Nov 2019), T. Colin Campbell Center for Nutrition Studies and eCornell

Plant-Based Promotions

Animal Lover",https://t.co/aVjM5nFXvV,270,0,2019-07-16 19:38:21,1151214505562476544,@StudioZeroPhoto,False,2774,1030
21,1290639881216065537,Governments must think alternative strategies on education delivery as Corona viruses may be with us in the long hall.E- learning is the key to our future education dispensation.,0,SEMEONE13,I am a self made individual who follow natural instincts . I survey issues widely and more importantly seek God intervention.He strengthens my life always.,,38,3,2020-08-04 11:55:29,1290617194884354048,,False,0,1
22,1290656524981940228,It is definite that more and more will be infected with corona as india population is huge. Getting more number does not indicate failure of policy. Important parameters should be cure and death rates. Cure rate going up and death rate going down are encouraging signs.,0,mehrotra15j,"Educationist, believe in universility of humanity, Twitter is a place to realize it at global level.",,4920,1550,2013-03-11 14:23:39,1259570202,aurangabad,False,5760,5413
23,1290674040215089153,"Covid-19 vaccines may cause mild side effects, experts say, stressing need for education, not alarm https://www.statnews.com/2020/07/27/covid-19-vaccines-may-cause-mild-side-effects-experts-say-stressing-need-for-education-not-alarm/ via @statnews",1,BKFuturist,"My firm books professional speakers for live and virtual events. Thousands of presenters. Tech, insurance, healthcare, financial services & futurist focus.",http://t.co/URHp9Fdszg,4844,1294,2013-02-10 19:36:04,1166810132,"Brooklyn, New York",False,1385,2884
24,1290676003795136513,Another from New England Journal of Medicine: https://www.nejm.org/doi/full/10.1056/NEJMc2025179 I tested positive for the antibody (July 2) but never had any symptoms. My wife tested negative. She &amp; every person in my household EXCEPT ME had Covid symptoms in February before they thought it was in the US,1,JMFrerking,"Child of God, husband of Genny, father of Scarlett and Violet, brother of four sisters, teacher of high schoolers, maker of music, director of videos, etc.",https://t.co/ipeZoDzhqq,255,219,2009-02-25 16:37:37,21884592,Usually on my phone,False,7420,7114
25,1290674472542863360,"""Patients admitted with COVID-19 at select hospitals may now volunteer to enroll in a clinical trial to test the safety and efficacy of a potential new treatment for the disease"" ",0,StephHoelscher,Associate Professor Graduate Informatics and Informatics Nurse Specialist | Infectious Disease CDS Analyst | Opinions are my own | Just Wear the Bloody Mask,,463,292,2014-11-03 15:55:38,2859026123,"Lubbock, TX",False,1364,1237
26,1290676768173629442,"I don't think you have done research, or you are unable to interpret the list. It is approved But, not for Covid. You really don't understand that? Insulin is approved for diabetes but not for Covid. I don't think you are ignorant. But, a blind cult follower. U r dangerous.",1,Peaceon09879060,"As a believer in God my focus is on being the best I can be. To right the wrongs, embrace God's children to communicate with those with different backgrounds.",,8,13,2020-05-31 02:24:37,1266918323910033408,,False,1455,2676
27,1290658082511560704,Well I don’t think the people that do all those things and still get the virus planned on getting corona in other words it’s still an accident. You can take all the preventative measures like those in a car. It’s not like their doing it on purpose. Same as an accident.,0,BradVesh,#BillsMafia and Die hard #Yankees fan. Girl dad. Displaced from NY living in the CLE Living this dream called life sarcastic and witty,,605,300,2018-12-03 11:20:07,1069551851572551680,"Cleveland, OH",False,13324,3597
28,1290674968167157760,"However, this is also an argument for the lockdowns. If we don’t control covid, and fill hospitals and my appendix bursts, there are no resources to handle an otherwise easily handled emergency and the death toll rises from other things.",0,RelaxedMomma,"Wife, mother of boys, servant of Christ. Dyslexia awareness, books, musicals. Independent.",,311,192,2017-03-17 17:42:31,842793279624298496," Birmingham, Alabama, USA",False,8961,12148
29,1290677657227665411,"@JNJNews is utilizing its full strength of its science, and expertise to help fight the pandemic, as COVID-19 continues to affect people and communities across the world. Read more of Johnson &amp; Johnson's efforts here: http://ow.ly/RsIq50AQs3C #covid19 #flattenthecurve",1,LATINAStyleMag,"Official Twitter of LATINA Style, Inc. 
National Magazine for the Contemporary Hispanic Woman.",https://t.co/KqnbaUxR6Q,975,5906,2011-07-06 18:04:40,330489425,"Washington, D.C. | Dallas, TX",False,2532,4887
30,1290677650273468418,"Finally, an explanation of why test results are so delayed, and thus useless in preventing Covid spread. Great reporting from @sanjosemercury",0,cjramin,"Investigative journalist. Author of ""Crooked: Outwitting the Back Pain Industry and Getting on the Road to Recovery,"" available May '17. https://t.co/NzaUC54gkm",https://t.co/FervhpfETG,2372,1840,2010-01-16 18:04:58,105550360,"Mill Valley, CA",False,3518,7919
31,1290675524193247233,"Wrong. Read the actual study and find out chloroquine was used only on cell lines, none of which were the ones that cause COVID-19, and never in humans. https://www.bbc.com/news/53601027",0,splintergroupie,"Gardener, carpenter, politickler",,435,111,2016-03-31 01:33:26,715351264444305408,,False,6677,10309
32,1290661713377931266,"Corona Cultists build their arguments on the assumption that coronavirus is dangerous to healthy people. They’re wrong. We know for a fact that coronavirus is about as dangerous as the flu, that the lockdown is useless. ",0,GShoreo,Hunter,,37,2,2020-07-29 15:53:03,1288502653626904576,,False,237,121
33,1290648181517295616,#parthsamthaan has become a covid 19 survivor who has fought the corona disease strongly... He is safer person with antibodies &amp;strong immune system also...He has inspired us to remove the stigma around covid 19&amp;spread love &amp;positivity everywhere.. He is next level human,1,ArshiyaLatheef,"smart ,calm and hardworking person and student...good fan of #parthsamthaan and #jenniferwinget since 2018 ❤❤❤😊",,149,72,2020-02-02 09:02:14,1223894350515490816,Bengaluru,False,28774,28797
34,1290668648181272576,"Some people have excellent brain, why they are not using there brain for the preparation of corona antidote.",0,RashmiR98338694,Civil engineering,,32,2,2020-04-01 15:40:42,1245375172305027073,,False,14,15
35,1290676061953568768,Haven’t seen a school plan yet that identifes what to do when we put hundreds of students and staff together who have been isolating for months. Depleted immune systems will lead to thousands of colds and flus. What’s the plan to decipher COVID from colds and flus? Won’t work.,0,djrbrownsfan79,"Browns Fan/Indians/Buckeyes/Sasquatch and Ghost Hunter. Beth Dutton’s Soulmate. Garbeau System Truther, Baby Billy Freeman!!",,488,175,2016-04-10 20:29:49,719261120515719169,"Ohio, USA",False,20368,6484
36,1290677052635414528,"#LCSM Chat discussed #COVID_19 &amp; lung cancer on 4/2. Much has changed in 4 months! The USA had ~4.5 million COVID-19 cases &amp; &gt;150,000 deaths to date. We have a better understanding now, yet much is still unknown. Read more here: https://lcsmchat.com/2020/08/03/lcsm-chat-topic-8-6-2020-update-on-covid19-and-lungcancer/ Join us this Thursday 8/6!",1,LungCancerFaces,"Change the conversation around Lung Cancer: no stigma, fair research funding, early detection, media attention, survival. #lcsm #433aDay",https://t.co/Ki9nHCosof,1442,9945,2012-10-28 18:44:12,910877330,"Deana Hendrickson, Los Angeles",False,63941,49723
37,1290676220447907843,"You know, we can tell who is susceptible to fall to covid right? We know people above 50 are disproportionately affected and those with conditions are also highly susceptible. What if... We accunted for that and made a decision rather than ruin lives of people for faux conpassion",0,SpookBoyz,"Christ is King, DM me about any topic on God, I'll respond",,91,9,2013-06-24 20:54:19,1544076564,"Schmirn, Österreich",False,847,387
38,1290638287007125505,"Had he done the things as mentioned , May be he might have'nt contacted Corona . Since there is no remedy of Corona yet so thr is no harm trying the things which can boost immunity( Coronil ) or hv clinical proof to fight Virus ( Gaumutra) ! U need not 2 be Bhakt to try it out.",1,Abhispl1,,,71,6,2020-05-04 10:54:19,1257262184259821568,,False,960,442
39,1290676083499696129,"Peer review (and reproducability) are key. Experts understand possible mechanisms of actions and can take a Bayesian approach to the problem. They do a prior plausibility assesment. With Covid-19, they are throwing all the spaghetti they can, but they still must 'do no harm'.",0,box_a_chocluts,"Critical thinking mass of atoms. Facts matter. Unpaid shill for @SkepticsGuide, @TheYoungTurks, @AtheistExpShow, @WhatsTheHarm, @Hitch_Slapping. Join us.",,323,78,2011-03-18 19:09:50,268427560,Pale Blue Dot,False,3023,3715
40,1290675021770379265,"Went thru a drive-thru COVID testing site in #Toronto, took about 45min start to finish, and just over 24hrs later I got my results. Negative If you want to get tested, here are all the locations in Toronto https://www.toronto.ca/home/covid-19/covid-19-what-you-should-do/covid-19-have-symptoms-or-been-exposed/covid-19-assessment-centres/ #covid19",1,seeusoontravel,Travel Videographer | Photographer | Writer Tourism Toronto Ambassador. ✈️ Sharing adventure activities & cultural experiences from around the world,https://t.co/QExY5uFBNm,1941,3277,2011-06-02 01:44:37,309410172,"Toronto, Ontario",False,6224,15188
41,1290676218321346565,"Tippy, even though this claim is easily debunked too, you'll just have another one that is also not true. People of weakened health ARE MORE LIKELY TO DIE. That is how ALL diseases often kill. It is directly related to complications that otherwise wouldn't be there due to covid.",1,StillPatUnclear,I don't affiliate with parties over country. Don't judge me for those I follow because I keep tabs on the enemy too. I am Anti-Fascist. 🌹,,185,71,2020-07-09 14:56:04,1281240625011138560,,False,245,554
42,1290676093737811970,"As we enter into another month of living and working in the world of Covid-19, check out this article that provides you with concrete tools and data around how you should consider moving forward, career-wise, as the global economy is shifting.…",0,CareerSolver,"Specialist in helping talented, motivated professionals realize their career goals. Author of 5 Career Cowards Guides books.",http://t.co/l11CJQbAf8,12,232,2008-12-17 16:53:54,18193079,"ÜT: 40.595449,-105.054431",False,9,723
43,1290661210724147202,Testing reducing once day by day even call for Ambulance are sad ie 1k now how come cases r reduce other state r increasing testing to get better result and delhi less in testing result cases r less This is not the solution and do u think delhi become corona free zone by ths,1,Anil09668880,anil,,21,1,2020-05-09 20:31:30,1259219404346273793,"New Delhi, India",False,38,247
44,1290675653751091200,"I think some of the biggest challenges to be faced haven’t been seen yet. Such as surges of people going on to develop secondary health conditions like fibromyalgia, CFS and other chronic illnesses from covid 19 infections. Especially those who never tested + in time.",0,E_Pheonix,,,129,7,2009-05-22 02:56:44,41737631,,False,73,104
45,1290675182982529025,Businesses may be notified of potential or confirmed cases of COVID‐19 and the Government has provided guidance on the NHS Test and Trace service for employers: ,0,CFA_Association,"Trade association for the commercial flooring industry. Our members are contractors, manufacturers, distributors or consultants. Quality by association.",https://t.co/SQ5tE9F8hw,1623,3901,2013-08-22 11:01:18,1690752289,UK,False,191,1455
46,1290674777074487296,Bill Gates: Delays in Covid test results make them a 'complete waste' Autonomous Evolutionary Eyewear with microscopic vision 24/7 on demand in real-time for contactless testing. https://www.cnbc.com/2020/07/28/bill-gates-says-delays-in-coronavirus-test-results-make-them-a-complete-waste-insane.html https://www.researchgate.net/publication/336722064_Autonomous_Eyewear,0,AndersonFamouss,"MICRO EYES 
The Micro Eyewear Project 
Micro Eyewear is a line of glasses, head gear and products designed to give users microscopic vision.",https://t.co/KmzLpVQ81k,71,25,2015-01-29 18:44:31,3002005603,"Los Angeles, CA",False,33,4013
47,1290674609092800513,"The expansion of telehealth/virtual care is the bright spot in this whole COVID debacle. The rapid expansion due to isolation needs have made patients more comfortable with it, made payers more comfortable with it, and made providers more comfortable with it.",0,RH_LynneDurham,"Passionate abt safe, effective healthcare & outstanding patient experience! Time for regime change in USA. Anti-racist. My thoughts, my own. Follow≠endorsement",,737,402,2010-10-24 20:03:30,207210442,"Atlanta, GA",False,6270,2106
48,1290662842279092225,"after all these months corona baba now feels so close and i'm so worried for them. i've spent a lot of time reading case histories, treatment protocols, medical journals, looking at chest x rays and ct scans and medical terminology is a lot of fun but reality is fucking scary",1,acesthetic_,"no hot takes, only vents | she/her 🏳️‍🌈",,177,37,2020-05-06 06:47:20,1257924851852951552,(not) la la land,False,2837,390
49,1290674433112375296,"The NFL has new maximum fines for refusing to take a COVID-19 test ($50,000) and refusing to wear a mask, tracking device or maintain social distancing ($14,650). The league has also restructured how a team can fine a player following a positive COVID-19 test, per @BenVolin.",0,frntofficesport,The business of sports.,https://t.co/HFC54Qmvw5,3052,50911,2014-07-14 18:10:56,2710946063,Newsletter ➡️,True,30576,50006
50,1290675997587595264,Thread ... I'm seeing some evidence that Qanon is gaining some ground - in vets groups and online. They spread that all Dems support pedophelia; militia is required; covid is a hoax or medicine withheld. We need sane voices to amplify truth. @harrygod @Megawatts55 @RickPetree,1,ConstanceKindle,"art, books, magic, animals, facts, justice, laughter, harbours, insights, compassion, mountains, truth, truth ... former cfo, American Humane.",,1658,1916,2012-10-04 20:18:33,861975264,"Evergreen, CO",False,62826,17483
51,1290644962565066754,"Please, please accept this fact ... A certain number of people have corona virus . They have it even if they are not tested . Tests let you see how many people have the virus ... a test does NOT alter the fact of how many people have it ..tests don’t make more people infected",0,margaretlaught3,Well old,,14,2,2020-05-24 22:27:37,1264684370553643018,"London, England",False,163,164
52,1290673997684920320,"State attorneys general: Use federal law to lower cost, increase supply of COVID-19 drug remdesivir https://www.usatoday.com/story/news/health/2020/08/04/bipartisan-coalition-attorneys-general-today-asked-u-s-department-health-and-human-services-invoke-f/5580087002/ via @USATODAY",1,DrRhondaFine,"Dr. Rhonda Fine, PhD, ARNP, MSN, is an Internationally recognized Clinical Specialist in the field of Human Sexuality.",https://t.co/dOCtvnP2dc,2541,515,2012-04-03 23:07:18,544745847,Miami,False,16816,53809
53,1290650687118938112,"Of course you won’t, you don’t even think corona is a thing, not to mention you have an American attachment to freedom and rights. Which is the opposite to me, because I do think it’s a thing, and I don’t have an American attachment to rights and freedom.",0,Fel46400035,Australian. Catholic. Mourner for Fenian and Catholic Bruce. Dogs truely are Mans best friend. Aure entuluva! Day shall come again! #SouthernCross,,195,286,2020-02-16 11:18:56,1229002178448084992,,False,49565,12148
54,1290673689688592384,"Dr. Hinshaw says Canadian Association of Pediatrics, others, are clear that we must look at the overall well-being of students. Must make sure children have access to ALL supports they need. Balance of COVID-19 safety, but not just focusing on covid. All in context.",0,CGriwkowsky,"Alberta Legislature reporter for @Today_ab. catherine@abtoday.ca
She/Her",https://t.co/selhBdDwtP,2156,7414,2010-09-30 19:01:10,197139260,Edmonton,True,10196,41012
55,1290673811944173573,"$DECN disruptive technology their test is going to be huge,it has applications to far more than covid",1,Dorian93880855,,,52,37,2020-03-16 04:18:25,1239405504842969088,,False,979,1142
56,1290675289673146368,"A5(4) Education is a fundamental right and the bedrock of equal societies, no child should be denied the opportunity to learn. Education systems should put strong focus on equity and inclusion to ensure no child is left behind especially in the COVID-19 context #EducationTuesday",1,WonganiN,"Education Advisor, right to education, education in emergencies.",,335,365,2011-06-23 08:57:32,322510184,New York,False,116,1343
57,1290677551313096711,Jared his immediate response was to close the boarders but he was called a racist. He found a drug Hydroxychloroquine that was very effective in reversing COVID symptoms but because it was effective they discontinued use! Even banned it in some states!,1,jane_mink,"Mom, wife, sister, daughter, friend. I have been supportive of EVERY POTUS we have had. United we stand, divided we fall. 🇺🇸",,30,15,2019-04-26 16:54:07,1121819756582068224,"Massachusetts, USA",False,278,764
58,1290665273603825664,Actions like these are part of the reason why pandemic like the Corona virus is ravaging the world. We have become inhuman in our treatment of fellow human for whatever reason. May GOD have mercy on all of us for denigrating what is more sacred a human life!,1,toshguerrier,,,180,36,2009-06-25 05:21:02,50559509,"Cincinnati, OH",False,31,422
59,1290677333016354816,"They were real! Science has proven that children's imaginations were the sole source of force fields in the world, keeping most of the virus pop. lower, which is why covid is here because we don't have enough magic of innocence detoxifying things anymore and hey r we out of pot?",1,DeviousToaster,"I ingest dolphins & make European candle scents.

But for REAL, twitch gamer & joke maker! Any business inquiries, contact me: devioustoastergamer@gmail.com",https://t.co/ZPDFbWWBF8,162,241,2014-02-21 17:37:58,2355123380,United States,False,12776,5166
60,1290642506523213825,"As conspiracy theories continue to rise in spiritual communities, I want to let anyone who needs to hear this know that I don't agree with this idea. Not all tarot readers or occultists are on this 5G / 5D / Corona-hoax bandwagon and I'm one of them.",0,LizWorthTarot,Tarot reader. Astrologer. Author. Aries. Weightlifter. Coffee drinker. More wolf than woman. Seize the future. Book a reading with me at https://t.co/Q38g2e24r8,http://t.co/SJdWRP5ehx,1594,3319,2010-04-07 16:57:02,130557377,Toronto,False,2176,15015
61,1290671268644245504,"Yeah I feel like that’s the same sitch as me!! It hasn’t bothered me in years but I’ve been riding my bike (both outdoor and peloton) a lot since corona and it KILLS me after I get off. If it’s an option for you to try acupuncture, I recommend giving it a go at least once",1,miniwheatzmer,don’t forget to floss your teeth,https://t.co/rx7qjByvZ4,259,550,2009-09-01 23:12:30,70815630,,False,108432,32349
62,1290675847062528000,"Corona was spread all over the world months before this. It has been determined that it was spread across the world in Nov - Dec 2019. A study of genetic mutations within the virus proves this. If you think that this was the source, you're delusional.",0,nickpotgieter,"""ᴡᴇ ɴᴇᴇᴅ ᴛᴏ ᴄʀᴇᴀᴛᴇ ᴀ ɴᴇᴡ ʙʀᴇᴇᴅ ᴏꜰ ꜱᴏᴜᴛʜ ᴀꜰʀɪᴄᴀɴꜱ ᴡʜᴏ ʟᴏᴠᴇ ᴛʜᴇɪʀ  ᴄᴏᴜɴᴛʀʏ ᴀɴᴅ ʟᴏᴠᴇ ᴇᴠᴇʀʏʙᴏᴅʏ, ɪʀʀᴇꜱᴘᴇᴄᴛɪᴠᴇ ᴏꜰ ᴛʜᴇɪʀ ᴄᴏʟᴏᴜʀ."" - ᴄʜʀɪꜱ ʜᴀɴɪ",,2096,993,2011-10-26 10:38:11,398643548, 🆂🅾🆄🆃🅷 🅰🅵🆁🅸🅲🅰,False,6610,11678
63,1290674686339231744,I honestly don’t understand that poverty statistics. How does poverty raise the likelihood of someone CONTRACTING covid. I can understand if they are more likely to not receive the treatment or have the resources to be treated but how is covid saying “I chose you cuz you’re poor”,0,Karakaizen,"ɪ ᴋɴᴏᴡ ɪᴍ ʙᴇᴀᴜᴛɪғᴜᴋ ᴀɴᴅ ʜᴀɴᴅsᴏᴍᴇ sʜᴇ/ʜᴇʀ ʙʟᴀᴄᴋ,ᴀʀᴛɪsᴛ,ᴘʀᴏᴅᴜᴄᴇʀ,ᴇɴɢɪɴᴇᴇʀ,ɢғx ᴅᴇsɪɢɴᴇʀ.",https://t.co/GiCPqrS9ya,787,461,2018-01-02 16:35:57,948231397407449089,South Florida,False,4526,1663
64,1290655657042092037,"Keep up the good work! Tell the mainstream media the democrats to stop politicizing this Wu Han Chinese Corona virus! Hydroxychloroquine saves lifes, safe, and cheap 896,000 M .",0,Efrain92700988,,,4,0,2020-07-13 15:11:32,1282694087922024450,,False,15,14
65,1290674771831775232,Speaker Pelosi is still holding up this entire package over bizarre unrelated things like carveouts for the marijuana industry. She even claimed to the press that pot is a proven COVID-19 therapy! I hope she’s shared this breakthrough with Dr. Fauci. Can we get serious yet? ,0,senatemajldr,"U.S. Senate Majority Leader Mitch McConnell
Follow @McConnellPress & @SRCC",https://t.co/J5RQpHiTgo,105,1743916,2013-03-07 20:21:15,1249982359,"Washington, DC",True,136,4293
66,1290676563806162945,55% of Covid-19 hosp admissions show increased rate of psychiatric disorders. &amp; thats not taking into account the huge psychological impact Covid has had on general population. The mental health pandemic is yet to peak! ,0,Jenny_Collard,Director @RHCPupdates | UKCP Registered Psychotherapist | Clinical Supervisor | DBT Practitioner. Being a Therapist is the greatest honour 💚,https://t.co/qEBQtK7NYb,778,743,2014-08-22 14:56:25,2755242998,Leicester,False,2419,1592
67,1290675488491536384,It’s certainly an improvement compared to the last few months. Few more weeks I reckon before I can stop taking them. GP has been on the ball and v helpful with tests/diagnosis/treatments as know not all GP are aware of long covid,0,sarkpowell,Deaf Clinical psychologist working for SignHealth. All views are my own,,758,983,2011-08-26 19:22:32,362655258,,False,10539,4820
68,1290642089232027650,"Mam,second para is the truth, there won't b one time vaccine, few vaccines r already available like Pneumococcal nd others, this is all market Gimmick. Only Self Hygiene and Social Distancing can avoid Corona. ",1,arvindtweet4,"Be Humane nd protect nature🌴🌏,
RashtraBhakti Sarvopari,

RT's r not endorsement.",,611,126,2017-08-04 07:20:29,893371041665384448,"Kanpur, India",False,16231,6720
69,1290645647050387456,The gap between the reality and perception around Covid risks – almost a factor of 100 – shows how state-sanctioned “fake news” – Project Fear – has come to dominate the public imagination and is negatively impacting how we manage the crisis. #covid_19 #corona #كورونا #لبنان,1,TUOJOSS,"We don’t have news anymore, We have Psyops. Phoney events designed to sway opinion. Anti Feminist - Love Feminity.",,142,36,2019-02-25 13:34:00,1100026124485173248,,False,1158,1533
70,1290676910868103168,The impact of #COVID19 on nutrition in developing contexts is long-term and extremely detrimental. Refugees in particular are at an increased risk of both malnutrition and contracting COVID-19 due to overcrowding and limited access to health care. ,0,GOAL_Global,Humanitarian aid agency ensuring the poor & vulnerable in our world gain access to the fundamental rights of life. Registered Charity No. 20010980,https://t.co/rMiRCEr893,2869,9085,2010-01-15 11:20:53,105107549,Dublin,True,7971,11503
