,id,tweet,label,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
23,1290677223276584962,"Not saying virus doesnt exist. Covid has been around since 1953 or 54, just saying htat government lied to you and you cannot afford to do nothing and throw your freedom in the garbage. Now they want your air. Can they have it?",1,Seaphre,"Thrown into the storms of life, I was forced to swim with dolphins in the deep sea, where treasure of life reveals the light  https://t.co/0klpYMCjLA",https://t.co/bUzF0b0ND9,7091,6977,2011-03-19 06:14:06,268657863,California,False,3438,36688
24,1290674239406780416,Helping to reduce the spread of COVID-19 can help small businesses stay open. #SupportSmallBusiness,0,GoogleSmallBiz,"We provide #smallbiz owners with tips, tools & resources to grow their businesses online. For support with reviews & your Business Profile, contact @GoogleMyBiz",https://t.co/NztVdP24hz,354,149451,2010-08-05 17:03:02,175102903,,True,3856,6419
25,1290655848960851976,Please dont mess our lives and again spread corona cases byopening universities soon. let corona be almost finish once,1,AhmadTaaibah,"Medico 20
wandering soul☻",,52,17,2020-02-20 02:28:38,1230318264166866946,,False,35,21
26,1290677389584928768,"COVID-19 has forced acceleration of previously slow-moving digital transformation trends like telecommuting, on-demand food and services, and virtual events. Behind all this is cloud technology. #digitaltransformation #cloud #covid19",1,ArenaSolutions,"Arena Solutions enables companies to design, produce, and deliver innovative products quickly. Speed product development processes with connected #PLM and #QMS.",https://t.co/u13Y6Fo0ky,1095,14015,2009-02-03 06:39:22,19958058,"Foster City, CA",False,1446,10515
27,1290676367798022157,"COVID-19 is a powerful disruptor, responsible for the delay of almost 450k property transactions. It goes without saying, everyone must take action to minimise the ongoing impact. Agents need to make sure their workplaces are COVID-secure, here's how: http://ow.ly/Bqq750AQt3U",1,uk_nava,NAVA Propertymark auctioneers and valuers have the highest professional standards so customers can benefit from independent redress and client money protection.,http://t.co/haNeAUh5b2,916,1199,2011-01-31 14:18:56,245358268,,False,397,5200
28,1290642475258990595,Still mad I didn’t get to have a tenure party this summer. I was going to get a custom sign that said Tenured Ass Bitch then hang it in my office when I went back to work. Fucking corona really messing with my plans to flex on em. ,1,DrSamiSchalk,"Sarcastic fat Black disabled femme (She/her). Research on #race, #disability & #gender. Author of #BodymindsReimagined. Rep’ed by @CCMNTSpeakers.",https://t.co/QvRq0JN9mk,889,25573,2011-12-24 15:55:12,445586377,Stolen Ho-Chunk Land,False,47133,20954
29,1290676451868643337,"I mean, it’s probably slightly inflated bc if covid right now but yeah either way it’s like include it since we already bought access to the show",0,Just_Seth44,"𖧵 I’m love Min Yoongi & those Bangtan Boys - fan account | he/him, 27 ∞",,297,154,2016-11-13 23:34:15,797945704232652800,Bangtanland,False,88637,39171
30,1290648580500475910,"etc... But it was good I laughed so loud. She said it’s fine if I think she’s crazy, and I said that’s why I feel safe to tell her how I feel about all this corona bullshit, too. Anyway, I feel my position is more scientific, of course, and also more ‘spiritually in tune,’",0,VoluntaryJapan,"✌🏽Individual Self-Ownership. Voluntary Japan, Voluntary world✨ Promoting Unschooling, Free Markets, Free Minds.",https://t.co/Ev6rVvhcaW,1030,1473,2016-07-06 06:28:09,750577054073155585,Japan,False,12074,7655
31,1290674139087478785,"The only thing I didn't complain about was using hand sanitizer. For the fact that I had to handle coins for the car park, and I've always had a pet hate for handling money, even before covid ",0,SUSPICIOUSsMIND,I can handle the truth. It is the lies that annoy me. It is okay to doubt what you have been taught to believe. Awaken. Linguist. #CivilDisobedience #π,,313,1237,2014-10-16 15:34:25,2834230515,,False,288,20413
32,1290663488659034115,"Sure, if someone changes how they act and you can see they've changed, all for forgiveness and support. But the Toby Fox thing and the corona video just show he hasn't.",0,Infindox,"29/bi-pan/🌟❄(she/they)★Laid back, wanderlusting adventurer that is obsessed over life.★
GOAT: @magikoopa24
Icon: @toukitsune
XIV: Absenthine Starfrost (Faerie)",https://t.co/AQHKQomtmV,1779,1176,2009-08-27 22:49:48,69429602,Inbetween the universes,False,20276,134862
33,1290676590435807236,"Our local park that leads into the ravine is holding up to significantly increased usage and we have definitely seen an uptick in laneway strollers and smokers since late April and COVID. Here, it’s been manageable, w/ a few disgruntled by increased #slowlane noise (minor).",1,biltonlaneway,Greening an orphaned patch of midtown Toronto #TOstpauls laneway. Our proposed name was approved by city council ; now in #slowlane #raspberrycane growth mode,https://t.co/ZZbqEEskfp,383,159,2015-03-21 22:05:46,3102949829,"Village of Forest Hill, Canada",False,1180,1299
34,1290676756895141888,"The future of #commercialrealestate is data, particularly as the industry and economy recover from #covid. We're building a new way of sourcing and securing #occupiers @wbtc_uk - check us out!",1,MichaelPryke1,"Co-founder at @wbtc_uk. Part of @pittcueco. Jolter on Start-Up and Growth stuff @jolt_io.

#growth #strategy #brand #purpose #proptech

Hit me up!",https://t.co/AUSi7QgqCU,641,311,2016-02-25 21:17:18,702965615728971780,"London, UK",False,124,155
35,1290657084661551105,"I can't wait for what BTS In The Soop bring to watch, according to the teasers, permission to wait for nice viewing moments. If something good can be said about the corona, #BTS have got even a little ""to experience a normal life"". #MTVHottest BTS @BTS_twt",1,Zipitii1,🇫🇮⟭⟬💜⟬⟭ OT7🎵🎶,,112,99,2019-01-16 13:11:43,1085525004605943813,,False,11346,2268
36,1290643693154848769,That's what's up bro. I love seeing their usual rants here. It's a free source of laugh and entertainment.. Some are never allowed to step out of the house since Corona started while others are genuinely bitter to their soul... Let's use their post and catch cruise.,1,Simply_Sanusi,"BSc, MSc Chemistry • Academia • Tech • Liberal Democrat • Humanist • Minimalist • 
NB: Trump supporters keep off please.",https://t.co/axHYkSEQEi,1175,2316,2010-05-31 05:15:08,150136917,"Yobe, Nigeria",False,40666,3958
37,1290649390001065986,"Exactly! Modi promises everything while announcing something big but when we look at outcome we only find `EMPTY' (Demonetisation, 370, Corona Lockdown, economy reforms, job creation, black money and so on)",1,PremPra05554708,"Please spread the truth. Satya, Ahimsa is our tradition and strength.",,17,7,2020-05-08 05:12:25,1258625472310718464,,False,341,309
38,1290674269807050756,"I am on the side of the young students ... especially now with Covid around, they need to be given every possible chance of a decent future.",0,DavidCameronSnr,Add me to a list without permission and you are BLOCKED !,,815,1665,2014-09-11 12:58:23,2803650494,Jockistan,False,33312,58846
39,1290674370059395079,"we aren't making plans on how to handle covid, yet here we are talking about parks that most people aren't allowed to go to without fear of getting sick and dying ",0,alexbruns,"Gaming, basketball and PC building enthusiast.

https://t.co/6sZiAtnQLG",,112,17,2020-05-22 20:28:32,1263929722746155008,"Minnesota, USA",False,1174,565
40,1290657490804322304,"No one said banging thalis, clap and liting diya would stop Corona. Come out from your pappu mindset. And a scientific Congres party what has done in Maharashtra everyone knows. You just rubbish nothing else since 70 years you have just speak but haven't done anything. ",1,Mumbaichatter,,,50,71,2012-12-06 08:32:26,992652698,,False,7169,6598
41,1290636590989991936,Ice Shivling made by me on the very first of this Sravan asking prayers for the entire world suffering Corona ,1,SoumenR03280212,"Be humble!!
For the dust I am and to dust will return to",,287,9,2019-07-28 17:06:13,1155524876272148481,"Kolkata, India",False,416,392
42,1290658174719209474,"Dude Corona doesnt impacts only infected people, it will n is affecting economy of EVERY NATION. Be logical dude. I am taling about all research n development programs. Building Silicon valley, empowering youth, making roads n water draining systems. Let's start with Mumbai ",1,rodger14223,"Gym freak . passion for fitness and health , obsessed to learn more to gain more . If you dont know ..You wont grow, As simple as that.",https://t.co/ZcOCKc8J0N,198,22,2011-08-20 07:43:29,358646008,Chandigarh,False,167,939
43,1290651771103322115,"Good job Lala but without mask, you are donating Corona (DonateCorona). Hope you got my point... ",0,SaugataRoy1,,,36,17,2011-05-26 08:00:14,305462524,"नई दिल्ली, भारत",False,93,69
44,1290675849235238921,"Hello Ima Single Dad, I Lost My Job Due To COVID-19. I’m Currently Low On Food And Essential Items, Can Anyone Help Me And My 3 Year Old Son Please, Also Retweet For Exposure My CashApp Is ($Ogslim5300) My Venmo is Dunk5300 ",0,UptopSlim53,"Single 👨‍👦 Father🥇💉OTF👨‍👦 N.E.↗️ Getting Better, I'm At Practice 💵 Is Motivation Take Risk And Prosper 🙏🏽 $Ogslim5300",,4999,1162,2011-12-04 06:42:16,427998529,,False,17329,26654
45,1290653526465675265,"I imagine that sometime, after years of dystopian covid self-isolation, I will finally crawl out of my corona-free lair, blinking in the sun, just to touch another human being one last glorious time before succumbing to the virus and handing in my final dinner-pail.",1,IBlame,"TX Hill Country farmy cronesplainer. Renowned specialist in a field. Horses, dogs, sheep, vineyard & a Pomeranian. Abolish the police. She. 🏳️‍🌈",https://t.co/djJvxlhLQz,2244,3261,2009-04-22 22:33:56,34425259,West of Austin TX,False,102260,74537
46,1290648304066461700,@Nasty_CSA and @reece_youngking if you guys don't drop your albums they will get attacked by corona virus and delete everything and it have to be us fans suffering cause you've been cooking for so long just serve us we're hungry,1,RealBokienova,around me is fire of God 🔥❤,https://t.co/kuS5BfDH1t,987,350,2018-09-18 05:51:18,1041927624556208128,Botswana,False,977,174
47,1290674783567388673,"Y’all are gonna be open for like 2 weeks then get a single case which will close the campus again. If you give students the choice between risking corona to blow off steam and following proper CDC and college guidelines, they’ll pick the former 9 times out of 10.",0,BabielKabriel,I reserve the right to be distracted.,,103,61,2013-07-17 22:24:33,1601971550,"Mason, MI Albion, MI",False,5154,1157
48,1290675542216380421,We are staying on top Covid-19 by holding weekly safety meetings. We WILL be opening this Fall and can't wait to see you on the mountain! #winteriscoming #mthigh #covid19,0,mthigh,Southern California's Closest Winter Resort l #mthigh,http://t.co/WCtWYjZ85U,1596,14494,2009-07-30 20:56:24,61596738,"Wrightwood, CA",False,5315,9050
49,1290640823802114050,"It’s 2020 Corona n all and I am still not comfortable with the ease with which people use the words; Penis. Pussy. Fuck. In Public, Songs, speaking etc. societal peace is really missing something and that’s the cause of so much bad. ",1,TheGist9ja,classified.,https://t.co/PouoSlpqcZ,1949,1614,2013-04-02 23:12:01,1323448856,Nigeria ,False,14049,2851
50,1290676796451684354,Why stop with covid everything in this world is for sale including you and your ideas. Take it all the way. The media you using to dispute the reality of covid is also fraudulent and not vetted. Everything is a lie including you.,0,180_Samadhi,"To know the truth of one's Self as the sole Reality, and to merge and become one with it, is the only true Realization.",https://t.co/3XUixQtshY,1742,106,2011-10-12 18:07:15,389604284,"Nashville, TN",False,24210,6253
51,1290659377750380547,Travelling under corona conditions involves some new rules. Even if you are not travelling yourself and simply picking someone up from the airport. Please wait in front of the terminal if this is the case.,0,berlinairport,Berlin Schönefeld (SXF) & Tegel (TXL) Airports‘ official service channel with up-to-date information as well as news & tips for your flights. 📞+49 30 609160910,https://t.co/hld9bvNkVS,950,43094,2011-09-21 11:11:30,377307157,Berlin,True,3672,16669
52,1290675637640888323,There’s no doubt that #FlexibleWorking will play a bigger role in #businesses post #Covid-19. Read more about how this benefit could help attract and retain talent in @InfluencePRMag:,0,OpenComms_,"Open Communications is a #PR, #socialmedia and #contentmarketing agency working with brands of all sizes. Small agency, big ambition. Based in West Yorkshire.",https://t.co/0V4CONyXRi,458,106,2019-05-30 16:27:17,1134134192462344199,"Wakefield, England",False,245,193
53,1290677135254917120,ACTION NEEDED! Join me in sending a letter to the editor to your local paper about the immediate need for Congress to pass a families-and-economy-first COVID package. @MomsRising makes it very easy--&gt;,1,DebbieL02501602,,,8,0,2019-06-24 23:52:41,1143305978600988674,,False,5,4
54,1290644739688202240,"Oh wow my initial interpretation was legit ""I take corona tests on the regular, I take this seriously."" And I just like... Totally accepted that messaging until I thought about it. Seemed perfectly normal...",0,Maddoxnelson,"Front-end developer. @DrakeUniversity alum, marathon runner. In a cabin in MN until the pandemic settles down. he/him",,313,517,2008-11-02 17:43:49,17117150,"Hibbing, MN",False,2631,10417
55,1290677754761887744,"Trump & the dems reaches a new stim agreement, HOWEVER the other house republicans do not want to give in, and in short of making everyone go back to work they want to give businesses IMMUNITY FROM COVID RELATED LAWSUITS",1,xosamryan,30% sugar 70% spice i’m not really nice,,313,299,2012-07-21 05:29:27,708426367,"Los Angeles, CA",False,25844,12869
56,1290677402465718272,"Hello Ima Single Dad, I Lost My Job Due To COVID-19. I’m Currently Low On Food And Essential Items, Can Anyone Help Me And My 3 Year Old Son Please, Also Retweet For Exposure My CashApp Is ($Ogslim5300) My Venmo is Dunk5300 ",0,UptopSlim53,"Single 👨‍👦 Father🥇💉OTF👨‍👦 N.E.↗️ Getting Better, I'm At Practice 💵 Is Motivation Take Risk And Prosper 🙏🏽 $Ogslim5300",,4999,1162,2011-12-04 06:42:16,427998529,,False,17329,26654
57,1290676069872402440,I see people complaining that a college wants to track where kids go on campus for Covid-19 and yet they are using cellphones where almost every app tracks them. Tracking your kids for health = Constitutional Violation. Tracking your kids to make others richer = Totally Cool.,0,geekdaddio,"Gamer dad to 3 gamer boys and 1 nerdy girl. Husband Love games, podcasts, politics and Star Wars EU. He/Him. 
https://t.co/1LK9g8jtHc",,336,491,2008-07-20 17:01:33,15503636,,False,1368,9078
58,1290668161659015168,You know I'm happy they are gonna perform at the VMAS but are they really gonna risk corona for them???? I mean they are gonna be held at NY with various performances across the city,0,raplinequeen,"Ot7 but Rap Line's bitch
BTSPopper
                                    
          Check my moments",,324,272,2019-04-02 15:38:44,1113103479382343681,She/Her | Fan Account | Mexico,False,22208,11996
59,1290669468264341506,I like how I unbothered I am about my college closing. I already wasn't physically going to the building for classes because of Corona. Then I received a text where they've closes because of the hurricane.,0,OnyxFjord,"(Dean\22\Black)Aromantic(?), College student, guy who casually enjoys games, just here. PFP- @Sqishybum Banner by- @IcyCubey",,255,98,2016-04-05 21:12:07,717459828206133248,"I have no sexuality, DIE",False,18007,14198
60,1290677439421652994,"Help someone get a used car to get back to work when COVID-19 Vaccine is in flow. Buy for $1. Convey to your followers. #ChillHop #JazzHop #LofiHipHop Track is ""Ms Norberrys Parenting Class"" https://youtu.be/cANDFqnMeHY Buy for $1 Here: https://distrokid.com/hyperfollow/pdh1/optimus-chill-3",1,PDHMUSIC1,"This music is a compilation of a few different styles of music. Jazz, Lounge, Jazz-Hop, Hip-Hop, Chill Hop, News Music, Real Estate Music, Coffee House, Cafe.",,43,25,2018-11-21 13:56:51,1065242641800024064,"Chicago, IL",False,262,2105
61,1290674632140480513,"The glitterarti at play and says more about where we are at than anything else at the moment including “gated community” privilege (perhaps), privacy and stupidity - hold the COVID and pass the wine ... ",1,literacyAI,"#AI ~ #presentations ~ #news ~ #views + #developments. Confused by how technology is changing our lives? We curate, unpack & ponder. Founder: ^Keith McDonald",https://t.co/TfUltlG2oD,103,69,2019-11-23 22:39:48,1198370296115400704,"Toronto, Ontario, CANADA",False,58,2843
62,1290675341548064774,"We did our Covid saliva test samples today as part of quarantine. Basically you spit in a phial. The toddler thought this was some kind of food we weren't sharing and followed us around the apartment saying, ""Yum? Yum?"" Then she cried because we would't let her drink it.",1,RobWritesPulp,"Novelist & screenwriter. Head Writer for YouTube documentary show Extra History. Upcoming 40k novel THE INFINITE AND THE DIVINE. Born Hawaii, live HK. He/Him",,1294,2406,2009-05-03 21:20:58,37505036,Hong Kong,False,10728,33980
63,1290675407126056961,Backwas! He could have been tested for COVID too... they wanted to stop his investigation to protect the baby penguin!,1,cabhishake,,,1203,112,2010-09-20 15:46:08,192944845,,False,202,1090
64,1290637299882000391,@murtazawahab1 We heard every day your press conference on Corona Virus about Federal Govt’s policy as wrong and disaster. Have guts to praise Smart Lockdown now ?You have lost to Federal Govt on every front. You need to resign for spreading wrong information @MuradAliShahPPP,1,shahzad_shams,Speak’s his Heart Out and does not believe’s in Grey but only and only in Black & White,,190,86,2015-12-28 10:23:23,4631225541,,False,3323,2711
65,1290676728868802561,Got to hang with friends 2 days in a row and it felt...... “normal” definitely what I needed to help combat the Covid blues. ,0,MsLaSha3130,"I pray, I sing, and sometimes I preach. I love Jesus and my mommy and pretty shoes :) Chicago is and will always be my home.",,465,310,2009-02-25 02:50:31,21827967,,False,735,9315
66,1290676021730185218,All Ian has is snark after he gets out of Davos; judging from that interview that is all little Jonathan Swan has. Covid deaths literally are dropping anyone can look that up why he went in there pushing that? Trump was correct.,0,winningatmylife,Life is too short to begin tweets with clichéd sayings.,,2342,6093,2014-03-05 16:43:27,2374042004,,False,124445,126059
67,1290675724161101829,When will you wise up and allow youth sports to do more than practice by themselves? You have robbed youth soccer of summer matches when the CDC says children and youth are at a 1 in a million chance of #COVID-19 fatality. Stop crushing our children.,1,jcoulterbrown,"Recovering NYer in SEA, married, dad to 3 beauties.Believer in Bigfoot & sports junkie.#CFC #MakeAmericaGreatAgain #GoBuffs #Steelers #Yankees",,1152,806,2009-02-17 04:01:24,21062272,"Seattle, WA",False,9584,16526
68,1290674501102063616,Because they made it!!!!!!!! Shitty people.. on the break days of covid.. hiding all the corruption of the port!!! I can’t think of anything else!!!!,1,AngieMoussally,,,220,100,2017-12-01 08:33:33,936513585035046912,Lebanon,False,565,1364
69,1290675171641004032,"“If we don’t work together the virus will work together, and probably in future we might have another Covid-20 … We have to keep up dialogue to keep the openness, transparency and cooperation,” he said. ",0,EconomicDailyKH,"Econom Daily, Cambodia Bureau",https://t.co/s2C6ffu9bO,207,238,2020-03-04 15:32:11,1235226177234595841,Cambodia,False,272,975
70,1290677277634822145," trying to “protect us” yeah he FAILED at that when he called covid a hoax. Instead of doing his fucking job, and locking us down, making mask mandatory etc. he just keeps saying “we are doing a GREAT JOB!” Great job at what?? Becoming the laughing stock of the world YES!",1,brandy_valdez19,"Exploring, capturing life's beautiful moments, and spending time with my family!! 💕😍👍❤️",,161,8,2017-06-29 15:49:37,880453209243996160,"Michigan, USA",False,210,68
71,1290644591008534536,Corona is moving towards its peak noone is safe outside home Plzz do something fast our year is getting wasted... Please promote all... #cancelcompartexam2020 @cbseindia29 @DrRPNishank ...,1,Shubham38883291,Here only to get justice with all the students 😶 ....#cancelcompartmentexam,,6,0,2020-08-03 08:32:08,1290203717485002753,,False,36,213
72,1290666090155081730,suddenly thinking of the time @cotjaa and I went to do pilates a day after corona hit depok apparently that class wanted to do an activity together which involves holding HANDS sekelas udh mau nangis kita,1,hecca_,looks better in low light,https://t.co/DMCYa9ir4L,186,93,2019-02-17 14:37:21,1097142963078029313,,False,1209,511
73,1290676324856745984,"Trum behaves like a three-year-old, has no respect, doesn't get racism under control and has killed thousands through his corona policy, which is worse?",1,54_berlin,Mavericks fan,,28,0,2020-07-03 14:45:29,1279063679439376385,,False,7,143
74,1290674875493883904,"#5thAugustBlackDay BJP could not save the economy. not end corruption. not stop terrorist attacks. not save the poor. not save people from corona. And now, they have landed before Bhagwan Rama to save themselves. unemployed now Bakts coz BJP give bribe to rape women, cause riot ",1,gooner4glory,,,30,27,2010-05-01 14:06:07,139085448,INDIA,False,40,109
75,1290675463858331648,"The #Paris Mayor @Anne_Hidalgo made the ’15-Minute City’ the centerpiece of her recent campaign - shop, work, and find recreational and cultural resources within a 15 minute walk or ride. Other mayors are viewing it as an option for the post-COVID world ",0,seankmcginnis,"Chin whiskered geonerd, Architect at @Esri and @PublicLab community organizer in NJ, Philly and NoVA. Views and comments are my own. #TrueJersey",,572,685,2008-03-26 21:06:37,14229766,,False,561,1864
