,id,label,tweet,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
10,1275690479531765760,1,"#kungflu even sounds racist, and its not even accurate seeing how #covid19 is a sars and not a flu!  

this virus has a name that entire world uses and its not racist and describes the virus with scientific detail! a feat the #maga base cant master #coronavirus #covid19",TheParadiseShow,"USN Vet ⚓ Hospital Worker during the COVID-19 pandemic

- Sailor
- Skateboarder
- Youtuber
-Check Out My Channel!
#Antifa",,31,3,2020-06-08 18:51:59,1270066021571969026,,False,154,180
11,1220051429622108160,1,"to put this into context, around one in every 1,000 who develop flu die, giving it a death rate of 0.1%.

“this 2019-ncov’s death rate could be 2%, similar to spanish flu,” professor neil ferguson, from imperial college london, said.",IndoPac_Info,"News of the struggle between the free world & #China in the #IndoPacific 

Geo-Politics & the military balance of power
 
Support #HongKong #Taiwan & #India",,405,46806,2017-03-21 10:40:02,844136511079559168,South East Asia,False,62761,88779
12,1275798332699369474,1,"a facebook post shared thousands of times claims the @cdcgov lied about the number of deaths caused by #covid19 by combining the count with pneumonia and influenza fatalities. this is false. #fakenews #coronavirus #usa

https://t.co/j9ww33h8l6",boomlive_in,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",https://t.co/xlzDAIkbJ5,1179,61425,2014-03-16 03:52:50,2392031700,"Mumbai, India",True,1787,23626
13,1220009767768334336,0,"@msnbc cdc estimates there have been at least 6000 flu deaths so far this season... 

seems like you're trying to scare a bunch of people over basically nothing. i'm sure it couldn't have anything to do with ""china bad!!""

https://t.co/npopiroobw",pointblaek,"Antiracist: Anti-Imperialist: Ecosocialist: Huge fan of [insert arbitrary brand loyalty here]

#AbolishICE #FreePalestine #MakeNazisAfraidAgain",,259,568,2016-10-06 18:54:18,784104512139264000,Stolen Catawba land,False,26029,28191
14,1273144079233224707,0,"coronavirus vaccine trial by imperial college london begins

a miraculous vaccine breaks records!

herpes, flu, cold, aids, so many viruses they cannot create a vaccine for years, but for #covid19 in less than 2 years! all the gullible people say yea!
 https://t.co/jqjwojk544",PollyA79337515,,,27,2,2019-01-16 10:54:15,1085490406069059589,,False,989,745
15,1274791752294191105,1,"remember when these fools said the flu is worst than #coronavirus?
remember when these fools said the summer heat and sun will get rid of
#covid19? 
well those #covidiots are wrong. protect yourself.",ChiefMacDawg,"Navy Chief (retired). Dad. In love.
Buckeyes fan. Cleveland fan. Navy fan. #blacklivesmatter #blacktranslivesmatter",,2161,2308,2009-02-11 12:46:10,20587444,Methuselah - HD140283,False,106478,129613
16,1275069136096227328,1,"ruby princess passenger diagnosed with flu days before coronavirus death, inquiry hears
https://t.co/s2ktxqc5ig",Dean90066,"#MAGA #Trump2020 🇺🇲
Producer CeeItTV",https://t.co/UW2JwVRAIe,5221,5222,2017-09-27 18:16:18,913105030567170048,"California, USA",False,53429,87245
17,1275804608208801799,1,"""we don't want to see a bad flu season and a second wave of #coronavirus at the same time.""

professor martin marshall says a spike in flu and #covid19 cases would ""hit the whole of the nhs.""

more here: https://t.co/e8fumtnafc https://t.co/4uslu1i7rn",SkyNews,"We take you to the heart of the stories that shape our world. 

For breaking news, follow @SkyNewsBreak",https://t.co/SnOv0usOtw,27,6269215,2007-07-19 14:42:53,7587032,"London, UK",True,12,408815
18,1273301334322606080,0,there isn’t a coronavirus ‘second wave’ https://t.co/j1gcheyihw via @whitehouse most americans realize the left-wing democrats and their cronies in the media are behind the epidemic over the flu called covid19! they want to keep controlling our lives so they can defeat america,brossh777,Old retired ultra- conservative Southern American. Husband of 62 years. Grandfather and Great Grandfather. Christian. 2A. Support President Trump! 🇱🇷#MAGA,,910,624,2014-12-26 17:38:13,2944188289,"Victorville, Ca.",False,1084,20339
19,1275662854176354304,0,@mailonline call this freedom!! it's more like a psychological prison. all this nonsense for a 'virus' that is no more than a strong seasonal flu..😠 #coronavirus #covid19 #newnormal #scamdemic https://t.co/iwfp8ptnfl,MarkAnt72,"Jazz & Soul Music Fan, Supporter Of The REAL Alternative Media. Raising Awareness On The Crimes Against Humanity #5G #Technocracy #GeoEngineering #BigPharma",,313,313,2016-04-12 19:17:52,719967790694797312,"South East, England",False,15870,14906
20,1275480111341395968,0,"so, #covid19 is a “coronavirus.”

did you know these are too?

common cold
common flu
sars
mers

what do you think the chance is of testing positive for covid19 if you’ve had any of these &amp; many others?

#scamdemic",ConservativeJi1,#Trump 💯 % #KAG #AmericaFirst 🇺🇸#TeamTrump #TrumpTruth 🇺🇸 IFBAP WorldTvlr...127 Countries 🌎 PARLER @ WorldTvlr 🇺🇸 #TakeTheOath,https://t.co/ENPzbrYgD3,5927,5437,2020-05-07 08:22:15,1258310981718953985,"Arizona, USA",False,5070,19114
21,1272964677157388289,0,"another republican not taking masks seriously, has coronavirus, as does his wife and child. he also called it ""wuhan flu"" well because evidently being a gop these days means being a bigot to people that have zero to do with covid19 spreading. 

https://t.co/20hsu7wueq",Carma_2012,"#NeverTrump and now #NoGOP 
 I may RT you because I agree with you or because you are the biggest idiot to walk the earth.. Up to you to figure out which one.",,1361,1057,2011-09-05 21:36:57,368578726,Trump is literally insane ,False,33269,203415
22,1275466739753631745,1,"let's take a look at the #covid19 numbers compared to the #flu

https://t.co/mwb55yecry",KAGSnews,"NBC TV affiliate and Emmy and Murrow award-winning local news station in Bryan, TX. Send breaking news tips at news@kagstv.com.",https://t.co/EDbFi3glDe,1271,6039,2011-10-13 18:47:59,390277164,Bryan/College Station. TX,True,2890,50665
23,1275472599548657670,1,“texas children’s hospital confirmed late monday it is admitting adult patients to free up hospital beds across houston as coronavirus cases surge.“ https://t.co/xzrvfwacjg #covid19 is not like the flu. at all. really,DaveYoumansMD,"Advocate; Econ&HealthPolicyphile; Chair ACR Radiology Advocacy Network; Past President, Radiological Society of NJ; Ex Naval Officer🇺🇸 IR Radiologist",https://t.co/cAbF1uZG9N,1712,2027,2009-07-15 12:38:39,57004182,,False,17971,2948
24,1275593170999484417,0,"@growsomeovaries @nycbumpkin @whitehouse actually ""confirmed absolute"" is strange. when they literally counted no flu deaths. flu kills 35-70k annually in 🇺🇸 hospice patients counted as coronavirus deaths. the #fakenews is called that for good reason. even birx said they were counting all death as covid19. i heard her.",NeedTrump4Prez,"Constitution Matters🇺🇸 POTUS45👍 ❤ gab acct
https://t.co/nc2YoTgHON TrumpIZMyPREZ

#WWG1WGA🌎 #Trump2020 #DrainDeepState 1A 2A #GodBless🇺🇸#FlynnFighters 🙏",,7329,7185,2016-09-27 21:49:04,780887002992349184,United States,False,76880,45616
25,1274186183489122310,1,"virus was spreading in the west since december, has infected far more thn officially reported. we had a notoriously bad flu season, deaths were most likely covid, those who were sick in jan/feb were probably sick of covid #italy #coronavirus #covid19",Cha0sweaver,"Canadian, loyalist, nationalist, and a Liberal. I’m proud of our wonderful country. We aren’t America and never will be. peace, order, and good government",,791,177,2009-12-07 06:37:42,95150738,バンクーバー,False,12755,6083
26,1275800041014194176,1,"trump's flu klux klan has spread the virus more than china ever did.

#chinesevirus #kungfluvirus #trumpscoronavirusrally #chinese #redhatcult #corruptlicans #coronavirus #covid19 #covidiots https://t.co/0zyyvir204",Staircase2subc1,Disabled veteran. Sickened by the corruption. Holding out the little hope I still have.,,72,40,2019-03-01 18:27:06,1101549435769643008,,False,2094,1208
27,1275830837985017858,1,"breathtaking (in the best sense). nobody should understimate the brutal impact of any #covid19 infection. must read for all the idiots comparing #coronavirus to flu and playing with fatal #herdimmunity. 

@birgitc, all the best to you, stay strong! https://t.co/qywbuggoks",Mat_Struwe,Inhaber der PR-Agentur Eye Communications. #Rechtskommunikation #LitigationPR #Wirtschaft #Finanzen #Pressefreiheit #Bildung #Mirovia #Frankreich #SCFreiburg,https://t.co/Kxa62ntUi8,1036,817,2011-10-26 21:49:23,399025508,"Freiburg, Deutschland/Germany",False,43305,19859
28,1275273568301879297,0,i know of no #asianamericans who were offended when #presidenttrump was noting a few nicknames that were given to the #coronavirus (#covid19). among the list was #kungflu. but the media is relentlessly pounding this story as though he just nuked #china! 😱https://t.co/7lpwfr0ytu,BudMeyers99,Self-quarantined and #covid19-FREE in #LasVegas during the #BlackLivesMatter and #AntiFa riots. All press briefings are on my pro-#Trump Youtube channel. #KAG,https://t.co/krwY8B3oSK,433,433,2011-09-30 03:09:25,382455729,"Las Vegas, NV",False,8745,35522
29,1275275180282130432,0,"more “seasonal flu” news from college football 🤔

#covid19

https://t.co/qokxcbv7rr",greavespg,"Alum of Moody's, FGIC, MBIA, Dexia, BNP Paribas, NYC govt. Managing Editor @Debtwire_Munis. 9th Grade AAU Basketball 🏀 Coach, Adjunct Professor",,1341,1000,2011-07-30 23:14:14,345644058,"Lynn MA via NYC, SoCal&Panama",False,7930,22883
30,1275775468088803328,1,when u have symptoms of #cold #flu #covid19 #coronavirus or other #viruses &amp; #infections properly wearing a surgical #facemask can help protect others from getting sick. it's important that u follow infection prevention precautions when putting the #maskon &amp; taking the #maskoff https://t.co/jpkiojdijy,TheGrowingBuds,"#National_NGO AllTypes of #SocialWork engaged in #HumanitarianAction, #Freedom of Expression & Use of #Information ToPromote #Democracy & #Development of #India",,999,75,2020-02-22 12:29:02,1231194088495599616,India,False,162,152
31,1273679206296227841,0,"apparently a new drug has been found that will ""kill covid19"" - does that mean they've found a drug that can kill the flu, too? because, and correct me if i am wrong, but aren't both covid and the flu a virus?

pretty sure you can't kill a virus!

#covid19uk #coronavirus",Twix3780,"https://t.co/7d6PO0pK02: Twix3780
https://t.co/Cc31vYNRSo: Twix3780
https://t.co/xsz6HKtNRx: Twix3780",,151,28,2015-10-16 16:35:50,3973279697,"Wales, United Kingdom",False,915,2115
32,1275025889768677376,1,@darkvader1776 @pluna00 @breaking911 @dcgrandma52 @calicoco3 it’s not the flu . influenza scientific name is orthomyxoviridae. this is a coronavirus.  different altogether. and this one causes sars not a cold #troll #covidiots #covid19,jojoten0,"QA /tech support; HR @BladesongGaming .. writer; mother of a son and cats, ex Cdn Forces; genX; gamer, descendant of Armenian genocide survivors",,917,518,2016-04-02 22:25:04,716391021484097537,"Toronto, Ontario",False,6630,4387
33,1274708568248287232,1,"both have effects but is #twexit important today or #coronavirus? its flu say some; others see death in #covid19 &amp; squirm. is drug &amp; #vaccine lacking #covid_19 pandemic a threat to #humanity? should we relax #lockdown or segregate? https://t.co/fzztthiwgg
https://t.co/utw9dljzdh",TopMostShop,Aiding women https://t.co/8tUXsdiL7b & both sexes https://t.co/H3cE6jfcFH for FREE we aid site owners whose 90% sites fail in Google+ rush Follow- get 3Ds in DM,https://t.co/C1jmQEWEjp,4677,3408,2016-04-07 17:36:01,718130220746846208,UK,False,96,156159
34,1274214728168910849,0,"@guykawasaki #coronavirus before jan 2020 was known as the ""common cold"" &amp; the ""seasonal flu.""

why is this #coronavirus (aka #covid19) any different?
.
.
.
.
because the #ccp, dr fauci and bill gates says so, and we need a vaccine.
 
#wuhanvirus #ccpvirus https://t.co/zqfgdm0ki1",borderObserver,The Border Observer watches our southwestern border #TBO,https://t.co/NoX2LVfC1X,272,1267,2017-08-09 20:56:19,895388295496073221,"El Paso, TX",False,3680,31504
35,1273117499513622541,1,"while fox news anchors claimed covid19 was less virulent than the flu + a just a plot by liberal hyper-partisan media out to ""get"" trump, fox warned its own employees to stay home❗️to “reduce the staff footprint at our headquarters in new york."" https://t.co/e73ksmirp5",aimee2day,STOP THE MADNESS❗️be aware❤️,,4917,2233,2014-01-21 07:55:51,2295013133,New York ,False,63426,54048
36,1273035147978424320,1,"a flu shot causes your body’s immune system to make antibodies that protect you from influenza. these antibodies are different from the antibodies your body makes to fight an infection caused by the novel coronavirus. #covid19 #basedonscience 
https://t.co/fcdhdnnjq5",theNASEM,"The official account of The National Academies of Sciences, Engineering, and Medicine. Advising the nation, advancing the discussion, connecting new frontiers.",http://t.co/NTxw3svoMx,2186,75418,2008-10-02 19:01:57,16564324,"Washington, DC",True,2910,18910
37,1275897487832866824,0,@fionamflanagan1 they haven't even isolated a so called covid19 strain from coronavirus. which incidentally causes around 20% of all colds &amp; flu every year. so at least 20% of the population would test positive anyway.,Kennyangel,"If your opinion on life is the same when you're 40 as when you were 20, you've wasted 20 years of your life",https://t.co/HkkPcJCJWS,431,181,2009-02-05 23:42:18,20202467,"North East, England",False,3967,16664
38,1275666502541283330,0,"@magamuscleman @maryamhenein this post-licensure efficacy trial recorded a 0.7% death rate in seniors who took the fluzone quad high-dose for seniors. per the cdc, covid19 death rate = 0.26%
so the flu shot is more dangerous than the coronavirus. https://t.co/435thkyupl",BeckyJohnson222,"Gores sacred oxen, teacher, muck-raker, Santa Cruz 11, #FreeHongKong #EndTheLockdown #FluShot killed my Dad! Anti-masker!
  ❤= I read it",https://t.co/IE3ItktIdM,4436,3967,2010-01-27 02:03:34,108796231,"Seaside, California, USA",False,185823,177329
39,1275396690921623552,1,"can the flu vaccination stop covid-19? 🤧

no, the flu vaccine will not stop #coronavirus, but receiving your jab at your local #communitypharmacy will help ease the pressure put onto the nhs and save lives.

#protectthenhs #covid19 https://t.co/zfrlwqh1x3",ImaanHealthcare,Nationwide chain of community pharmacies. GP split placement #prereg programme. Keen on service innovation and collaboration. #Oriel #Pharmacy,https://t.co/q2PLaXikbj,950,826,2016-09-09 09:07:49,774172446320504836,"Nationwide, UK",False,941,2319
40,1273631244006289414,1,@kamalaharris #covid19 #covid__19 is an opportunistic killer. california is reopening too quickly giving this virus the opportunity it requires to aggressively spread &amp; kill. the spanish flu pandemic of 1918 killed 50 million people. how many people will covid19 kill? https://t.co/htbhixx3o4,SBBeacon,Online newspaper (http://t.co/BsOHzWST9M),http://t.co/cwyxGvXa3l,8252,13508,2009-02-19 23:29:02,21352370,San Bruno California,False,9,256421
41,1220006583331180544,0,"here is transcript of telecall press briefing yesterday about #coronovirus #ncov2019 
https://t.co/xcwboun5hz
do remember that this is #flu season. period. it can be deadly enough. use good hand and respiratory measures. https://t.co/alouj0w5ve",QuakerNana,"Trying to cultivate mystical consciousness each day ~ Artist, Quaker, Equal Rights activist 🏳️‍🌈Love is Love, Pathological optimist, #BLM  https://t.co/jtybSrnUl3",,26459,24050,2008-10-04 16:08:53,16592565,"Before: Lancaster, PA now Ellicott City MD",False,93113,44321
42,1275085612903804929,1,"doubt it... given the flare ups in korea, china &amp; germany at the moment... &amp; they are are a few weeks ahead of us! 

come autumn/winter, things will flare up again... then it will be decide if it flu or covid19!

 https://t.co/n2fsiirvlq via https://t.co/i9j64gvjwa",DrSpock_MGBGA,"#MGBGA. #AllEnglishHistoryMatters.
#GodSavetheQueen
#Royalist.
#AllLifeMatters. 
#WTO. 
#Capitalism. 
Political Commentator - Live Long & Prosper 🖖",,2619,4706,2017-02-19 03:04:48,833150310524809216,"London, England",False,26419,43939
43,1275178158585757698,1,"@johnjharwood @cillizzacnn .john, it's not the *cases* that matter -- it's the hospitalizations. nobody sits around and frets about catching the flu; it's only newsworthy if it sends you to the hospital or to the grave.
#covid19 #coronavirus",trippwhitbeck,Random thoughts & musings from a recovering lawyer. Former @AmherstCollege mascot. Current #MayorOfNatsTown. Founder of I Bourbon: It's yours. 🥃  ✝️,,256,342,2014-12-04 05:59:40,2904705381,A little off-center.,False,14253,18816
44,1275902501380915210,1,@indivisible9nc @cvdeathwatch @walkon82721326 @danforestnc such as @ncgop candidate for governor lt. dan who wanted us all to keep #covid19 in perspective? telling us that coronavirus is no worse than the flu or hiv? #maskup #staystrongnc #standwithroycooper #ncpol https://t.co/ml7eiz0z97,csites73,"Fights for social justice and civil & human rights. Believes in separation of church & state, a living wage, & free higher ed. LGBT. Democrat. Liberal. WVU Alum",,2743,877,2015-10-31 04:16:14,4080073588,,False,54194,45555
45,1275829326945157123,1,"@karlfly11 @bluetx2020 @govabbott of diagnosed cases that have resolved, the fatality rate worldwide is 9%. between covid19 and swine flu, the fatality rate for covid is 100x worse

the fatality rate doesn't include those that survive with long term damage to their health

https://t.co/h01ocbnjjs https://t.co/sjwdvu5h3x",RaisedtoWalk,"Our life in Christ is a journey.  Reflecting on the victories, the pitstops, and the train wrecks

Show before you tell. Amos 5:21-24. #floodofjustice",https://t.co/koa5wZngNQ,343,269,2013-06-29 22:05:44,1556601552,"Houston, TX",False,2308,4371
46,1220051600128888832,0,"@mrsdriscoll concentration camps to force an injected medical procedure for the flu. if you eat healthy and get exercise, you will be fine. the coronavirus is a scam to make pharmaceuticals more money. why does the cdc already have a vaccine for this?",PriceRegierCe,"SAHM, wife to a Veteran 🇺🇸🇺🇸🇺🇸, #PATRIOT, #Deplorable #Trump2020 #BaconLover, #Christian #MAGA #KAG #WWG1WGA #WeThePeople🇺🇸🇺🇸🇺🇸",,1187,948,2016-06-10 21:37:12,741383737858871296,,False,32668,21616
47,1274604849217355776,1,"it came, it spread, it killed: lessons from the spanish flu for coronavirus-hit india 100 years on - coronavirus updates https://t.co/wg7sjbuqfj corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, to… https://t.co/50j8jvdrsw",mrakcreation,"Web Developer.
PHP
CSS
HTML
JQUERY
JAVASCRIPT
WORDPRESS
BOOTSTRAP
RESPONSIVE LAYOUT",https://t.co/GwqQU8Vqgp,111,28,2016-07-16 13:09:10,754301851407880192,"Punjab, India",False,28,1932
48,1220147000101896192,1,new flu-like coronavirus epidemic is spreading worldwide: a man in washington state seems to be the first us case.,BehroozParhami,"I am a Professor of Computer Engineering at UCSB, USA. My focus is science, technology, and equal rights, but I will share other important human stories too.",https://t.co/9nsW3OXEl7,46,112,2017-07-26 20:11:35,890303605483483137,"Santa Barbara, CA",False,562,4555
49,1275537701467545602,1,"@beverle25586961 @graemefrisque @kinsellawarren @elpolitics which flu strain?  
there are many each year. 
do they all die of the same strain of flu?

using total worldwide flu deaths as a way to minimize the effect of covid19 is a flawed argument as covid19 is one single strain of coronavirus.",TamTami00,"♀️ 🇨🇦  Educate others, don't berate others.
Female. GenX, pacifist
All welcome to follow me.  Be well!

Living with PTSD, anxiety & depression.",,359,63,2020-04-25 16:35:12,1254086539597971456,,False,8159,4693
50,1273280440531668992,1,"your flu is not corona, here is comparison of coronavirus, flu  https://t.co/7z56xnilzz 

#coronapandemic #coronainpakistan #coronavirusupdates #coronawarriors #covid19 #covid_19 #covid19pakistan",KhaleejMag,Voice of the People. #Business  #Sports News across the Globe. #CoronaVirusUpdates #COVID2019 #COVID19,http://t.co/ZuzftfyLu9,65007,75511,2009-12-08 08:57:36,95383781,"Dubai, United Arab Emirates ",False,587,12949
51,1274239098409021441,0,"@mpsmithnews they peddling bs &amp; fear 24/7. are they testing for coronavirus or covid19? coronavirus has been around probably forever, in medical books  coronavirus=common cold. animals have coronavirus, flu vaccines/coronavirus, many people will have or have had coronavirus. hidden agendas.",MonicaB14750640,"Want to see the end of NWO, UN, WHO, NATO, Bilderberg Group, CFR.... Looking forward to the swamp being drained globally. Aussie Trump fan.",,697,422,2019-03-04 04:31:34,1102426331956961280,Australia,False,7133,9371
52,1275094812757196800,0,i read flu's are coronaviruses.  do the tests differentiate whether its covid19 or just a coronavirus? https://t.co/ovnijzn1sn,10Szn18,"There exists a conspiracy in favour of
despotism, against liberty,
of incapacity against talent
of vice against virtue,
of ignorance against enlightenment",,3988,3923,2018-01-17 12:58:10,953612408790102016,,False,34307,34613
53,1274778289308086274,1,"the second wave of spanish flu almost century ago was more deadly than first one. so, is second wave of covid19 inevitable? and how bad it gonna be guys? #coronavirus",jatoi8861,Serving Nation,,192,38,2013-09-22 13:43:43,1893827245,karachi,False,157,519
54,1272933533649186816,0,"i got sick with #coronavirus during the winter.
i didn't tell anyone.
i treated it like flu.
i got better within a few days.
please, others #tellyourstory of #covid19",StefanOfVenus,Sharp and smithy.,,622,421,2019-03-08 02:04:04,1103838764491816960,,False,24022,4588
55,1273223900558745602,1,"one new local covid case reported, active cases fluctuate, by @caitlanmbutler | https://t.co/qxgajke7vp #eldorado #unioncounty #covid19 #coronavirus #healthreport #arkansas https://t.co/bek3nty9ld",el_newstimes,"Founded in 1889, the News-Times is THE news and information source for southcentral Arkansas.",https://t.co/2NCtNoLlLs,134,896,2015-03-25 21:27:34,3107934590,"El Dorado, AR",False,129,5248
56,1274680100483731456,0,"we all will test positive4 coronavirus bcuz weve all been exposed 2colds, regular flu. its called ""human coronavirus"" look on clorox disinfectant wipes. this is how they're playing this term. u should b tested specifically4 covid-19 like u r 4 typea flu.
https://t.co/2xpajgtfnf.",MarthaVineyard4,"Married.  Mother, Grandmother, Gr grandmother, Patriot.
God Save our USA! TRUMP is My President! YAY!
I Block trolls. NO lists! #Women4Trump #WWG1WGA #MAGA",,6666,8918,2016-01-22 00:42:17,4833630597,,False,64134,199300
57,1273542577673904129,0,"@aubrey_huff @magadebwwg1wga #coronavirus before jan 2020 was known as the ""common cold"" &amp; the ""seasonal flu.""

why is this #coronavirus (aka #covid19) any different?
.
.
.
.
because the #ccp, dr fauci and bill gates says so, and we need a vaccine.
 
#wuhanvirus #ccpvirus https://t.co/bamcavftf8",JessePolitic650,Government & Politics; OFF SHADOW BAN AGAIN #QFDshadowban ❌again,https://t.co/2zfO3WSNi5,505,277,2017-01-12 12:21:45,819519735637377024,West TX,False,13489,50268
58,1274744709810843648,1,@fireeatn11 @bjhnsn176 @holowcut @triumphicdhq would not have died from the flu. https://t.co/sx4876oz8j,sqirlgirly,,,1136,444,2018-04-24 02:10:59,988601164785635330,"Regina, Saskatchewan",False,44730,64803
59,1273639152290942977,0,@realdonaldtrump swine flu infected over 60m americans. is weaker of course than covid19 but you see how bad obama handled it. just imagine if he was president now and over 60m got the coronavirus over 5m would be dead by now. weren't 3m supposed to die? trump responded great,dario27soccer,,,278,21,2016-11-12 05:39:28,797312835915108352,"California, USA",False,1058,1188
60,1220013471896465408,0,"keep in mind when you see scare stories about #coronavirus that cdc estimates the flu has killed at least 6000 people this season.

ask yourself if you think we'd be hearing anything about this outbreak if it were taking place in western europe.",pointblaek,"Antiracist: Anti-Imperialist: Ecosocialist: Huge fan of [insert arbitrary brand loyalty here]

#AbolishICE #FreePalestine #MakeNazisAfraidAgain",,259,568,2016-10-06 18:54:18,784104512139264000,Stolen Catawba land,False,26029,28191
61,1272938090794008579,0,coronavirus is an overblown media scam! death rates equivalent to the flu! down with @cnn @nytimes @guardian and the rest of the liberal media outlets!!! stick to @aljazeera - allahuakbar!!! #covid19 #fakenews,LatrellPee,"Liberty, freedom, god and upward mobility!",,43,1,2020-06-14 19:17:36,1272246789266198528,"Texas, USA",False,52,94
62,1274386492572524545,1,"and another, bc someone said it wasn’t as bad as the flu 🤦‍♀️ #coronavirus #covid #covid19 https://t.co/x9vgtmepgq",AMcA32449832,"Medical doctor, researcher (molecular biology and neurooncology), nerd, freak😈.Curse like a sailor& IDGAF. If I tell you to fuck yourself, take it personally",,23,188,2020-03-14 15:33:48,1238850793173856261,United States,False,12536,6203
63,1275475828139339776,1,"nih's fauci q&amp;a: when get into winter, ""inevitably"" to have concurrent flu season. need to have as many people as possible to get flu vaccine so don't have complicating factor of ""confounding"" double infections. #coronavirus #covid19 @anthonymace #fauci",MaceNewsMacro,,,10,395,2018-03-30 12:03:08,979690486872051712,,False,63,10399
