,Unnamed: 0,id,label,tweet
47,47,1220051600128888832,0,"@mrsdriscoll concentration camps to force an injected medical procedure for the flu. if you eat healthy and get exercise, you will be fine. the coronavirus is a scam to make pharmaceuticals more money. why does the cdc already have a vaccine for this?"
48,48,1274604849217355776,1,"it came, it spread, it killed: lessons from the spanish flu for coronavirus-hit india 100 years on - coronavirus updates https://t.co/wg7sjbuqfj corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, to… https://t.co/50j8jvdrsw"
49,49,1220147000101896192,1,new flu-like coronavirus epidemic is spreading worldwide: a man in washington state seems to be the first us case.
50,50,1275537701467545602,1,"@beverle25586961 @graemefrisque @kinsellawarren @elpolitics which flu strain?  
there are many each year. 
do they all die of the same strain of flu?

using total worldwide flu deaths as a way to minimize the effect of covid19 is a flawed argument as covid19 is one single strain of coronavirus."
51,51,1273280440531668992,1,"your flu is not corona, here is comparison of coronavirus, flu  https://t.co/7z56xnilzz 

#coronapandemic #coronainpakistan #coronavirusupdates #coronawarriors #covid19 #covid_19 #covid19pakistan"
52,52,1274239098409021441,0,"@mpsmithnews they peddling bs &amp; fear 24/7. are they testing for coronavirus or covid19? coronavirus has been around probably forever, in medical books  coronavirus=common cold. animals have coronavirus, flu vaccines/coronavirus, many people will have or have had coronavirus. hidden agendas."
53,53,1275094812757196800,0,i read flu's are coronaviruses.  do the tests differentiate whether its covid19 or just a coronavirus? https://t.co/ovnijzn1sn
54,54,1274778289308086274,1,"the second wave of spanish flu almost century ago was more deadly than first one. so, is second wave of covid19 inevitable? and how bad it gonna be guys? #coronavirus"
55,55,1272933533649186816,0,"i got sick with #coronavirus during the winter.
i didn't tell anyone.
i treated it like flu.
i got better within a few days.
please, others #tellyourstory of #covid19"
56,56,1273223900558745602,1,"one new local covid case reported, active cases fluctuate, by @caitlanmbutler | https://t.co/qxgajke7vp #eldorado #unioncounty #covid19 #coronavirus #healthreport #arkansas https://t.co/bek3nty9ld"
57,57,1274680100483731456,0,"we all will test positive4 coronavirus bcuz weve all been exposed 2colds, regular flu. its called ""human coronavirus"" look on clorox disinfectant wipes. this is how they're playing this term. u should b tested specifically4 covid-19 like u r 4 typea flu.
https://t.co/2xpajgtfnf."
58,58,1273542577673904129,0,"@aubrey_huff @magadebwwg1wga #coronavirus before jan 2020 was known as the ""common cold"" &amp; the ""seasonal flu.""

why is this #coronavirus (aka #covid19) any different?
.
.
.
.
because the #ccp, dr fauci and bill gates says so, and we need a vaccine.
 
#wuhanvirus #ccpvirus https://t.co/bamcavftf8"
59,59,1274744709810843648,1,@fireeatn11 @bjhnsn176 @holowcut @triumphicdhq would not have died from the flu. https://t.co/sx4876oz8j
60,60,1273639152290942977,0,@realdonaldtrump swine flu infected over 60m americans. is weaker of course than covid19 but you see how bad obama handled it. just imagine if he was president now and over 60m got the coronavirus over 5m would be dead by now. weren't 3m supposed to die? trump responded great
61,61,1220013471896465408,0,"keep in mind when you see scare stories about #coronavirus that cdc estimates the flu has killed at least 6000 people this season.

ask yourself if you think we'd be hearing anything about this outbreak if it were taking place in western europe."
62,62,1272938090794008579,0,coronavirus is an overblown media scam! death rates equivalent to the flu! down with @cnn @nytimes @guardian and the rest of the liberal media outlets!!! stick to @aljazeera - allahuakbar!!! #covid19 #fakenews
63,63,1274386492572524545,1,"and another, bc someone said it wasn’t as bad as the flu 🤦‍♀️ #coronavirus #covid #covid19 https://t.co/x9vgtmepgq"
64,64,1275475828139339776,1,"nih's fauci q&amp;a: when get into winter, ""inevitably"" to have concurrent flu season. need to have as many people as possible to get flu vaccine so don't have complicating factor of ""confounding"" double infections. #coronavirus #covid19 @anthonymace #fauci"
65,65,1275232994148511745,1,"the only two questions that matter about #covid19 coronavirus. 

total positive tests are irrelevant at this point, because tens of millions of americans will likely get it because it spreads as quickly as the flu or cold and is impossible to stop with any reasonable approach

👇 https://t.co/t3a5ssbapq"
66,66,1273752714548260867,1,"so i just heard a woman in tulsa, queued up for the trumpus rally, equate covid-19 with the flu. what is wrong with these people? #covid19 #coronavirus #tulsa #trumprallytulsa"
67,67,1275838251094302721,0,"@hecht74 @burghgirl69 @congressmangt @gopoversight and just so you know, cdc said over half the deaths, were not from cv19 https://t.co/vidrlqf370

look at the chart above.  flu and pneumonia are added to covid deaths.  why is that?  hmmm.... https://t.co/6ecgwsodxb"
68,68,1275523050365214720,1,"with a second coronavirus wave expected in the fall, health experts are stressing the importance of this year's flu shot. #omrf #covid19 #coronavirus #flu #vaccines

https://t.co/9rvdsm5tlo"
69,69,1274245814479699969,1,"brazil's #trumpacolyte calls #covid19 ""little flu"" and stands on 42,000 graves while denying science and simply ignoring the raging disease in his country ""analysis | brazil faces the coronavirus disaster almost everyone saw coming""   https://t.co/yozoxxovqq"
70,70,1275870010414686209,1,"using hand sanitizer reduces microbial counts and kills many harmful germs that could infect workers with the flu and other viruses.
.
#facemask #sanitizer #clean #covid19 #coronavirusupdate #coronavirus #corona #lockdown #pandemics #quarentinelife #breakingnews #coronavirus2019 https://t.co/fw5ms1ryuz"
71,71,1275820835371089920,1,@hotpep2706 @jeffmason1 @cernovich @realdonaldtrump they could get sick but in theory people got sick before coronavirus. some might catch a cold or flu. those viruses didn’t disappear once covid19 appeared. young people are not going to stay indoors and social distance. life is all risk.
72,72,1275083937241460737,0,"@realdonaldtrump #covid19 48% of cases in az are in those between ages of 20-44. leader of protests/riots in phoenix has #coronavirus &amp; is warning others he was with at protests to get tested. young people get a very bad flu, but generally don't die. deaths still predominantly in over 65 age"
73,73,1219972161672077312,1,@rebelfd @mackayim the ones who died already had serious illness. and the estimated amount last week was over 2000. the mortality rate is below 0.5pct. understand the statistics of infection. many mild cases do not get reported. cdc estimates of flu deaths are also based on statistical sampling
74,74,1272927260035563521,0,"@fox5vegas unless you are sick or caring for someone that is sick...say no!
#covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #influenza #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #virus #obamagate #exposebillgates https://t.co/3eqbsn0zgd"
75,75,1273632759618179074,1,"@realdonaldtrump swine flu killed roughly 12.5k people over 2 years. biden was not in charge of the response to h1n1 and lastly, you failed to handle covid19 appropriately and 120k americans (and counting) are dead in 3 months. the failure is due to your ignorance and indifference!
#coronavirus"
76,76,1273719423988150273,1,"@bestson99 @dorseyisajoke34 you may never realize you are sick and continue to
spread #covid19 for weeks!!
this is a novel coronavirus!! not the flu! it is replicated
by #rna as hiv is! flu kills .001 but #covid19 kills .5 as
you can see 120,000 in 3 1/2 months!! by sept 200,000
while canada lost 6000!"
77,77,1273454558363054080,1,"don't know if i'm missing something, but #covid19 has killed more people than the flu, right? wasn't the argument all along that it wasn't that bad? now that there's proof that it is, why are we still pretending it's nothing?

https://t.co/gjyqrwy86a"
78,78,1220087510233239553,0,"@juliemason the cdc says that 80,000 people died from the ""regular"" flu in 2018. so forget the coronavirus."
79,79,1219976972748644353,0,"flutrackers global 2019-ncov case list - we calculate 482 cases (473 in china), &amp; 9 deaths,not incl. reported hong kong case. 

this list is being continuously updated. we are doing our best to keep up with the evolving situation. 

https://t.co/gf1tpstfvx h/t team at flutrackers"
80,80,1275559952086679556,1,"@whitehouse @realdonaldtrump fixed it-- potus irresponsibly crams unmasked supporters together for another super-spreader petri dish rally. the young people take covid19 home &amp; mothers, fathers, grandmother, grandfathers, family &amp; community get sick. many die bc coronavirus is 50x more deadly than flu. #dumb"
81,81,1275461420528873473,0,"is covid-19 deadlier than flu?

""in short: no, coronavirus is not “20x deadlier” than the flu. the science suggests it may be anything from very slightly worse, to noticeably better.""

https://t.co/6j8uw9bkz3"
82,82,1220051419509616641,1,"#china's coronavirus has 'the same death rate as the #spanish flu pandemic that killed 50m people in 1918'

“this 2019-ncov’s death rate is around 2%, similar to spanish flu,” professor neil ferguson, from imperial college london, said.
https://t.co/iqa5fu2ktl"
83,83,1275077651875508230,0,"biggest daily increases in coronavirus cases recorded over weekend https://t.co/klahm7dx8t via @mailonline  don't be fooled  460,000 deaths worldwide   recorded in 7 months from covid19  ,  over 650,000 deaths occur worldwide every year from flu season every  4 months   folks"
84,84,1272945649101574144,0,"trump lies that kids are safe from covid19 to reopen schools: ""regular flu, other flus, other things, sars or h1n...young people they were affected like everybody else, but for whatever reason with respect to covid, the numbers are very, very low,"" he said https://t.co/fswoil1a62"
85,85,1273008555646504961,1,"just a flu? really… 

remember trump pitched it’ll blow away by easter sunday 

118,940 deaths in the us

+9,442 (new cases in the last 24 hrs)

+657 (deaths in the last 24 hrs)

#covid19  #trumpgenocide  #bunkerboytrump  

https://t.co/rwpa4o3df7 https://t.co/ztfw4p4nl4"
86,86,1275274530890661895,0,"government will never introduce a measure that has a meaningful impact on #covid19 or any other flu—now, it’s all about walking back the damage our ‘leaders’ caused. cinemas to be allowed to reopen as pm takes axe to two-metre distancing rule
https://t.co/zycua1vzt5 https://t.co/jqoucjjekl"
87,87,1274713362505613313,0,"international fyi

toxins

 weaken the human immune system
no if ands or but's
weaken the system and the common cold requires body bags every year and the yearly flu season will do what fraudlent fauci said covid19 would do.

allowing hazmat is asking 4it

https://t.co/obgijrgy8m"
88,88,1219992287289081857,1,yow aren't you all scare of the novel coronavirus or the 2019-ncov?? plus dinagyang is fast approaching and u can just imagine the influx of tourists. don't want to cause panic but pls practice frequent handwashing and proper cough etiquette !!
89,89,1273764134157508608,1,how are we anywhere near the end? several states are headed into an italy/nyc situation as we speak and others are yet to be hit. and this is just the first wave. what will come in the fall when we are forced back inside with the flu will be worse! #coronavirus #covid19 https://t.co/vqlnijl11p
90,90,1274273746015137793,0,"💥💥#covid19 facts 💥💥

over a 5 month period death rates:

covid - 280,000
flu - 600,000
diahorrea - 2.5 million

we were conned folks. we shut down for nothing. 

#coronavirus #truthmatters"
91,91,1274028508717563904,1,"@washingtonpost the u.s. is a nation in decline. it spends $1 trillion a year on national security but can't protect it's population from a pandemic. europe and china have contained the spread, but #covid19 will be rampant in the u.s. during the fall and winter flu season. #coronavirus"
92,92,1274265811553865729,0,"@aslavitt you do realize you're counting cases not death. my state had  -1,500 that's 0 flu death's. all of this isn't based on fact. they counted every single death as covid19 including hospice patients. filled nursing homes up with coronavirus people caused the rate to soar. facts matter"
94,94,1220010605928644616,0,"@benhockey @msnbc @realdonaldtrump you're falling for the scare mongering. try comparing china's ""epidemic"" with our flu:

https://t.co/npopiroobw"
95,95,1274777271895818242,1,"a second wave of coronavirus on the way?

a @bbcworld report indicates that there is a second wave of #covid19 on the way.

the second phase of 1918 spanish flu was deadlier than the first. so, is a second coronavirus wave inevitable? and how bad could it be?

source: @bbcworld https://t.co/am8mbx1evb"
96,96,1275210911809069057,0,"@juliansrum 100,000 coronavirus cases or 100,000 influenza cases? 
symptoms used to diagnose coronavirus same as the flu.

influenza positive cases in week 10, 12 and 14 same time as covid19 cases rise. https://t.co/envg5srehn"
97,97,1272912565568446465,1,"@zidanebaldpatch @dukegonzo1331 @mikeneil1 @warrior_scots @stvnews no, it isn't. us deaths last winter from flu between 24,000 and 62,000. 
us deaths as of today from covid19 total 116, 127. 
that's quite the difference. source : https://t.co/pnjvlxyxad"
98,98,1274507371289722882,1,combating misinformation: is coronavirus no worse than the flu? #covid19 #flu please click on the link:  https://t.co/nmw5g9y5jp https://t.co/mcfypa0wkc
99,99,1274968318529552384,1,"brazil has reported more than 50-thousand deaths and over one million cases. president jair bolsonaro has called the #coronavirus a ""little flu"" and clashed with state and local authorities over stay-at-home measures and business closures. #covid19 https://t.co/3hhp0ydoux"
100,100,1275031137346179072,1,"ruby princess inquiry hears passenger diagnosed with flu, days before she died of coronavirus https://t.co/idvwiijbqk"
101,101,1273211290081787909,1,"the demands of responding to covid-19 are damaging the prospects of developing effective influenza vaccines and reducing the chances of preventing a flu pandemic, according to the world health organization. #covid19 #coronavirus
https://t.co/2six80fiwj"
102,102,1275705975375265793,0,"@beercan45 @cletusabibbit dog cell lines were used in the flu vaccine this year. military were 37% chance to test positive for one of the over 200 #coronavirus types which give positive on a pcr test then they lie that it's #covid19 in total fraud. with the #s of flu vax gone out, this = all cases."
104,104,1273185568936075264,1,"@neeratanden this thing is terrible

and #covid lasts and lasts

the #coronavirus is not like the flu

you do not want to get sick

i was sick for 7 weeks

it's brutal

it's scary

#staysafe 

keep other people safe

#wearamask 

just #wearadamnmask

#covid19
#stayhome
#covid_19
#gopgenocide"
106,106,1273008841538625537,1,"just a flu? really… 

just in case anyone doesn't know 

the global coronavirus cases has now reached: 8,205,355

as for deaths, 443,736 globally have died tragially by coronavirus

#covid19  #trumpgenocide  #bunkerboytrump  

https://t.co/rwpa4o3df7 https://t.co/mon1vdlqd5"
107,107,1274610713181343744,1,"us president #donaldtrump has once again blamed #china for the global spread of the deadly #coronavirus

#kungflu #kungflufighting #covid19 
https://t.co/maefwqfxfo"
108,108,1275582933458395136,1,"@whitehouse @realdonaldtrump dr fauci knows that covid19 is a coronavirus and not the flu.  dr . fauci never calls covid19 a hoax, dr. fauci never tell people to drink bleach, dr. fauci never said testing was bad and covid19 would disappear if testing stopped. dr, fauci tells the truth and is intelligent"
109,109,1275249566766575619,0,"neurologic sequelae of #covid19 #coronavirus #sarscov2 possible?
a reference to the flu of 1918 https://t.co/da1cbq36lp"
110,110,1274015635123646466,1,"don’t cancel it!! 

americans are free to do as they please. there’s a 99% survival rate &amp; oklahomans are strong people. 

nobody cares if they get #coronavirus cause it’s like the flu 😷. 

go see trump &amp; get the added bonus of getting #covid19 from a fellow patriot👌🏽

🤦🏻‍♂️ https://t.co/hbej8uwphg"
111,111,1273651405367238658,1,"united states 
coronavirus cases:
2,242,910 
deaths:
120,075
trump said it was a hoax, it was like the flu, it will be gone by spring, and he continues to lie, while americans die.
#covid19 , #epicfail https://t.co/vh0jc3xp6i"
112,112,1275870205181194240,1,"@ragnar_lives @hugozheng5 @mlevitt_np2013 on death numbers, this might be of interest to you: https://t.co/byo9eivixi
on season end: if you're comparing to the flu, then you have to follow the same process. start your year whenever you want, but finish it at the same point.  covid19 started in january for most."
113,113,1273595190490644484,0,spike spike spike =panic panic you're all going2 die from flu if u haveany fever call it #coronavirus -all hospital deaths reported as #covid19 fraud no just hyping/lying against #maga #2020election by #msm https://t.co/dvhh1k6gvs
114,114,1273640336821112834,0,"@ignorantego @mckavitys covid-19
#covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #spanishflu #influenza #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #virus #usconstitution #obamagate #exposebillgates https://t.co/ydljb5alxh https://t.co/rlq1dauce7"
115,115,1275061772156878853,0,"@jeremyswallace covid-19 falls under title of coronavirus. opinion. anyone who has had a cold, common flu, rhinoviruses, will test positive for ""human coronavirus "". just look at your clorox disinfectant wipes. it's been around for years! u need2 have testing4 covid-19.
https://t.co/2xpajgtfnf. https://t.co/dcisfhxi62"
116,116,1275859430538608643,1,"#covid19 is not the flu. it lasts longer, is more contagious, has higher rates of hospitalization, is more deadly, and has long-term effects that are not known. stay safe, folks! https://t.co/9nqmbxv5xv"
117,117,1274243652714246145,0,"@un stop listening to msm, un and who if you don't want misinformation. the plandemic that is not a pandemic. more people die with flu. are  people being tested for covid19 or coronavirus? who changed the definition of pandemic?"
118,118,1275302558467264512,1,"you’d think we were living the black death, clearly we are not. people compare the virus to the spanish flu. the figures are not even close
#epidemic #coronavirus #spanishflu #covid19 #worldsgonemad #reality #outbreak #perspective https://t.co/wq0tjilxeh"
119,119,1275458135361191938,1,"hhs's giroir q&amp;a: agree with fauci, tend to forget past lessons, on ppe, other topics. need to order enough flu vaccine, so reduce flu fatalities, co-infections with covid. hahn, agrees to collect, preserve info on progress. #coronavirus #covid19 @anthonymace #giroir #hahn"
120,120,1274474354177454082,1,@trvrb why would #covid19 not be seasonal like other respiratory viruses? first wave of #spanishfu plateaud then much worse 2nd wave hit in fall. this could be worse because #coronavirus will occur alongside seasonal flu. young people weakend by flu could be more susceptible 2 #covid https://t.co/ufdwdhypvf
121,121,1273104958179721217,1,"@ctvnews over 100k dead in the us alone &amp; rising steadily
https://t.co/ivx18qqanq
the mortality rate of covid19 is higher than th spanish flu pandemic of 1918 which cost 50 million lives world wide. keep th border closed
https://t.co/d522tftftm
https://t.co/cdsic7ejuh"
122,122,1220050756486627328,0,"@os4185 @breitbartnews bull shit. creating a problem for a minor flu bug, hysteria makes good money for pharmaceuticals. another vaccine that may cause a worse illness. cdc has a vaccine for this already. hmmmm."
123,123,1273619350268841985,0,"“swine flu” 12000 deaths in 2 years and here is a hoax flu that dotard ignored

coronavirus cases:
2,235,734

deaths:
119,959

deaths more than world war 1

#bolton #covid19 #trump #dotard #tulsatooties #jobsreport"
124,124,1274395073753624579,1,"@nytimes nyt: 
angela, a tulsa city employee who refused to give her last name, also said she did not want to wear a mask. “i am a healthy young woman,” she said. she compared coronavirus to the flu.

me:
how. many. times.
#covid19 is not like the flu."
