,id,tweet,label,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
14,1290676106299875334,"""Parents/guardians will be asked to perform a daily screening of their child(ren) for COVID-19 symptoms BEFORE leaving for school using a self-assessment checklist:"" Who's going to check the latch key kids, and what happens when parents forget or don't bother?",0,IMNCanada,"A campaign to make autism therapy medically necessary under the Canada Health Act. Tweets by Adam. If you like something I say, please see the Pinned Tweet.",https://t.co/9HNWUmrxpM,265,625,2019-06-05 01:15:14,1136078995039117312,"Hamilton, Ontario",False,12589,8593
15,1290675146638991360,That’s because the hospitals could not send anyone with insurance and lose that money they were told to only send non insurance people to the Comfort so the hospital would not lose money they wanted the Covid patient’s to bill there insurance smh and this America,1,trinny26,,,343,50,2009-04-17 22:54:28,32641169,,False,662,234
16,1290639868188487682,In March Birx/Fauci projected 200k corona deaths if we did things almost perfectly... 2.2 million if we did nothing... at 150k corona deaths Trumps response has been well within the range of almost perfect.,0,HSprauge,America... Love it or Leave it... MAGA... Liberalism destroys everything it touches...,,564,326,2013-02-10 21:12:59,1167049154,,False,1462,19258
17,1290658063175815169,"@KTRTRS @TelanganaCMO @TelanganaHealth Please look into this matter. It could put hundreds of lives in danger. Allegedly, even some govt representatives are also endorsing him. According to his claims in some videos, some corona positive patients were ""cured"" by his medication. ",1,Keerthi_Priya_,"Environmentalist by heart. Inquisitive by nature. Humanist by serendipity!
However, 'Goldilocks Conditions' yet to be attained!!",,65,8,2019-11-28 12:01:53,1200021938451599360,,False,62,21
18,1290658735380213760,"@glenofthepower this corona overtaking virus, is just crazy, have you had to postpone wedding date also? I'm looking forward to normal life again, and see you guys go back to ""work"" ",1,Flavourgirlie,"Yesterday is History 🙈
Today is a Gift💥
Tomorrow is a Mystery 💞",,569,406,2010-07-01 17:55:37,161756570,"België, hasselt",False,24294,532
19,1290677261147033600,"Sooooo a center that was set up to have enough beds to relieve the hospitals, would be covid only? And just for old people?",1,pstruck,Only on twitter to see what all the best Wrestlers have to say.,,52,30,2010-04-22 02:29:05,135714012,Chicago,False,738,3367
20,1290654830940377088,Really feeling very upset today . Day by day Corona increasing here. Oh God please save our lives from this pandemic,0,DasPremila,"To be serious , I love to be live in busy life which is too hard.",,18,1,2020-07-08 06:41:03,1280753659584712704,,False,3,3
21,1290648220461404160,This is not threat. Multiple mumbai police's has died due to corona and also always stood for state in any cricises. Now you are attacking direct mumbai police. Think on it.,1,Suyant005,"प्रतिपच्चंद्रलेखेव वर्धिष्णुर्विश्
ववंदिता शाहसुनोः शिवस्यैषा मुद्रा भद्राय राजते",,53,0,2020-08-02 04:43:10,1289783738054742016,"Uran Islampur, India",False,8,22
22,1290675382144794624,Respected authorities @cbseindia29 you are requested to cancel the compartment exams 2020 due to the increase in covid cases. As if our honorable HomeMinister can be affected by this pandemic then what are we students? @sudhirchaudhary Sir please help in any way you can. @ZeeNews,1,RabjeetSingh20,Student,,11,0,2020-07-31 16:48:12,1289241383950221312,,False,4,11
23,1290660823875162114,"Do you ever stop and feel so overwhelmed by life? I had this moment this year. Life fell apart, then Corona, then quarantine, and then my son’s self harm exploded. I felt helpless in the situation. Everything I… https://www.instagram.com/p/CDeKc9BH9la/?igshid=1o50ihvxuzncw",1,ManganKelsey,I am a Reiki Master/Teacher. My passion is to help guide the world into a path of healing. We are one.,https://t.co/jkGPBT0mgc,18,5,2020-06-27 20:57:24,1276982853184696327,"Atlanta, Georgia ",False,78,55
24,1290674337855438861,in my district we had like 2 or 3 weeks ago just around 70/80 people testet positiv of covid from march on and in this just 2 or 3 weeks it went up to around 120/130 so that's about 60 new people in this short time. we fear a new lock-down in our area. ,1,yoongisshannon,"#Yoongi: they’re going to judge me anyway, so whatever. | 24 | mommy of a daughter | Fan Account",,465,561,2019-10-02 16:39:06,1179435585204883457,독일 🇩🇪,False,3336,932
25,1290653207983726594,Congrats 2 Corona warriors . For the first time recovery figure exceeded affected figure.!A great psychological relief to people .Hopefully Govt will reconsider decision on weekend shutdowns which has been breaking financial backbone of poors @CMO_Odisha,0,trilokesh612,"with Govt of India,story teller,traveler ,lover of flora n fauna,photographer ,social activist",,66,12,2017-03-01 16:12:40,836972464076775424,"Raipur, India",False,1018,444
26,1290676720564019202,We are all going to get COVID.. 99% will not even know that they have it.. The best thing you can do is prepare for it... Lots of Vitamin C (IV Therapy) and Hydro...Its like living in a trailer in Oklahoma. You know the tornado is coming some day. Prepare for it.,0,leebays,Singer/Songwriter. . Bus Driver.. All around Country ...  Nuff Said...,,118,54,2011-03-02 06:28:00,259605092,Hillbilly Hollywood,False,867,600
27,1290676343861018627,people are so dumb like we have THREE covid units and we just had to open another one and we are just ONE hospital in my city,0,ADOREJIMlN,› #지민: i went outside and saw the moon and it made me think of you ࿐ ˚ . ✦ 𝒔𝒉𝒆/𝒉𝒆𝒓,,1213,10305,2012-02-21 17:05:25,498990033,𝗆𝗂𝗇 𝗒𝗈𝗈𝗇𝗀𝗂 ♡,False,60258,77849
28,1290645679912751107,"With Corona virus around, why are these people so earger to take selfie",1,Tishafrican,"Born in Africa, peace loving, smile till you laugh. African for Africa",,15,3,2020-07-05 12:43:47,1279757811799523328,"Nairobi, Kenya",False,2,25
29,1290676752302448640,"Mine guilt tripped me into having diner with them and then told me after diner that they had my father tested for Covid and the test was inconclusive. Do I have it? I don't know, but I get to spend the next two weeks in horrible anxiety.",0,BloomGoth,"32 years old chaos poly trans goth witch. In a relationship with two wonderful girls. banner by @wagsNruffs, Pfp by @lehlatte.",,257,205,2014-09-30 09:45:56,2794136608,,False,5736,10181
30,1290659262088314893,"If like 5 peeps jump on I'd figure out shipping, I guess international w/ the current corona situation would be a pain but something's gotta work out these are super slim !",1,Shadpaintings,brush swingin 'n color mixin ⚔️ - he/him,https://t.co/aBSm1voA9m,1914,259,2011-04-05 07:45:01,277383104,@Shadpaintings everywhere,False,11422,9065
31,1290675264683479041,The flu season is coming even during the COVID-19 pandemic. Be ready to get your flu shots soon. http://bit.ly/2XtnUZf #BocaRaton #BoyntonBeach,1,GenHealthPBC,"Genesis Community Health, a non-profit, long-term healthcare clinic 
dedicated to serving patients of all economic levels in Palm Beach County.",https://t.co/0H1sUmlhN3,587,170,2018-03-16 00:16:58,974439341996027905,"Boynton Beach, FL",False,379,380
32,1290650454427410432,"Pls tell me whr to give evidence to shw wilful delay n malpractice of corruption by your officers? Im ready to give and be fair to admit n take actions, how can simple edu loan be kept pending for such a long time? Corona came in Mar22, but it is pending since 2019. @PMOIndia",1,PKirankp,,,31,26,2013-09-29 05:36:17,1916209710,,False,360,1010
33,1290636056535216128,"Hi Pi network members. Hope you All are well in these Corona times . Remember to push the button in the app every 24 hours. IF You are not a member yet. Send me a PM ""MAKE MONEY ON YOUR PHONE"". And I will send you more Ingo. ",1,anderson_ninna,25 Years of experience in investing #Stocks #crypto #picoin #bitcoin #XRP #LTC #ETC.,https://t.co/NlFR5O9ajh,8706,8042,2020-01-29 17:51:08,1222577855307157505,"North Carolina, USA",False,11347,4456
34,1290675956013830146,Since Covid started I’ve been visiting two dreamlands instead of just one... soon I might be out of touch from reality.,1,Athwash,A peculiar. #BlackLivesMatter,https://t.co/HYVVimUr3i,260,379,2010-08-22 18:27:28,181642863,404 Not Found,False,4019,48616
35,1290670759019520003,New @IMOHQ greenhouse gas study shows #shipping emissions remain firmly below 2008 level. Projections to 2050 under plausible economic scenarios fall between 10% below 2008 level to 30% above. Impact from Corona downturn not incorporated. Meeting 2050 target is possible ,0,Ruteclrp,,http://t.co/KziQtJr3yh,143,155,2011-10-04 13:38:05,384870304,Denmark,False,25,41
36,1290675276641443840,"For now, it did. However, it’s still above the levels we had before the corona crash. ",1,Toshiki_trades,"Solid fundamentals, shaky trades",,40,22,2020-06-23 11:19:31,1275387971932389376,,False,783,979
37,1290675095543992323,"What can be done to mitigate the damage caused by COVID-19 #schoolclosures? In a new @wef article, @savechildrenuk’s @KevinAtSave describes a three-part agenda for recovery: https://bit.ly/3i9Cptn #SaveOurEducation",1,IDPFoundation,IDPF is committed to encouraging and supporting the development of innovative and sustainable solutions to complex global issues. #IDPRSP,http://t.co/4vAm9589PR,1299,2328,2010-01-26 17:18:01,108661495,Chicago,False,825,3797
38,1290659000279863296,"I don’t see how sending kids back to school in Sept will be safe. Virus will spread on buses, in schools. Many parents/staff will get sick from Covid. Some will die. Ontario Schools get shut down by Thanksgiving. Corona out of control by then. Just my thoughts. Risky business",0,SMuskokaPhoto,"Photographer over 35 years, Muskoka Portrait and wedding photographer.",https://t.co/Tsja0S6mFy,100,271,2009-03-12 23:43:35,24073082,"Bracebridge, Ontario Canada",False,14002,976
39,1290676866844635139,"Are you one of the 3m excluded from Covid-19 Govt support schemes? Come check out our website. You'll find loads of useful info, support &amp; a growing community who gets what you're going through. #ExcludedUK #gapsinsupport #mentalhealth #wearenotgoingaway",1,ExcludedUK,"An inclusive community, awareness, and support for the 3 million #ExcludedUK from UK Government #Covid19 financial support.",https://t.co/6rBmYxR8iZ,7195,12682,2020-05-16 00:33:20,1261454560738054146,United Kingdom,False,10356,10544
40,1290674036301795329,"This has been an unusual year (I know... understatement) particularly with sports. Give @espn, @karlravechespn, and others credit for adapting to the COVID-19 situation.",0,docqualizer,Just a guy here in the Twitterverse taking things day to day.  Father of two.  Grandfather of two.,,2093,443,2008-01-23 23:38:54,12619062,"Portsmouth, NH",False,57776,54149
41,1290674486065463297,".@NYGovCuomo said what he needed to to get PPE, etc. to SAVE AMERICAN LIVES because the federal gov't failed to act. WH knew in Nov 2019. Were briefed in Jan 2020 too, but didn't prepare – downplayed COVID-19 as a ""hoax."" You dismissed masks. You could've saved lives.",1,BowmanNancy,Outraged Canadian-New Yorker. Biz Dev-Mrktg-Writer • Mother • T1D Expert • She/Her • Pilot • Tweets R Mine #Resist #BlackLivesMatter   🇨🇦🇺🇸🌊🌊🌊,,4718,5447,2008-04-13 03:06:11,14372597,"New York, NY",False,250722,52466
42,1290648691871813632,Researchers find this #Vaccine SHOT Effective in Controlling #COVID19 Spread! Details about the Vaccine #Vaccines #Coronavirus #Corona ,0,behindwoods,"Informing 7 Crore People. We're the most popular online media organization in TN, trusted for our highest standards of ethics and quality for the past 17 years.",https://t.co/4w6sJJMO3e,1488,925709,2009-05-02 20:51:21,37279768,India,False,6147,180297
43,1290662052147724293,Almost half a million people have died from the corona virus guys. It’s okay if you’re over it / don’t gaf anymore. But just say that.,0,LimmitedEdition,,,1656,1447,2009-04-06 23:33:01,29326128,NY-DC ,False,41280,102882
44,1290663547513569281,"Is your business Corona'd? Then use Bizitalk's 300,000+ social media followers to get going again. Tell 'em about it - every day! Click here and get started today...https://bit.ly/2GEEgpU #bizitalk #bizitweet #bizitalking #bizitips (Some of our member's pics below)",0,BiziTalking,Supporting and Promoting small businesses to get them noticed and stay noticed. Our most popular promotion...http://t.co/NcPXi4rbiP,http://t.co/UndMP4S0BC,37876,45348,2012-12-19 10:57:11,1021840742,Everywhere,False,897,138105
45,1290671795339759616,"▪︎ The number of corona patients has decreased as 82563 patients have been recovered and active corona cases are only 8486 in Punjab. ▪︎So far, 93197 have been affected by this virus in Punjab and 739253 have been tested.",0,ReformingPunjab,#GovtofPunjab is implementing #PTI's #ReformsAgenda in Punjab. This account is to update the public on reforms & the steps taken towards the wellbeing of public,,28,6746,2019-08-10 08:39:34,1160108414833430528,,False,149,1789
46,1290675860941557760,Are you receiving your GCSEs and A-levels this month or a teacher? How will you be receiving your results/what effect has COVID had on studies? Would be great to speak to students and teachers in Plymouth about this. Email me eve.watson@reachplc.com or send me a message!,1,_evewatson,Reporter for Plymouth Live ✏️ eve.watson@reachplc.com,,791,946,2014-06-06 20:13:26,2550901436,,False,23936,9697
47,1290675250460532739,Brilliant! When you took over @realDonaldTrump there was a playbook for handling outbreaks like COVID-19 that you ignored. Oh and see if you can wrap your puny brain around this.. the 19 in COVID-19 Is for the YEAR it was discovered. DOH! ,1,randalonin,"Dad, Proud Grandpa, animal friend, tech geek, fed up Republican, MAGAts gleefully blocked as you’ve proven repeatedly your reality is polluted",,344,229,2015-01-20 04:26:13,2986794519,"Bucks County, PA",False,14398,9352
48,1290674146087710725,"they are full of Covid patients,many have had to lay off a lot of their staff too!They don’t need any of the O.R. Staff bc they can’t do surgery,that goes for other specialties as well! I know when you’re working and your life is going well you forget how others’ can’t b like you",0,maurtosay,"I❤️🇺🇸• I❤️NY •NH,MA• Then mvd to NYC- HELP! stuck in FL• RN •CAN’T STAND THE GUY IN THE WHITE HOUSE (known him for 35+ yrs.), I have VALID REASONS! •NO LISTS",,2814,2794,2012-08-20 02:34:04,768677041,,False,113731,85867
49,1290648259686473729,Asim is not a fool knows what is he http://doing.No big Bollywood star is coming up with MV.even whole Bllywd s shaken after SSR &amp; corona outbreak while Asim is getting http://projects.So u shld be thankful.They r being offered work together.We r no one to decide.,1,Ritwik12716693,,,14,5,2020-06-24 06:50:36,1275682656890609664,,False,324,643
50,1290675264448417794,"This isn't a great day for anyone. Covid is killing 1,000 people a day. The people in that room are crowded together and most without a mask. Gardner has still not answered @cprwarner question about healthcare. And, he hasn't not spoken out in favor of mail in ballots.",0,gogatekim,"Mom of 2 Sons, Moms Demand Action, Part of the Blue Wave, Proud Colgate Grad, Pug Lover, Hiker, Go Buffalo Bills, SU Law School Grad, Go 'Cuse, Love WNY and CO.",,1994,337,2011-09-26 17:14:11,380442131,"Parker, CO",False,37464,7532
51,1290674893776982016,During COVID-19 what happens if you need to close all or part of your business? @PwC UK's James Hampshire talks to @csoonline about the 7 steps you need to consider when thinking about Cyber Security. Read the article here https://bit.ly/2EJoI5H,1,DanSchwarzmann,Clients & Markets Executive  - Head of Market Initiatives & Industries at PwC UK.  All tweets are my own views.,https://t.co/gPZI4HvHNp,153,1777,2015-06-03 17:39:12,3307225275,"London, England",False,128,438
52,1290676846980403202,"George Floyd in no way should have died regardless of his crime or resisting. It could have been avoided on both ends. But yeah, lets talk about his covid positive. Why is he in public with no mask on at a liquor store and allegedly passing counterfeit 20s all why being positive",0,Kourtney11K,Left Twitter for a bit🤪Entrepreneur🙌𝕀 𝔽𝕠𝕝𝕝𝕠𝕨 𝔹𝕒𝕔𝕜🦋Opinionated🤔ՏᗩᖇᑕᗩՏTIᑕ🤣#Golfaddict 🏌️‍♀️All praise to Jesus✝️ #NYYforNY 💙Gʟᴇʏʙᴇʀ Bᴀᴇ❤,,404,293,2020-01-03 10:17:40,1213041650341011458,"Greenwich, CT",False,877,585
53,1290669393580621825,"Yet no govt has ever been liquidated or placed under reconstruction. I am sure will agree that the Min of Health courtesy of Corona, is now the govt. All the living and working protocols are now driven or dictated by the dept of Health. Too much power vested in the Min of health.",1,mmawere,,https://t.co/rEkXjReDVn,18122,65648,2009-03-31 05:21:20,27820568,"-26.049971,28.045781",False,6145,38781
54,1290674751728386058,nah there’s no way they’re coming bc if they do i can just imagine the backlash they would get for going to the us when covid still happening like ya saw what happened with the itaewon situation ,1,kuromidior,#JUNGKOOK: buggin tf out rn,,435,212,2012-04-22 17:15:02,560445436,koo’s isla ,False,46213,30003
55,1290658030074429444,"@DrRPNishank Good to conduct final year exams but what about pregnant ladies especially in B.Ed., arrangements for transportation, facility of food, surity that no spread of CORONA will be there. give a 2nd chance to those cannot appear in xams. @RajatSharmaLive @republic",1,vikramsjadaun,"INDIAN, Engineer & HR by profession, teacher, interested in every fact affecting India.
Loves Indian Army. Motivational speaker.",,331,32,2015-08-16 13:08:06,3316858970,,False,801,719
56,1290674944477556736,"#dontPostponeJEEAndNEET There is no end to postponing as COVID sit won't improve at least till mid next year. To meet everyone's concern, conduct timely exam in Sept for those who want to appear. Others can appear next year when situation improves. Their chance can be preserved",0,hypernchilled,"क्षमा शोभती उस भुजंग को जिसके पास गरल हो, उसको क्या जो दंतहीन विषरहित विनीत सरल हो",,419,12,2018-12-17 09:20:41,1074595223878037505,World,False,178,240
57,1290650065472819203,Q. Don't Postpone NEET? A.Let others life be my stepping stone to become a doctor for thy I am a selfish person who will spread Corona even to thy parents. Risking their life for thy future. Where I steps body falls and tears sheds #dontPostponeJEEAndNEET #dontpostponeNEETandJEE,1,Genesis1743,Never forget that we are all humans,,2,2,2017-04-21 04:43:52,855280903001485313,India,False,69,119
58,1290675790934413316,"I’d have to ask for help from the 158,000 family members of those dead from Covid; the children at the detention center; the 14 year old suing for DNA saying he raped her. I cannot pass judgement. Back in two weeks.",0,OldPolish,I'm a Polish guy living in America because I was born here.,,129,58,2020-06-26 12:47:55,1276497362261815297,"Chicago, IL",False,2013,3064
59,1290641876706627584,what I won't give for something similar to happen in india..... i have a better chance of coming up with the cure of corona than this happening.. ,1,not_so_jain,"I do numbers, sometimes the numbers do me (Mostly its the latter)",,433,113,2013-02-09 06:51:04,1162194248,Bhaad me,False,37277,11659
60,1290647099655237632,"Thank you. Granma is alive and well, It's a nursing home death. When it happened it's like the rest of the cases were they've just said it was corona..We've not even had a funeral.This was in April. The social impact is worse then anything.",0,SonsonFreddie,"Light killing the darkness  🤝 Mind over matter. 

Independent thought, Humour, I'm a strange person..😉

Don't be afraid.. I'll respect your opinions  👍🙏✌️",,218,140,2018-09-22 14:22:40,1043505866627080194,All over.. ,False,1477,3701
61,1290670023598657538,"Report Leak Denouncing #COVID as ‘Global False Alarm’ Those who die from Corona are essentially those who would statistically die this yr, because they've reached end of their lives &amp; their weakened bodies can no longer cope with any random everyday stress ",0,CllrBSilvester,"Woolstanwood Cllr.
Hon Alderman & Ex D.Leader #ChesE. 
Ex Leader & Mayor CN Council. 
#Trump
#PuttingCreweFirst
p/p/p No. 11 CW26RS.
❌",,48619,46758,2011-06-10 12:48:10,314548237,"North West, England",False,8191,276051
62,1290661098513993731,i keep seeing this on my timeline. Corona began in March they shut every business down fired ppl!!!Noone could go to work or NOTHIN but STILL had to pay bills and take care of they family. I’m sure people used that money to pay bills that were backed up from them being laid off!! ,1,_bjw2_,Instagram @styledbybeeb #beebeautifulhair #styledbybeeb,https://t.co/6h2fGVflvK,986,4213,2014-03-28 12:14:46,2441984242,Philly,False,37977,62679
63,1290660531762864130,Yeah that’s scary stuff for real. He also said “he doesn’t get sick cause he’s an athlete.” And then..got corona the next month. ,0,SorreyTV,Content Creator on Twitch | 5'13 | Veteran | Not your 3rd @ | Doesn’t believe in sarcasm | Business: SorreyTV@gmail.com | 🇺🇸 ✈️ 🇨🇦,https://t.co/JkT0wij09P,2387,6632,2018-04-25 06:02:31,989021820425768960,Follow this please ————▶️,False,54265,28711
64,1290673498671788032,"mafoi is working hard to control corona, we wish him all good luck",1,blueseapipeline,Senior Engineer Pipeline,,4876,98,2018-06-19 06:41:00,1008962836167516161,"Dubai, United Arab Emirates",False,19,7079
65,1290667689841528834,@narendramodi Good Evening PM Sir this is bring you about the problem wr are facing the middle class people and shopkeeper due to CORONA LOCKDOWN as we had not generated any income from last 5 month's and we are need to pay the rent of house. If rent is not paid then We are .,1,Chetan08481088,loves to chat,,22,1,2020-04-26 18:09:20,1254472505974128640,,False,0,3
66,1290677058251689985,"@Irina_Vukolova ... I think in the evening, The counts stop, My love, to resume the next day. So the number of people who died for COVID-19 here will remain the same, even this evening. ℐℓ٥ﻻﻉ√٥υ ",1,IvanGagliolo,"★♥️🎼 😃 I L💍💍ve You, Irina!!! 😍♥️★🎸🎶🌹🌹🌹 https://t.co/SmiBj4Invw https://t.co/bJGc1sDBgE…",,0,0,2012-07-02 19:00:29,624917710,Abbiategrasso (Milan),False,577665,869570
67,1290674102374629378,ICYMI - yesterday I called on the Administration to set a nationwide standard to return COVID tests around within 72 hours. No one should have to wait a week or more to get their results. ,1,RepAndyKimNJ,Husband to my college sweetheart. Father to two troublemaking baby boys. Public servant and Congressman from New Jersey's Third District,https://t.co/8NkgQm9ePq,428,10371,2018-12-28 21:57:06,1078771848882593793,"Moorestown, NJ",True,208,1616
68,1290643640759574532,@RahulGandhi SIR CONGRESS PARTY IS BEST AMONG ALL OTHER PARTIES .. IN THIS PANDEMIC SITUATION OF COVID-19 IN INDIA CBSE AND HRD MINISTRY WANT TO CONDUCT COMPARTMENT EXAM AND WANT CHILDREN TO GET CORONA POSITIVE SIR PLEASE HELP US ON THIS ISSUE ......SIR WE WANT YOUR HELP.........,1,mishra_ravita,,,23,6,2020-07-13 06:07:55,1282557302038581250,,False,921,1113
69,1290675665998508038,"Respected Sir, Colleges are forces to submit 50%fees for new session,sir they are saying withount submission fees they cannot send attendence,due to covid-19 our family are facing so many issues,i request you to say that please they can give time we will pay the fees ",0,AnasKhan19k,Leader,,12,2,2017-10-19 13:26:18,921004582548922368,"Chinhat Lucknow, Lucknow",False,7,6
70,1290640979599544322, Thanks Mr Alter!Please make a decision ASAP! We are exhausted..We don’t have the strength to live...We waited obediently for a long time...We don't want to harm anyone..We only want to be with our loved ones together after 162 days...otherwise I'll die without the Corona,0,trcIsqO6Oi2eVZv,"Found the love of my life !! Amazing German !!
I came to Twitter just to fight for my love!",,21,41,2020-07-11 07:03:41,1281846545495789568,Moscow,False,2773,1802
71,1290658639561269248,"It will be like this until elections. As a corona survivor, and many of my friends and family have had it, I can safely say it is overhyped by several magnitudes. Symptoms were a walk in the park vs regular flu.",0,OrangutanElder,Orangutan elder and the Deputy Minister of Justice. #Bitcoin lover.,,142,32,2018-02-14 04:03:04,963624607902179328,Planet of the Apes,False,1785,714
72,1290676278148898819,Up for appox 2000 deaths from Covid-19 later today? Would not be possible without @realDonaldTrump #TrumpIsNotWell,1,Himod85833862,,,8,3,2020-02-14 07:29:22,1228219619237711872,,False,577,65
73,1290674110582984705,"I hope he doesn't develop any symptoms, if so it will add 2 or 3 weeks more. I got tested positive for Covid 19 and had no symptoms during the first week. But then had 2 weeks of congestion, fatigue and headaches. In total it took me a bit over 3 weeks to get a negative test.",0,RobertoMoraisF1,"Formula 1 fan, technology and science enthusiast",,60,4,2019-07-27 15:37:03,1155140046086922240,"Houston, TX",False,819,282
74,1290676219135102981,If COVID ever ends you’ll get to see me on campus ,0,JaredTheJared,21. can’t be finessin if you’re stressin. TAMUSA 20??,,446,514,2018-07-20 17:02:51,1020353353992286209,San Antonio/Devine Tx,False,12265,4732
75,1290677674889875467,imma be spending my birthday alone (again) this year. at least i have an excuse this time thank you covid. you did something good for once,1,deadcatstudios,Proud Boston fur (16)! I am a drummer and an aspiring dancer! DM's are open! Come chat! Banner by @fluffybun666 🙌. Panromantic guy. Being single sucks.,,451,106,2020-05-14 12:41:33,1260913107465121792,Boston Massachusetts,False,988,497
76,1290676125006405633,Respected authorities @cbseindia29 you are requested to cancel the compartment exams 2020 due to the increase in covid cases. As if our honorable Home Minister can be affected by this pandemic then what are we students? @cbseindia29 @narendramodi @DrRPNishank @HRDMinistry,1,RabjeetSingh20,Student,,11,0,2020-07-31 16:48:12,1289241383950221312,,False,4,11
77,1290674794984169478,Are you blaming the feds for making you send people infected with covid into the nursing homes? Take some responsibility for your own mistakes. #KillerCuomo,1,deadmanlagging,,http://t.co/HHmx947iDB,197,83,2010-03-06 17:55:35,120521277,,False,4805,2830
