,id,tweet,label,screen_name,description,url,friend_count,follower_count,created,uid,location,verified,fav_count,tweet_count
61,1290675365715771397,"No, you can swipe your cards. The new form of payments like snap scan and tap n go just make transacting easier. In times like corona it makes it safer too. You can swipe the magatripe but it’s not advisable",0,steviedahustler,"On a journey, hop on! - The world is yours - From the mud to the UNIVERSE - IG: @Stevieonthehustle - YT: STEVIE ON THE HUSTLE",https://t.co/jFrdM6jFoO,1645,3510,2019-04-03 14:07:08,1113442815080640514,Potters Lounge,False,32479,66764
62,1290675432715685888,lets manifest i guess! but also her health would probably keep her from going bc of corona,1,getusedtothis,karmas a b*tch only if you are one. romance track 13 | was @mendesftgrandes,,1973,3777,2010-07-10 00:15:13,164873249,nyc,False,95246,78020
63,1290671485099470849,Same like you still safe from Corona. ,0,mayankbajajji,"Let's talk like it's our last interaction!
So that we can show our Best to each other!🙏🏻",,775,848,2019-12-15 17:56:43,1206271813530992640,"Hyderabad, India",False,27205,16873
64,1290666752163164161,"I would also like to remind everybody that Vitamins C, D, E and Zinc are very essential for a strong body immunity system, which enables our body to fight infections like Corona virus etc. Plz keep these facts in your mind &amp; spread them !",1,mypalsun,🌳🌳🌳Save Nature Save Your Future❗🌳🌳🌳🌳🌳🌳👉I'm a Nature Lover & anti-Evils❗🌳🌳🌳🙏 Plz Plant as many Trees 🌱🌲🌳 as Possible❗,https://t.co/zc64GtEIW1,267,569,2017-04-03 04:45:12,848758258928033795,"India,👉Jai Hind Jai Tiranga👍",False,41001,21288
65,1290668169393299456,Lol what's a shitty little mask going to help with pretty much every study says the masks are useless in preventing the spread of Corona virus don't just believe everything the BBC tells you ,0,JosephShevy,Flying On The Wings Of A Butterfly. Blessed By The Gods. Fucking Alice Down The Rabbit Hole. AFC. Instagram: josephshevy Snapchat: JosephShevy,,1327,578,2010-09-06 16:09:41,187572405,,False,6383,31175
66,1290675466362290181,"Practicing proper hygiene and sanitation methods - keeping our hands and surfaces around us clean is one key strategy to roll back COVID 19. Lets keep the steam, personal hygiene activated! @sanambna @swisspeace @Kumichii1 @Snwot4 @whatthewomensay",1,geed_and,GeED works on gender and human right and is promoting g the rights of women and girls. GeED is currently working on School Related Gender Based Violence,,275,122,2019-12-12 21:20:27,1205235873920540673,,False,77,98
67,1290636374434091009,"sir we are not scared to doing study, but as you can see day by day corona cases are increases and health is life so health is first.",1,ManiiGrover,Entrepreneur,,3,5,2020-05-19 21:42:15,1262861087566901250,,False,56,14
68,1290654021691289600,This guy literally suggests diabling your anti-virus scanning software to fix windows issues. Sure. That works. I can also fix my Corona issue by not wearing a mask and hanging out in the corona wards of the hospital....moron.... ,1,ghostMonkeyZwei,"Game Dev, #Animation & Cinematic #Director & #Writer. #StarCitizen, #Crysis, Matrix Online, #RinglingCollege & #PhiDeltaTheta. I love tacos and playing #Bass",https://t.co/tvygUJGPXR,325,732,2013-03-03 10:41:59,1238575819,"Santa Monica, California, USA",False,17275,10782
69,1290655676209954822,"What if coronavirus does make you a zombie, you would be change your mind right? So we just should have a sense of crisis. #Corona #coronavirus #コロナ #senseofcrisis",1,aile_twi,"AILEﾃﾞｽｯ
踊る、歌うギタリストとして
そして一人の表現者として
日本に限らず
日々活動してます!
Dancing guitar singer.

※このアカウントでは時々、
持論×エビデンスをもとに【ぼやき】ます。

🇯🇵🇨🇦",https://t.co/J5uSDJlb8R,470,151,2015-09-02 17:04:12,3427867274,,False,5029,167
70,1290666958581641219,So me and my son don’t have corona God is good . I encourage everyone to get tested to be on the safe side.,0,PrettygirlJas25,Beauty✨ Mother✨ Hardworking RIP Mom 🌸 RIP Aaron👨‍👩‍👧💔🙏🏽,,2215,2349,2018-03-09 14:30:51,972117514552598528,"Connecticut, USA",False,32695,16951
71,1290657769989840898,Corona is nothing but an idea to kill human being and bring down the population particularly Muslim,1,ANSARSY71290549,,,22,0,2020-07-15 12:09:30,1283373004571807745,,False,11,29
72,1290676479701868549,is there science behind masks? Masks alone do not protect you from Covid-19. Talk about the immune system please,0,WayneGenh,Instagram wayneawsvancouverbc,,184,72,2011-12-22 23:11:52,444140131,Canada,False,6203,1587
73,1290650976110731264,(also lockdown and Corona have made this much worse for various reasons),0,eleanor_scope,@ahrcpress CDP PhD candidate @edinburghuni @natgalleriessco digitised art/LGBT Equal in HE/LGBTQ projects @hunterian/@uofgarts /Co-chair @uofglgbt she/her🐥mine,,979,488,2018-05-12 00:24:24,995097322412486657,Glasgow,False,5552,1734
74,1290642396766711809,"You need to be brave and face the world my child. Corona is not going anywhere. It can affect me, my kids or family. Doesn't mean I become a coward and stop living. Life is much larger than corona. Ghar se to nikal hi rahey ho aap ?",1,amit_5,Corporate professional | Social issue reporter | Political views-Nation first.,,76,189,2009-04-03 16:41:41,28599931,New Delhi,False,583,967
75,1290661354819518467,"God said if y’all choose not to stay in to prevent this corona from spreading, he’s going to flood the streets so y’all can’t go anywhere ",0,lewejmai,,,17,13,2019-09-20 19:50:38,1175135153963917312,,False,88,40
76,1290646890850258945,"Corona viruses have been airborne in droplets since God was a boy, it's how they work. The only difference between this corona virus and all the others in history, is the govt propaganda machine.",1,AngelaH08745929,"Curmudgeon, Cynical and suspicious. 🇬🇧🧐
Observer of human behaviour.
ad hominem attacks instantly blocked.
No DMs, no ladies looking for relationships.",,3828,4912,2016-12-27 13:32:31,813739338831892480,UK,False,161766,94735
77,1290646754149490689,"Harsh judgment though, corona is a whole new level for a business man.",0,Tafadzwataks,A firm believer of our father who art in heaven.,,834,593,2018-01-05 10:26:27,949225575436210176,,False,5364,1831
78,1290677527816667136,Caution: tocilizumab does not work for COVID and only serves to rip people off as well as harm with side effects. ,0,fertiledating,Meeting place for people who are fertile and mean it. Free lifetime membership for the first 1000 users.,https://t.co/6sOhFXfvyU,638,80,2019-06-24 13:39:34,1143151682068602880,Worldwide,False,1212,1037
79,1290644039298158592,"Protective measures against Covid is only for educational places. These people have close friendship with Corona Virus, it will not infect them. Or may there is no more Corona virus.",0,rohullahhadaf2,"Young Environmentalist,
Global Citizen!
Afghan Climate Activist!",,1053,158,2015-03-11 08:48:09,3086088921,Afghanistan,False,4305,641
80,1290676882682322944,"Clearly pushed, this is a strategy to get chiwenga out of hiding. Watch the space! Another ""covid"" death in motion!",1,young_arnold,Sweet are the uses of adversity.,,179,228,2011-07-24 22:53:36,341769331,London,False,2438,7538
81,1290676120879271938,Also @SecPompeo @TravelGov the K1 is not a threat to jobs and health as we can safely enact policies to prevent the spread of covid. I work in a hospital and can give you guidelines on what to do if you will let me. Please hear me out and listen to our side of the conversation,1,russellawalters,An essential worker in a hospital fighting to reunite me and everyone’s separated fiancé(e)s. #ResumeK1Visa #MakeK1MissionCritical,,40,39,2015-05-24 00:46:50,3295890069,,False,167,980
82,1290653208797499393,"Girl idk, I have more than one condition so I feel like the risk is too high for me. With my luck, the minute I accidentally touch a surface with my pinky, BOOM corona ",1,PetiteLilLady_,"“Once you’ve weathered a storm like yours, you become the storm.” // UMass ‘21",https://t.co/mGbHjI4YM6,1033,1072,2011-10-18 20:02:07,393607731,617,False,19176,84640
83,1290674985665728512,Fortunately it looks like you probably can't get covid over and over again for now.,0,alchemytoday,"single molecule microbiology, surfing, and, decreasingly, American politics",https://t.co/vPyXHFWhWM,679,739,2008-02-12 23:44:57,13406762,"Lisbon, Portugal",False,11071,5646
84,1290654706898018306,"Compare only active cases, UP is among the last 5 states on all corona parameters. ",0,Yr_Conscience,IIT-K Alumnus. Committed AAPian. Secular&Passionate Patriot.  Fearless Critic: सिर पर कफ़न बाँध रखा है. Believe in Humanity&Compassion. देश ही धर्म कर्म है मेरा.,http://t.co/2wF8f0c1iC,5679,37334,2010-01-28 14:39:03,109276910,New Delhi,False,953,90061
85,1290654401762406402,As if Corona virus is not enough &amp; taking care of ourselves is not enough.,0,urspessi1,Music Lover । Graphic designer । Creative writing । Unapologetic । Badass । Broken । Ganguly । Megastar । Rahul Gandhi ।,,332,397,2020-07-09 04:27:28,1281082453969362944,सड़को पे ,False,4850,5141
86,1290657207286145026,the way she is covering her mouth with her hand ???? LMFAOOO she thought corona gonna just see her hand and take a U turn,1,localbicon,not bad for a 4/10 with zero talent ✊ | she/her  | 🌈 🏳️‍🌈 | sag ☼ cancer ☾ aquarius↑,https://t.co/qVPJtJ81qw,462,3259,2018-10-08 23:02:47,1049434964461117440,"London, England",False,32093,15732
87,1290676095491203073,"You do whatever. You want school buildings to open physically and safely, certain things need to happen. There’s no magic Covid wand.",0,mbaconcurry,WARNING: THIS IS MY PERSONAL ACCOUNT. Politics & opinions abound.,,1082,647,2012-12-31 03:56:43,1049437736,,False,45705,5691
88,1290644299785404416,@BillGates @melindagates the hunger make the world feel the weak like illness if people feed good will make them feel better and maybe will help of corona virus people receive diseases when they seat or move maybe when they sleep not receive diseases,1,usamasif1,,https://t.co/2ppmYu2xjk,1,0,2017-12-22 16:48:04,944248182652973056,,False,35,688
89,1290675171372736512,Bruh...saying goodbye to a family member via live-stream has to be one of the WORST things about losing someone during COVID. ,0,JayReneeIAm,Jesus lover | M.Div. | Ph.D. Student | CEO | Your Resident Accountability Partner | Loves herself. Regardless. 💜,https://t.co/z2G1JilkgI,785,590,2009-03-07 20:15:27,23229608,,False,1925,11771
90,1290673693744672768,This. I tried to ask Dr Shah yesterday why (admittedly) testing was below the recommended benchmark to verify the spread of Covid but received no answer. A low number of positives may not be a good thing.,0,grc207,"Disturbed member of twitter. Ultramarathoner. Fan of racing, weather, news, the absurd, and the strange.",,155,97,2012-08-10 20:00:25,749959556,Maine,False,22561,9588
91,1290666470901461001,Corona effects individual only immaterial of belonging to political parties whether Opposition or Present govt. So individual have to take precautions don't expect party workers to come and sanitize individual personally.,1,neerajroy8,,,144,28,2013-01-11 14:39:32,1079900113,,False,752,132
